lncRNA.Homo_sapiens	lncRNA.Canis_lupus_familiaris	orthology_type.Homo_sapiens.Canis_lupus_familiaris	lncRNA.Mus_musculus	orthology_type.Homo_sapiens.Mus_musculus	nbTotalIndication	profilIndication
ENSG00000236046	ENSCAFG00845010887	one_to_one	NA	NA	1	one_to_one:1
ENSG00000236054	NA	NA	ENSMUSG00000087256;ENSMUSG00000112493	many_to_many_strict	1	many_to_many_strict:1
ENSG00000236088	NA	NA	ENSMUSG00000084884;ENSMUSG00000087497;ENSMUSG00000121102;ENSMUSG00000086359	one_to_many	1	one_to_many:1
ENSG00000236094	NA	NA	ENSMUSG00000107271	one_to_one	1	one_to_one:1
ENSG00000236095	NA	NA	ENSMUSG00000113203;ENSMUSG00000113257	many_to_many_strict	1	many_to_many_strict:1
ENSG00000236102	ENSCAFG00845013760	one_to_one	NA	NA	1	one_to_one:1
ENSG00000236106	ENSCAFG00845022249	one_to_one	NA	NA	1	one_to_one:1
ENSG00000236119	NA	NA	ENSMUSG00000117317	many_to_one	1	many_to_one:1
ENSG00000236130	NA	NA	ENSMUSG00000087383	one_to_one	1	one_to_one:1
ENSG00000236144	NA	NA	ENSMUSG00000097320	one_to_one	1	one_to_one:1
ENSG00000236193	NA	NA	ENSMUSG00000099954;ENSMUSG00000100815	one_to_many	1	one_to_many:1
ENSG00000236199	ENSCAFG00845002071	one_to_one	ENSMUSG00000093628	one_to_one	2	one_to_one:2
ENSG00000236202	NA	NA	ENSMUSG00000092448	many_to_one	1	many_to_one:1
ENSG00000236208	NA	NA	ENSMUSG00000101086	one_to_one	1	one_to_one:1
ENSG00000236234	NA	NA	ENSMUSG00000110636	one_to_one	1	one_to_one:1
ENSG00000236262	NA	NA	ENSMUSG00000085745	many_to_one	1	many_to_one:1
ENSG00000236263	NA	NA	ENSMUSG00000120758	one_to_one	1	one_to_one:1
ENSG00000236333	NA	NA	ENSMUSG00000089934;ENSMUSG00000084865	one_to_many	1	one_to_many:1
ENSG00000236352	NA	NA	ENSMUSG00000086970;ENSMUSG00000086999	one_to_many	1	one_to_many:1
ENSG00000236355	NA	NA	ENSMUSG00000118119;ENSMUSG00000099474;ENSMUSG00000117760	many_to_many	1	many_to_many:1
ENSG00000236356	ENSCAFG00845013756	one_to_one	NA	NA	1	one_to_one:1
ENSG00000236364	NA	NA	ENSMUSG00000103139;ENSMUSG00000102909	one_to_many	1	one_to_many:1
ENSG00000236366	NA	NA	ENSMUSG00000112225;ENSMUSG00000112679	one_to_many	1	one_to_many:1
ENSG00000236378	NA	NA	ENSMUSG00000111091	one_to_one	1	one_to_one:1
ENSG00000236390	NA	NA	ENSMUSG00000054412;ENSMUSG00000120094	many_to_many_strict	1	many_to_many_strict:1
ENSG00000236403	NA	NA	ENSMUSG00000086425	one_to_one	1	one_to_one:1
ENSG00000236408	NA	NA	ENSMUSG00000086505	many_to_one	1	many_to_one:1
ENSG00000236464	NA	NA	ENSMUSG00000097962	one_to_one	1	one_to_one:1
ENSG00000236467	NA	NA	ENSMUSG00000100100;ENSMUSG00000114953	many_to_many	1	many_to_many:1
ENSG00000236495	NA	NA	ENSMUSG00000085205	one_to_one	1	one_to_one:1
ENSG00000236502	NA	NA	ENSMUSG00000099635;ENSMUSG00000093460	many_to_many_strict	1	many_to_many_strict:1
ENSG00000236510	NA	NA	ENSMUSG00000085540;ENSMUSG00000084934	many_to_many	1	many_to_many:1
ENSG00000236572	ENSCAFG00845019732;ENSCAFG00845019713;ENSCAFG00845019722	one_to_many	NA	NA	1	one_to_many:1
ENSG00000236617	ENSCAFG00845025179	many_to_one	ENSMUSG00000105541	many_to_one	2	many_to_one:2
ENSG00000236634	NA	NA	ENSMUSG00000086009	one_to_one	1	one_to_one:1
ENSG00000236643	NA	NA	ENSMUSG00000085201	many_to_one	1	many_to_one:1
ENSG00000236668	NA	NA	ENSMUSG00000098383;ENSMUSG00000087539	many_to_many_strict	1	many_to_many_strict:1
ENSG00000236671	ENSCAFG00845028471	one_to_one	NA	NA	1	one_to_one:1
ENSG00000236676	NA	NA	ENSMUSG00000104786	many_to_one	1	many_to_one:1
ENSG00000236677	NA	NA	ENSMUSG00000117317	many_to_one	1	many_to_one:1
ENSG00000236700	NA	NA	ENSMUSG00000097107	many_to_one	1	many_to_one:1
ENSG00000236703	NA	NA	ENSMUSG00000097923	one_to_one	1	one_to_one:1
ENSG00000236708	NA	NA	ENSMUSG00000085540;ENSMUSG00000084934	many_to_many	1	many_to_many:1
ENSG00000236719	NA	NA	ENSMUSG00000073535	one_to_one	1	one_to_one:1
ENSG00000236724	NA	NA	ENSMUSG00000097735	many_to_one	1	many_to_one:1
ENSG00000236733	NA	NA	ENSMUSG00000085003;ENSMUSG00000117979	many_to_many_strict	1	many_to_many_strict:1
ENSG00000236753	NA	NA	ENSMUSG00000086212	many_to_one	1	many_to_one:1
ENSG00000236758	NA	NA	ENSMUSG00000085565	many_to_one	1	many_to_one:1
ENSG00000236760	NA	NA	ENSMUSG00000120379;ENSMUSG00000113387	many_to_many_strict	1	many_to_many_strict:1
ENSG00000236772	NA	NA	ENSMUSG00000079001	many_to_one	1	many_to_one:1
ENSG00000236780	NA	NA	ENSMUSG00000086468	one_to_one	1	one_to_one:1
ENSG00000236799	ENSCAFG00845030880;ENSCAFG00845030878	one_to_many	ENSMUSG00000118178;ENSMUSG00000117655	one_to_many	2	one_to_many:2
ENSG00000236822	NA	NA	ENSMUSG00000096963	one_to_one	1	one_to_one:1
ENSG00000236838	NA	NA	ENSMUSG00000085765;ENSMUSG00000101295	many_to_many	1	many_to_many:1
ENSG00000236842	NA	NA	ENSMUSG00000114412;ENSMUSG00000114205	many_to_many_strict	1	many_to_many_strict:1
ENSG00000236866	ENSCAFG00845029579	one_to_one	ENSMUSG00000053957	one_to_one	2	one_to_one:2
ENSG00000236869	NA	NA	ENSMUSG00000097322	one_to_one	1	one_to_one:1
ENSG00000236936	NA	NA	ENSMUSG00000085823	many_to_one	1	many_to_one:1
ENSG00000236939	NA	NA	ENSMUSG00000114994	many_to_one	1	many_to_one:1
ENSG00000236963	ENSCAFG00845002702	one_to_one	NA	NA	1	one_to_one:1
ENSG00000236975	NA	NA	ENSMUSG00000097203	many_to_one	1	many_to_one:1
ENSG00000236986	NA	NA	ENSMUSG00000086192	many_to_one	1	many_to_one:1
ENSG00000236999	NA	NA	ENSMUSG00000108297	many_to_one	1	many_to_one:1
ENSG00000237009	NA	NA	ENSMUSG00000097735	many_to_one	1	many_to_one:1
ENSG00000237036	NA	NA	ENSMUSG00000063087	one_to_one	1	one_to_one:1
ENSG00000237063	NA	NA	ENSMUSG00000085524;ENSMUSG00000086872	many_to_many_strict	1	many_to_many_strict:1
ENSG00000237070	NA	NA	ENSMUSG00000101067	many_to_one	1	many_to_one:1
ENSG00000237073	NA	NA	ENSMUSG00000085177	one_to_one	1	one_to_one:1
ENSG00000237125	ENSCAFG00845017236	one_to_one	ENSMUSG00000100510	one_to_one	2	one_to_one:2
ENSG00000237153	NA	NA	ENSMUSG00000086413	one_to_one	1	one_to_one:1
ENSG00000237174	NA	NA	ENSMUSG00000092581	many_to_one	1	many_to_one:1
ENSG00000237187	ENSCAFG00845015649	one_to_one	ENSMUSG00000087143	one_to_one	2	one_to_one:2
ENSG00000237220	ENSCAFG00845008214;ENSCAFG00845008226	many_to_many_strict	ENSMUSG00000100496;ENSMUSG00000086349	many_to_many_strict	2	many_to_many_strict:2
ENSG00000237234	ENSCAFG00845020629	one_to_one	NA	NA	1	one_to_one:1
ENSG00000237243	NA	NA	ENSMUSG00000120046	one_to_one	1	one_to_one:1
ENSG00000237259	ENSCAFG00845016201	one_to_one	NA	NA	1	one_to_one:1
ENSG00000237292	NA	NA	ENSMUSG00000096950;ENSMUSG00000120457;ENSMUSG00000101880	one_to_many	1	one_to_many:1
ENSG00000237293	NA	NA	ENSMUSG00000087136	many_to_one	1	many_to_one:1
ENSG00000237298	ENSCAFG00845022594	one_to_one	NA	NA	1	one_to_one:1
ENSG00000237327	NA	NA	ENSMUSG00000086129	many_to_one	1	many_to_one:1
ENSG00000237328	NA	NA	ENSMUSG00000051008	many_to_one	1	many_to_one:1
ENSG00000237336	NA	NA	ENSMUSG00000087294	many_to_one	1	many_to_one:1
ENSG00000237352	NA	NA	ENSMUSG00000085835	one_to_one	1	one_to_one:1
ENSG00000237356	NA	NA	ENSMUSG00000085866	one_to_one	1	one_to_one:1
ENSG00000237361	NA	NA	ENSMUSG00000115092	one_to_one	1	one_to_one:1
ENSG00000237365	NA	NA	ENSMUSG00000085593;ENSMUSG00000078491;ENSMUSG00000120016	many_to_many	1	many_to_many:1
ENSG00000237380	NA	NA	ENSMUSG00000052371	many_to_one	1	many_to_one:1
ENSG00000237410	NA	NA	ENSMUSG00000052188	many_to_one	1	many_to_one:1
ENSG00000237422	NA	NA	ENSMUSG00000113737	one_to_one	1	one_to_one:1
ENSG00000237424	NA	NA	ENSMUSG00000085399	one_to_one	1	one_to_one:1
ENSG00000237436	NA	NA	ENSMUSG00000085593;ENSMUSG00000078491;ENSMUSG00000120016	many_to_many	1	many_to_many:1
ENSG00000237457	NA	NA	ENSMUSG00000087627;ENSMUSG00000099964;ENSMUSG00000085822	many_to_many_strict	1	many_to_many_strict:1
ENSG00000237461	NA	NA	ENSMUSG00000120048	one_to_one	1	one_to_one:1
ENSG00000237477	NA	NA	ENSMUSG00000085277	one_to_one	1	one_to_one:1
ENSG00000237505	NA	NA	ENSMUSG00000106550;ENSMUSG00000097858	one_to_many	1	one_to_many:1
ENSG00000237523	NA	NA	ENSMUSG00000098609	one_to_one	1	one_to_one:1
ENSG00000237556	NA	NA	ENSMUSG00000074346	many_to_one	1	many_to_one:1
ENSG00000237560	ENSCAFG00845005407;ENSCAFG00845005413;ENSCAFG00845005399	one_to_many	NA	NA	1	one_to_many:1
ENSG00000237581	NA	NA	ENSMUSG00000085420	many_to_one	1	many_to_one:1
ENSG00000237594	NA	NA	ENSMUSG00000120080	many_to_one	1	many_to_one:1
ENSG00000237637	NA	NA	ENSMUSG00000106719	many_to_one	1	many_to_one:1
ENSG00000237646	ENSCAFG00845027807	one_to_one	NA	NA	1	one_to_one:1
ENSG00000237654	NA	NA	ENSMUSG00000085449	many_to_one	1	many_to_one:1
ENSG00000237665	NA	NA	ENSMUSG00000092448	many_to_one	1	many_to_one:1
ENSG00000237705	NA	NA	ENSMUSG00000085204	one_to_one	1	one_to_one:1
ENSG00000237718	NA	NA	ENSMUSG00000098120	many_to_one	1	many_to_one:1
ENSG00000237728	NA	NA	ENSMUSG00000085593;ENSMUSG00000078491;ENSMUSG00000120016	many_to_many	1	many_to_many:1
ENSG00000237734	NA	NA	ENSMUSG00000086792	many_to_one	1	many_to_one:1
ENSG00000237737	NA	NA	ENSMUSG00000085782	one_to_one	1	one_to_one:1
ENSG00000237738	NA	NA	ENSMUSG00000106543	one_to_one	1	one_to_one:1
ENSG00000237741	NA	NA	ENSMUSG00000086676	one_to_one	1	one_to_one:1
ENSG00000237750	NA	NA	ENSMUSG00000085029	one_to_one	1	one_to_one:1
ENSG00000237759	NA	NA	ENSMUSG00000103043;ENSMUSG00000102432	many_to_many_strict	1	many_to_many_strict:1
ENSG00000237761	NA	NA	ENSMUSG00000117690	one_to_one	1	one_to_one:1
ENSG00000237773	NA	NA	ENSMUSG00000113741	one_to_one	1	one_to_one:1
ENSG00000237775	NA	NA	ENSMUSG00000086867;ENSMUSG00000120061	one_to_many	1	one_to_many:1
ENSG00000237798	NA	NA	ENSMUSG00000086069	one_to_one	1	one_to_one:1
ENSG00000237819	ENSCAFG00845013253	many_to_one	ENSMUSG00000106588;ENSMUSG00000105534	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSG00000237832	NA	NA	ENSMUSG00000074763;ENSMUSG00000086450	many_to_many	1	many_to_many:1
ENSG00000237851	NA	NA	ENSMUSG00000120437	many_to_one	1	many_to_one:1
ENSG00000237863	NA	NA	ENSMUSG00000086426	one_to_one	1	one_to_one:1
ENSG00000237927	ENSCAFG00845001701;ENSCAFG00845001707;ENSCAFG00845001689	many_to_many	NA	NA	1	many_to_many:1
ENSG00000237980	NA	NA	ENSMUSG00000102777	one_to_one	1	one_to_one:1
ENSG00000237986	NA	NA	ENSMUSG00000087079	many_to_one	1	many_to_one:1
ENSG00000238057	NA	NA	ENSMUSG00000052248	many_to_one	1	many_to_one:1
ENSG00000238097	NA	NA	ENSMUSG00000101888	many_to_one	1	many_to_one:1
ENSG00000238099	ENSCAFG00845010700	one_to_one	NA	NA	1	one_to_one:1
ENSG00000238117	NA	NA	ENSMUSG00000085449	many_to_one	1	many_to_one:1
ENSG00000238123	NA	NA	ENSMUSG00000085587	many_to_one	1	many_to_one:1
ENSG00000238141	NA	NA	ENSMUSG00000117289;ENSMUSG00000085884	many_to_many	1	many_to_many:1
ENSG00000238156	NA	NA	ENSMUSG00000092581	many_to_one	1	many_to_one:1
ENSG00000238171	ENSCAFG00845027032	one_to_one	NA	NA	1	one_to_one:1
ENSG00000238184	NA	NA	ENSMUSG00000059277	many_to_one	1	many_to_one:1
ENSG00000238189	NA	NA	ENSMUSG00000115244;ENSMUSG00000115363;ENSMUSG00000067973	many_to_many	1	many_to_many:1
ENSG00000238198	NA	NA	ENSMUSG00000104768	one_to_one	1	one_to_one:1
ENSG00000238224	NA	NA	ENSMUSG00000089713	many_to_one	1	many_to_one:1
ENSG00000238273	NA	NA	ENSMUSG00000120601	one_to_one	1	one_to_one:1
ENSG00000238276	NA	NA	ENSMUSG00000053117	one_to_one	1	one_to_one:1
ENSG00000238290	NA	NA	ENSMUSG00000078492	one_to_one	1	one_to_one:1
ENSG00000239205	ENSCAFG00845018092	one_to_one	NA	NA	1	one_to_one:1
ENSG00000239219	NA	NA	ENSMUSG00000097786	many_to_one	1	many_to_one:1
ENSG00000239300	NA	NA	ENSMUSG00000116819	many_to_one	1	many_to_one:1
ENSG00000239332	ENSCAFG00845028153	one_to_one	NA	NA	1	one_to_one:1
ENSG00000239381	NA	NA	ENSMUSG00000106525;ENSMUSG00000105222	one_to_many	1	one_to_many:1
ENSG00000239462	NA	NA	ENSMUSG00000086827	one_to_one	1	one_to_one:1
ENSG00000239513	NA	NA	ENSMUSG00000110929	many_to_one	1	many_to_one:1
ENSG00000239519	ENSCAFG00845019009	many_to_one	ENSMUSG00000092599;ENSMUSG00000045178	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSG00000239523	NA	NA	ENSMUSG00000116840	one_to_one	1	one_to_one:1
ENSG00000239552	NA	NA	ENSMUSG00000075589	one_to_one	1	one_to_one:1
ENSG00000239569	NA	NA	ENSMUSG00000073147	many_to_one	1	many_to_one:1
ENSG00000239677	NA	NA	ENSMUSG00000121193;ENSMUSG00000097834	one_to_many	1	one_to_many:1
ENSG00000239705	NA	NA	ENSMUSG00000121211	one_to_one	1	one_to_one:1
ENSG00000239911	NA	NA	ENSMUSG00000059631;ENSMUSG00000086446;ENSMUSG00000087314;ENSMUSG00000043833	many_to_many	1	many_to_many:1
ENSG00000239921	NA	NA	ENSMUSG00000055403	one_to_one	1	one_to_one:1
ENSG00000239941	ENSCAFG00845027509	many_to_one	NA	NA	1	many_to_one:1
ENSG00000239946	ENSCAFG00845015227	many_to_one	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000239994	NA	NA	ENSMUSG00000087568	one_to_one	1	one_to_one:1
ENSG00000240012	NA	NA	ENSMUSG00000089709;ENSMUSG00000101595	many_to_many_strict	1	many_to_many_strict:1
ENSG00000240040	NA	NA	ENSMUSG00000105646	many_to_one	1	many_to_one:1
ENSG00000240086	NA	NA	ENSMUSG00000057710	one_to_one	1	one_to_one:1
ENSG00000240373	NA	NA	ENSMUSG00000097786	many_to_one	1	many_to_one:1
ENSG00000240405	NA	NA	ENSMUSG00000107902	one_to_one	1	one_to_one:1
ENSG00000240440	NA	NA	ENSMUSG00000101895	many_to_one	1	many_to_one:1
ENSG00000240476	ENSCAFG00845017341;ENSCAFG00845017360	one_to_many	NA	NA	1	one_to_many:1
ENSG00000240497	NA	NA	ENSMUSG00000120615	one_to_one	1	one_to_one:1
ENSG00000240527	NA	NA	ENSMUSG00000117952	one_to_one	1	one_to_one:1
ENSG00000240596	NA	NA	ENSMUSG00000104093;ENSMUSG00000090120	many_to_many	1	many_to_many:1
ENSG00000240777	NA	NA	ENSMUSG00000109849	one_to_one	1	one_to_one:1
ENSG00000240842	ENSCAFG00845009880;ENSCAFG00845009854	one_to_many	NA	NA	1	one_to_many:1
ENSG00000240889	NA	NA	ENSMUSG00000086582	one_to_one	1	one_to_one:1
ENSG00000240922	NA	NA	ENSMUSG00000101463	many_to_one	1	many_to_one:1
ENSG00000240990	NA	NA	ENSMUSG00000086427	one_to_one	1	one_to_one:1
ENSG00000241059	NA	NA	ENSMUSG00000097146	many_to_one	1	many_to_one:1
ENSG00000241111	ENSCAFG00845013442	one_to_one	NA	NA	1	one_to_one:1
ENSG00000241158	NA	NA	ENSMUSG00000079462;ENSMUSG00000097462;ENSMUSG00000048636	many_to_many	1	many_to_many:1
ENSG00000241180	ENSCAFG00845019165;ENSCAFG00845019155;ENSCAFG00845019136	many_to_many	NA	NA	1	many_to_many:1
ENSG00000241269	NA	NA	ENSMUSG00000119945;ENSMUSG00000120304;ENSMUSG00000119979	many_to_many	1	many_to_many:1
ENSG00000241280	NA	NA	ENSMUSG00000120214	many_to_one	1	many_to_one:1
ENSG00000241295	ENSCAFG00845015227	many_to_one	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000241336	NA	NA	ENSMUSG00000104336	one_to_one	1	one_to_one:1
ENSG00000241359	NA	NA	ENSMUSG00000051729	one_to_one	1	one_to_one:1
ENSG00000241383	NA	NA	ENSMUSG00000102590	one_to_one	1	one_to_one:1
ENSG00000241388	NA	NA	ENSMUSG00000086140;ENSMUSG00000086054	one_to_many	1	one_to_many:1
ENSG00000241397	NA	NA	ENSMUSG00000101463	many_to_one	1	many_to_one:1
ENSG00000241479	NA	NA	ENSMUSG00000085702	one_to_one	1	one_to_one:1
ENSG00000241505	NA	NA	ENSMUSG00000087627;ENSMUSG00000099964;ENSMUSG00000085822	many_to_many_strict	1	many_to_many_strict:1
ENSG00000241560	ENSCAFG00845015227	many_to_one	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000241570	ENSCAFG00845029119	one_to_one	NA	NA	1	one_to_one:1
ENSG00000241648	ENSCAFG00845019009	many_to_one	ENSMUSG00000092599;ENSMUSG00000045178	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSG00000241667	ENSCAFG00845009866;ENSCAFG00845009890;ENSCAFG00845009910;ENSCAFG00845009900	one_to_many	NA	NA	1	one_to_many:1
ENSG00000241679	ENSCAFG00845029247	one_to_one	NA	NA	1	one_to_one:1
ENSG00000241684	NA	NA	ENSMUSG00000079462;ENSMUSG00000097462;ENSMUSG00000048636	many_to_many	1	many_to_many:1
ENSG00000241764	NA	NA	ENSMUSG00000099851	one_to_one	1	one_to_one:1
ENSG00000241770	NA	NA	ENSMUSG00000103041	one_to_one	1	one_to_one:1
ENSG00000241990	NA	NA	ENSMUSG00000116305;ENSMUSG00000116004;ENSMUSG00000120923	many_to_many_strict	1	many_to_many_strict:1
ENSG00000242048	NA	NA	ENSMUSG00000059631;ENSMUSG00000086446;ENSMUSG00000087314;ENSMUSG00000043833	many_to_many	1	many_to_many:1
ENSG00000242049	NA	NA	ENSMUSG00000047046	one_to_one	1	one_to_one:1
ENSG00000242107	NA	NA	ENSMUSG00000102936	one_to_one	1	one_to_one:1
ENSG00000242125	ENSCAFG00845010045	one_to_one	NA	NA	1	one_to_one:1
ENSG00000242290	ENSCAFG00845015227	many_to_one	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000242339	NA	NA	ENSMUSG00000116575	many_to_one	1	many_to_one:1
ENSG00000242370	NA	NA	ENSMUSG00000104093;ENSMUSG00000090120	many_to_many	1	many_to_many:1
ENSG00000242385	NA	NA	ENSMUSG00000101463	many_to_one	1	many_to_one:1
ENSG00000242396	NA	NA	ENSMUSG00000086172;ENSMUSG00000085023	many_to_many	1	many_to_many:1
ENSG00000242428	NA	NA	ENSMUSG00000097898	one_to_one	1	one_to_one:1
ENSG00000242474	ENSCAFG00845010130	many_to_one	NA	NA	1	many_to_one:1
ENSG00000242539	NA	NA	ENSMUSG00000102862	many_to_one	1	many_to_one:1
ENSG00000242540	ENSCAFG00845022230	one_to_one	NA	NA	1	one_to_one:1
ENSG00000242553	ENSCAFG00845028522	many_to_one	ENSMUSG00000116589	many_to_one	2	many_to_one:2
ENSG00000242628	NA	NA	ENSMUSG00000111971;ENSMUSG00000118449	one_to_many	1	one_to_many:1
ENSG00000242767	ENSCAFG00845015227	many_to_one	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000242795	NA	NA	ENSMUSG00000102256	one_to_one	1	one_to_one:1
ENSG00000242797	NA	NA	ENSMUSG00000086296	one_to_one	1	one_to_one:1
ENSG00000242808	NA	NA	ENSMUSG00000105265	one_to_one	1	one_to_one:1
ENSG00000242880	ENSCAFG00845015227	many_to_one	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000243069	NA	NA	ENSMUSG00000103502	one_to_one	1	one_to_one:1
ENSG00000243155	ENSCAFG00845002582	one_to_one	NA	NA	1	one_to_one:1
ENSG00000243179	ENSCAFG00845006543	many_to_one	NA	NA	1	many_to_one:1
ENSG00000243187	NA	NA	ENSMUSG00000105286	one_to_one	1	one_to_one:1
ENSG00000243197	NA	NA	ENSMUSG00000101463	many_to_one	1	many_to_one:1
ENSG00000243276	ENSCAFG00845015643	one_to_one	NA	NA	1	one_to_one:1
ENSG00000243368	NA	NA	ENSMUSG00000086392	one_to_one	1	one_to_one:1
ENSG00000243479	ENSCAFG00845013752	many_to_one	NA	NA	1	many_to_one:1
ENSG00000243620	NA	NA	ENSMUSG00000100341	one_to_one	1	one_to_one:1
ENSG00000243715	NA	NA	ENSMUSG00000114760;ENSMUSG00000114704;ENSMUSG00000114595	many_to_many_strict	1	many_to_many_strict:1
ENSG00000243766	NA	NA	ENSMUSG00000055408	one_to_one	1	one_to_one:1
ENSG00000243797	ENSCAFG00845026835	one_to_one	NA	NA	1	one_to_one:1
ENSG00000243799	NA	NA	ENSMUSG00000087625	many_to_one	1	many_to_one:1
ENSG00000243818	NA	NA	ENSMUSG00000120809	one_to_one	1	one_to_one:1
ENSG00000243819	NA	NA	ENSMUSG00000114024	many_to_one	1	many_to_one:1
ENSG00000243960	NA	NA	ENSMUSG00000105852	one_to_one	1	one_to_one:1
ENSG00000244036	ENSCAFG00845019635	one_to_one	NA	NA	1	one_to_one:1
ENSG00000244063	NA	NA	ENSMUSG00000102063	one_to_one	1	one_to_one:1
ENSG00000244203	NA	NA	ENSMUSG00000121205	many_to_one	1	many_to_one:1
ENSG00000244268	NA	NA	ENSMUSG00000103473	one_to_one	1	one_to_one:1
ENSG00000244300	NA	NA	ENSMUSG00000108010	one_to_one	1	one_to_one:1
ENSG00000244302	NA	NA	ENSMUSG00000087625	many_to_one	1	many_to_one:1
ENSG00000244479	NA	NA	ENSMUSG00000108190	one_to_one	1	one_to_one:1
ENSG00000244491	NA	NA	ENSMUSG00000089796;ENSMUSG00000087543	many_to_many	1	many_to_many:1
ENSG00000244493	NA	NA	ENSMUSG00000089709;ENSMUSG00000101595	many_to_many_strict	1	many_to_many_strict:1
ENSG00000244502	NA	NA	ENSMUSG00000085624	one_to_one	1	one_to_one:1
ENSG00000244586	NA	NA	ENSMUSG00000097002	one_to_one	1	one_to_one:1
ENSG00000244625	NA	NA	ENSMUSG00000097767	many_to_one	1	many_to_one:1
ENSG00000244676	NA	NA	ENSMUSG00000116628	one_to_one	1	one_to_one:1
ENSG00000244879	NA	NA	ENSMUSG00000098024	one_to_one	1	one_to_one:1
ENSG00000244926	NA	NA	ENSMUSG00000027196	one_to_one	1	one_to_one:1
ENSG00000244968	ENSCAFG00845003505	one_to_one	NA	NA	1	one_to_one:1
ENSG00000245008	NA	NA	ENSMUSG00000098645	many_to_one	1	many_to_one:1
ENSG00000245060	ENSCAFG00845005282;ENSCAFG00845028395	one_to_many	NA	NA	1	one_to_many:1
ENSG00000245067	NA	NA	ENSMUSG00000106828	many_to_one	1	many_to_one:1
ENSG00000245148	NA	NA	ENSMUSG00000110239	many_to_one	1	many_to_one:1
ENSG00000245213	NA	NA	ENSMUSG00000110419	many_to_one	1	many_to_one:1
ENSG00000245281	NA	NA	ENSMUSG00000120151	one_to_one	1	one_to_one:1
ENSG00000245311	ENSCAFG00845024548	one_to_one	NA	NA	1	one_to_one:1
ENSG00000245330	NA	NA	ENSMUSG00000053749	one_to_one	1	one_to_one:1
ENSG00000245384	NA	NA	ENSMUSG00000097911	one_to_one	1	one_to_one:1
ENSG00000245526	ENSCAFG00845017914	many_to_one	ENSMUSG00000050334	many_to_one	2	many_to_one:2
ENSG00000245552	ENSCAFG00845019122	one_to_one	NA	NA	1	one_to_one:1
ENSG00000245614	ENSCAFG00845025422	one_to_one	NA	NA	1	one_to_one:1
ENSG00000245651	NA	NA	ENSMUSG00000120565	one_to_one	1	one_to_one:1
ENSG00000245694	NA	NA	ENSMUSG00000031736	many_to_one	1	many_to_one:1
ENSG00000245812	NA	NA	ENSMUSG00000085784	many_to_one	1	many_to_one:1
ENSG00000245849	NA	NA	ENSMUSG00000121216	one_to_one	1	one_to_one:1
ENSG00000245864	ENSCAFG00845017881;ENSCAFG00845018016	many_to_many	ENSMUSG00000097265	many_to_one	2	many_to_many:1;many_to_one:1
ENSG00000245870	NA	NA	ENSMUSG00000120155	one_to_one	1	one_to_one:1
ENSG00000245910	NA	NA	ENSMUSG00000098234	one_to_one	1	one_to_one:1
ENSG00000245928	NA	NA	ENSMUSG00000106698	one_to_one	1	one_to_one:1
ENSG00000245937	NA	NA	ENSMUSG00000118391	one_to_one	1	one_to_one:1
ENSG00000245975	NA	NA	ENSMUSG00000074213	one_to_one	1	one_to_one:1
ENSG00000246022	NA	NA	ENSMUSG00000089781	many_to_one	1	many_to_one:1
ENSG00000246067	NA	NA	ENSMUSG00000074024	one_to_one	1	one_to_one:1
ENSG00000246089	NA	NA	ENSMUSG00000087300	many_to_one	1	many_to_one:1
ENSG00000246316	NA	NA	ENSMUSG00000098284	one_to_one	1	one_to_one:1
ENSG00000246339	ENSCAFG00845022152	one_to_one	NA	NA	1	one_to_one:1
ENSG00000246363	NA	NA	ENSMUSG00000044633	one_to_one	1	one_to_one:1
ENSG00000246375	ENSCAFG00845016710	one_to_one	NA	NA	1	one_to_one:1
ENSG00000246379	NA	NA	ENSMUSG00000097520	many_to_one	1	many_to_one:1
ENSG00000246465	NA	NA	ENSMUSG00000108676	one_to_one	1	one_to_one:1
ENSG00000246548	NA	NA	ENSMUSG00000120428	one_to_one	1	one_to_one:1
ENSG00000246560	NA	NA	ENSMUSG00000097032	many_to_one	1	many_to_one:1
ENSG00000246640	NA	NA	ENSMUSG00000120792	one_to_one	1	one_to_one:1
ENSG00000246695	NA	NA	ENSMUSG00000085658	one_to_one	1	one_to_one:1
