lncRNA.Mus_musculus	lncRNA.Canis_lupus_familiaris	orthology_type.Mus_musculus.Canis_lupus_familiaris	lncRNA.Homo_sapiens	orthology_type.Mus_musculus.Homo_sapiens	nbTotalIndication	profilIndication
ENSMUSG00000090257	ENSCAFG00845023933;ENSCAFG00845023910	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000090260	NA	NA	ENSG00000230630;ENSG00000287336	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000090263	NA	NA	ENSG00000287381	one_to_one	1	one_to_one:1
ENSMUSG00000090270	NA	NA	ENSG00000259514	one_to_one	1	one_to_one:1
ENSMUSG00000090293	NA	NA	ENSG00000272711	one_to_one	1	one_to_one:1
ENSMUSG00000090329	NA	NA	ENSG00000229666	many_to_one	1	many_to_one:1
ENSMUSG00000090357	NA	NA	ENSG00000288942	many_to_one	1	many_to_one:1
ENSMUSG00000090358	NA	NA	ENSG00000287434	one_to_one	1	one_to_one:1
ENSMUSG00000090427	NA	NA	ENSG00000249304	one_to_one	1	one_to_one:1
ENSMUSG00000090500	NA	NA	ENSG00000257256	many_to_one	1	many_to_one:1
ENSMUSG00000090608	NA	NA	ENSG00000288720	one_to_one	1	one_to_one:1
ENSMUSG00000090622	NA	NA	ENSG00000227244;ENSG00000289989	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000090706	NA	NA	ENSG00000289900;ENSG00000287599	one_to_many	1	one_to_many:1
ENSMUSG00000090732	NA	NA	ENSG00000249806;ENSG00000251248	one_to_many	1	one_to_many:1
ENSMUSG00000090778	NA	NA	ENSG00000261630;ENSG00000261049;ENSG00000260194	many_to_many	1	many_to_many:1
ENSMUSG00000090779	NA	NA	ENSG00000272631	one_to_one	1	one_to_one:1
ENSMUSG00000090936	NA	NA	ENSG00000289375	one_to_one	1	one_to_one:1
ENSMUSG00000090952	NA	NA	ENSG00000269386	one_to_one	1	one_to_one:1
ENSMUSG00000091007	NA	NA	ENSG00000229688;ENSG00000272537	one_to_many	1	one_to_many:1
ENSMUSG00000091061	NA	NA	ENSG00000255132	one_to_one	1	one_to_one:1
ENSMUSG00000091147	NA	NA	ENSG00000231652	one_to_one	1	one_to_one:1
ENSMUSG00000091160	ENSCAFG00845000171	one_to_one	ENSG00000271849	one_to_one	2	one_to_one:2
ENSMUSG00000091184	NA	NA	ENSG00000226163	one_to_one	1	one_to_one:1
ENSMUSG00000091238	ENSCAFG00845016555	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000091283	NA	NA	ENSG00000287299	one_to_one	1	one_to_one:1
ENSMUSG00000091329	NA	NA	ENSG00000286856	one_to_one	1	one_to_one:1
ENSMUSG00000091378	NA	NA	ENSG00000177640;ENSG00000231104	one_to_many	1	one_to_many:1
ENSMUSG00000091425	NA	NA	ENSG00000271858	many_to_one	1	many_to_one:1
ENSMUSG00000091457	NA	NA	ENSG00000286951	many_to_one	1	many_to_one:1
ENSMUSG00000091523	NA	NA	ENSG00000264107	many_to_one	1	many_to_one:1
ENSMUSG00000091623	NA	NA	ENSG00000272677	one_to_one	1	one_to_one:1
ENSMUSG00000091709	NA	NA	ENSG00000253741	one_to_one	1	one_to_one:1
ENSMUSG00000091816	NA	NA	ENSG00000271858	many_to_one	1	many_to_one:1
ENSMUSG00000091906	NA	NA	ENSG00000229666	many_to_one	1	many_to_one:1
ENSMUSG00000091937	NA	NA	ENSG00000286101	one_to_one	1	one_to_one:1
ENSMUSG00000092042	NA	NA	ENSG00000287417;ENSG00000225611	one_to_many	1	one_to_many:1
ENSMUSG00000092130	NA	NA	ENSG00000258425	many_to_one	1	many_to_one:1
ENSMUSG00000092182	NA	NA	ENSG00000232104;ENSG00000288963	one_to_many	1	one_to_many:1
ENSMUSG00000092185	NA	NA	ENSG00000254422;ENSG00000277459	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000092250	NA	NA	ENSG00000257582	one_to_one	1	one_to_one:1
ENSMUSG00000092341	ENSCAFG00845024046;ENSCAFG00845024060	one_to_many	ENSG00000251562;ENSG00000286756	one_to_many	2	one_to_many:2
ENSMUSG00000092354	NA	NA	ENSG00000286189;ENSG00000251260;ENSG00000180769	many_to_many	1	many_to_many:1
ENSMUSG00000092371	NA	NA	ENSG00000267121;ENSG00000233175	one_to_many	1	one_to_many:1
ENSMUSG00000092375	NA	NA	ENSG00000234688	one_to_one	1	one_to_one:1
ENSMUSG00000092386	NA	NA	ENSG00000290110	one_to_one	1	one_to_one:1
ENSMUSG00000092399	NA	NA	ENSG00000263004;ENSG00000263089	one_to_many	1	one_to_many:1
ENSMUSG00000092448	NA	NA	ENSG00000236202;ENSG00000237665;ENSG00000226258	one_to_many	1	one_to_many:1
ENSMUSG00000092483	NA	NA	ENSG00000272449	one_to_one	1	one_to_one:1
ENSMUSG00000092492	ENSCAFG00845027822	many_to_one	ENSG00000234021;ENSG00000225706;ENSG00000230920;ENSG00000226717	many_to_many	2	many_to_many:1;many_to_one:1
ENSMUSG00000092494	NA	NA	ENSG00000279080	one_to_one	1	one_to_one:1
ENSMUSG00000092499	NA	NA	ENSG00000253471	one_to_one	1	one_to_one:1
ENSMUSG00000092522	NA	NA	ENSG00000234497	one_to_one	1	one_to_one:1
ENSMUSG00000092559	NA	NA	ENSG00000248228	one_to_one	1	one_to_one:1
ENSMUSG00000092570	NA	NA	ENSG00000247381	one_to_one	1	one_to_one:1
ENSMUSG00000092581	NA	NA	ENSG00000238156;ENSG00000237174	one_to_many	1	one_to_many:1
ENSMUSG00000092596	NA	NA	ENSG00000218018	many_to_one	1	many_to_one:1
ENSMUSG00000092599	ENSCAFG00845019009	many_to_one	ENSG00000241648;ENSG00000239519	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000092625	NA	NA	ENSG00000271270	many_to_one	1	many_to_one:1
ENSMUSG00000092627	NA	NA	ENSG00000233611	one_to_one	1	one_to_one:1
ENSMUSG00000093383	ENSCAFG00845015727	many_to_one	ENSG00000229458;ENSG00000287358;ENSG00000225738;ENSG00000285739	many_to_many	2	many_to_many:1;many_to_one:1
ENSMUSG00000093387	NA	NA	ENSG00000259820	many_to_one	1	many_to_one:1
ENSMUSG00000093390	NA	NA	ENSG00000273002;ENSG00000224276;ENSG00000285677	one_to_many	1	one_to_many:1
ENSMUSG00000093405	NA	NA	ENSG00000259764;ENSG00000259172	one_to_many	1	one_to_many:1
ENSMUSG00000093410	NA	NA	ENSG00000255496	one_to_one	1	one_to_one:1
ENSMUSG00000093424	NA	NA	ENSG00000231073;ENSG00000259357	one_to_many	1	one_to_many:1
ENSMUSG00000093436	NA	NA	ENSG00000289498	one_to_one	1	one_to_one:1
ENSMUSG00000093452	ENSCAFG00845004034	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000093460	NA	NA	ENSG00000259439;ENSG00000236502	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000093465	NA	NA	ENSG00000259053	many_to_one	1	many_to_one:1
ENSMUSG00000093483	NA	NA	ENSG00000267321	one_to_one	1	one_to_one:1
ENSMUSG00000093497	NA	NA	ENSG00000232885;ENSG00000287159;ENSG00000235984	many_to_many	1	many_to_many:1
ENSMUSG00000093502	NA	NA	ENSG00000250243;ENSG00000272995;ENSG00000248343;ENSG00000250092;ENSG00000250039	one_to_many	1	one_to_many:1
ENSMUSG00000093528	ENSCAFG00845015727	many_to_one	ENSG00000229458;ENSG00000287358;ENSG00000225738;ENSG00000285739	many_to_many	2	many_to_many:1;many_to_one:1
ENSMUSG00000093535	ENSCAFG00845016439	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000093538	NA	NA	ENSG00000289408	one_to_one	1	one_to_one:1
ENSMUSG00000093540	NA	NA	ENSG00000267760;ENSG00000267223	one_to_many	1	one_to_many:1
ENSMUSG00000093551	NA	NA	ENSG00000232885;ENSG00000287159;ENSG00000235984	many_to_many	1	many_to_many:1
ENSMUSG00000093556	ENSCAFG00845015727	many_to_one	ENSG00000229458;ENSG00000287358;ENSG00000225738;ENSG00000285739	many_to_many	2	many_to_many:1;many_to_one:1
ENSMUSG00000093587	NA	NA	ENSG00000186493;ENSG00000289075	one_to_many	1	one_to_many:1
ENSMUSG00000093590	NA	NA	ENSG00000250129	many_to_one	1	many_to_one:1
ENSMUSG00000093606	NA	NA	ENSG00000286018	one_to_one	1	one_to_one:1
ENSMUSG00000093628	ENSCAFG00845002071	one_to_one	ENSG00000236199	one_to_one	2	one_to_one:2
ENSMUSG00000093650	NA	NA	ENSG00000224691	one_to_one	1	one_to_one:1
ENSMUSG00000093672	NA	NA	ENSG00000226571	one_to_one	1	one_to_one:1
ENSMUSG00000093695	NA	NA	ENSG00000286535;ENSG00000287201	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000093697	NA	NA	ENSG00000258779;ENSG00000259817;ENSG00000261227;ENSG00000284675;ENSG00000260880;ENSG00000260848;ENSG00000283457;ENSG00000271009;ENSG00000259209	many_to_many	1	many_to_many:1
ENSMUSG00000093721	NA	NA	ENSG00000254880;ENSG00000254932	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000093726	NA	NA	ENSG00000289357	one_to_one	1	one_to_one:1
ENSMUSG00000093738	NA	NA	ENSG00000261213;ENSG00000224127;ENSG00000224149	one_to_many	1	one_to_many:1
ENSMUSG00000093739	NA	NA	ENSG00000185837	one_to_one	1	one_to_one:1
ENSMUSG00000093765	NA	NA	ENSG00000287184	one_to_one	1	one_to_one:1
ENSMUSG00000093771	NA	NA	ENSG00000259959	one_to_one	1	one_to_one:1
ENSMUSG00000093812	NA	NA	ENSG00000260633	many_to_one	1	many_to_one:1
ENSMUSG00000094763	ENSCAFG00845028107	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000094841	NA	NA	ENSG00000259543;ENSG00000275995	one_to_many	1	one_to_many:1
ENSMUSG00000095123	ENSCAFG00845000003	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000095174	NA	NA	ENSG00000258730	one_to_one	1	one_to_one:1
ENSMUSG00000095438	NA	NA	ENSG00000265142	one_to_one	1	one_to_one:1
ENSMUSG00000096052	NA	NA	ENSG00000287502	one_to_one	1	one_to_one:1
ENSMUSG00000096299	NA	NA	ENSG00000276115;ENSG00000274964;ENSG00000277342	one_to_many	1	one_to_many:1
ENSMUSG00000096553	NA	NA	ENSG00000234577;ENSG00000233464;ENSG00000226193	one_to_many	1	one_to_many:1
ENSMUSG00000096917	NA	NA	ENSG00000272870	one_to_one	1	one_to_one:1
ENSMUSG00000096932	NA	NA	ENSG00000285219	one_to_one	1	one_to_one:1
ENSMUSG00000096935	ENSCAFG00845009073	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000096936	NA	NA	ENSG00000223770	many_to_one	1	many_to_one:1
ENSMUSG00000096938	NA	NA	ENSG00000275741	one_to_one	1	one_to_one:1
ENSMUSG00000096948	NA	NA	ENSG00000249112	many_to_one	1	many_to_one:1
ENSMUSG00000096950	NA	NA	ENSG00000237292	many_to_one	1	many_to_one:1
ENSMUSG00000096956	NA	NA	ENSG00000251370;ENSG00000248537;ENSG00000250786	many_to_many	1	many_to_many:1
ENSMUSG00000096963	NA	NA	ENSG00000236822	one_to_one	1	one_to_one:1
ENSMUSG00000096967	NA	NA	ENSG00000259820	many_to_one	1	many_to_one:1
ENSMUSG00000096971	NA	NA	ENSG00000250234;ENSG00000271874	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000096977	NA	NA	ENSG00000279968	one_to_one	1	one_to_one:1
ENSMUSG00000096988	NA	NA	ENSG00000266153;ENSG00000285575	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000096992	NA	NA	ENSG00000231441	one_to_one	1	one_to_one:1
ENSMUSG00000097000	NA	NA	ENSG00000279529	one_to_one	1	one_to_one:1
ENSMUSG00000097002	NA	NA	ENSG00000244586	one_to_one	1	one_to_one:1
ENSMUSG00000097007	NA	NA	ENSG00000235652	one_to_one	1	one_to_one:1
ENSMUSG00000097009	NA	NA	ENSG00000234601;ENSG00000233355	one_to_many	1	one_to_many:1
ENSMUSG00000097011	NA	NA	ENSG00000235295;ENSG00000286990	many_to_many	1	many_to_many:1
ENSMUSG00000097016	NA	NA	ENSG00000271983	one_to_one	1	one_to_one:1
ENSMUSG00000097018	ENSCAFG00845016970	one_to_one	ENSG00000233593	one_to_one	2	one_to_one:2
ENSMUSG00000097021	NA	NA	ENSG00000274528;ENSG00000259438	one_to_many	1	one_to_many:1
ENSMUSG00000097023	ENSCAFG00845004193	one_to_one	ENSG00000255571;ENSG00000289128	one_to_many	2	one_to_many:1;one_to_one:1
ENSMUSG00000097027	NA	NA	ENSG00000285804	one_to_one	1	one_to_one:1
ENSMUSG00000097028	NA	NA	ENSG00000273129	one_to_one	1	one_to_one:1
ENSMUSG00000097032	NA	NA	ENSG00000286242;ENSG00000246560	one_to_many	1	one_to_many:1
ENSMUSG00000097039	ENSCAFG00845012649;ENSCAFG00845012589	one_to_many	ENSG00000249859	one_to_one	2	one_to_many:1;one_to_one:1
ENSMUSG00000097040	ENSCAFG00845023476	one_to_one	ENSG00000250241	one_to_one	2	one_to_one:2
ENSMUSG00000097063	ENSCAFG00845009940	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097068	NA	NA	ENSG00000274682	one_to_one	1	one_to_one:1
ENSMUSG00000097069	NA	NA	ENSG00000287100	many_to_one	1	many_to_one:1
ENSMUSG00000097074	NA	NA	ENSG00000270403	one_to_one	1	one_to_one:1
ENSMUSG00000097079	NA	NA	ENSG00000268055;ENSG00000269445	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000097082	ENSCAFG00845005712;ENSCAFG00845027451	one_to_many	ENSG00000257329	one_to_one	2	one_to_many:1;one_to_one:1
ENSMUSG00000097092	NA	NA	ENSG00000250893	one_to_one	1	one_to_one:1
ENSMUSG00000097097	NA	NA	ENSG00000260387	one_to_one	1	one_to_one:1
ENSMUSG00000097098	NA	NA	ENSG00000248323	one_to_one	1	one_to_one:1
ENSMUSG00000097101	ENSCAFG00845003214	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097107	NA	NA	ENSG00000290029;ENSG00000236700;ENSG00000287974	one_to_many	1	one_to_many:1
ENSMUSG00000097113	NA	NA	ENSG00000273093	many_to_one	1	many_to_one:1
ENSMUSG00000097134	NA	NA	ENSG00000286373;ENSG00000228566	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000097139	NA	NA	ENSG00000231106;ENSG00000286153;ENSG00000234703	one_to_many	1	one_to_many:1
ENSMUSG00000097146	NA	NA	ENSG00000241059;ENSG00000286638	one_to_many	1	one_to_many:1
ENSMUSG00000097149	NA	NA	ENSG00000269303;ENSG00000271032	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000097156	ENSCAFG00845009096	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097157	NA	NA	ENSG00000258766	one_to_one	1	one_to_one:1
ENSMUSG00000097160	NA	NA	ENSG00000258798	many_to_one	1	many_to_one:1
ENSMUSG00000097163	NA	NA	ENSG00000274859	many_to_one	1	many_to_one:1
ENSMUSG00000097164	NA	NA	ENSG00000278916	many_to_one	1	many_to_one:1
ENSMUSG00000097166	NA	NA	ENSG00000290063;ENSG00000255920	one_to_many	1	one_to_many:1
ENSMUSG00000097174	NA	NA	ENSG00000248356	one_to_one	1	one_to_one:1
ENSMUSG00000097180	NA	NA	ENSG00000228649	one_to_one	1	one_to_one:1
ENSMUSG00000097182	NA	NA	ENSG00000249483;ENSG00000287938	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000097184	NA	NA	ENSG00000229964;ENSG00000276407	one_to_many	1	one_to_many:1
ENSMUSG00000097194	NA	NA	ENSG00000260145	one_to_one	1	one_to_one:1
ENSMUSG00000097196	NA	NA	ENSG00000272205	one_to_one	1	one_to_one:1
ENSMUSG00000097203	NA	NA	ENSG00000236975;ENSG00000233920	one_to_many	1	one_to_many:1
ENSMUSG00000097216	NA	NA	ENSG00000249678;ENSG00000286596	one_to_many	1	one_to_many:1
ENSMUSG00000097217	NA	NA	ENSG00000290008	one_to_one	1	one_to_one:1
ENSMUSG00000097222	NA	NA	ENSG00000264012;ENSG00000266010	one_to_many	1	one_to_many:1
ENSMUSG00000097232	NA	NA	ENSG00000254021;ENSG00000253582	one_to_many	1	one_to_many:1
ENSMUSG00000097247	NA	NA	ENSG00000285661	one_to_one	1	one_to_one:1
ENSMUSG00000097259	NA	NA	ENSG00000271882	one_to_one	1	one_to_one:1
ENSMUSG00000097265	ENSCAFG00845017881;ENSCAFG00845018016	one_to_many	ENSG00000250555;ENSG00000245864;ENSG00000289008	one_to_many	2	one_to_many:2
ENSMUSG00000097267	NA	NA	ENSG00000279652	one_to_one	1	one_to_one:1
ENSMUSG00000097277	ENSCAFG00845003886	one_to_one	ENSG00000252690;ENSG00000250988	one_to_many	2	one_to_many:1;one_to_one:1
ENSMUSG00000097281	NA	NA	ENSG00000203601	one_to_one	1	one_to_one:1
ENSMUSG00000097282	NA	NA	ENSG00000261520;ENSG00000262001;ENSG00000266401;ENSG00000177337;ENSG00000263724;ENSG00000263878	many_to_many	1	many_to_many:1
ENSMUSG00000097292	ENSCAFG00845018054	one_to_one	ENSG00000247828	one_to_one	2	one_to_one:2
ENSMUSG00000097296	NA	NA	ENSG00000267519	one_to_one	1	one_to_one:1
ENSMUSG00000097302	ENSCAFG00845017643;ENSCAFG00845017654	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000097309	ENSCAFG00845013073	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097310	NA	NA	ENSG00000286359	many_to_one	1	many_to_one:1
ENSMUSG00000097311	NA	NA	ENSG00000288810;ENSG00000285922	one_to_many	1	one_to_many:1
ENSMUSG00000097318	NA	NA	ENSG00000289324	one_to_one	1	one_to_one:1
ENSMUSG00000097320	NA	NA	ENSG00000236144	one_to_one	1	one_to_one:1
ENSMUSG00000097322	NA	NA	ENSG00000236869	one_to_one	1	one_to_one:1
ENSMUSG00000097324	ENSCAFG00845009524	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000097325	ENSCAFG00845002478	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097336	NA	NA	ENSG00000268388	one_to_one	1	one_to_one:1
ENSMUSG00000097343	NA	NA	ENSG00000275445	one_to_one	1	one_to_one:1
ENSMUSG00000097350	NA	NA	ENSG00000272841	one_to_one	1	one_to_one:1
ENSMUSG00000097362	NA	NA	ENSG00000230402	one_to_one	1	one_to_one:1
ENSMUSG00000097368	NA	NA	ENSG00000287229;ENSG00000257359	one_to_many	1	one_to_many:1
ENSMUSG00000097372	NA	NA	ENSG00000273890	one_to_one	1	one_to_one:1
ENSMUSG00000097373	NA	NA	ENSG00000287920;ENSG00000290062	many_to_many	1	many_to_many:1
ENSMUSG00000097379	NA	NA	ENSG00000251513	one_to_one	1	one_to_one:1
ENSMUSG00000097387	NA	NA	ENSG00000265656	one_to_one	1	one_to_one:1
ENSMUSG00000097399	NA	NA	ENSG00000226877;ENSG00000231616	one_to_many	1	one_to_many:1
ENSMUSG00000097403	NA	NA	ENSG00000260088	one_to_one	1	one_to_one:1
ENSMUSG00000097404	NA	NA	ENSG00000254614	one_to_one	1	one_to_one:1
ENSMUSG00000097406	NA	NA	ENSG00000285841;ENSG00000261629;ENSG00000204990	many_to_many	1	many_to_many:1
ENSMUSG00000097407	NA	NA	ENSG00000258343	one_to_one	1	one_to_one:1
ENSMUSG00000097408	NA	NA	ENSG00000271709	one_to_one	1	one_to_one:1
ENSMUSG00000097409	NA	NA	ENSG00000259798;ENSG00000259833	one_to_many	1	one_to_many:1
ENSMUSG00000097411	NA	NA	ENSG00000251141	one_to_one	1	one_to_one:1
ENSMUSG00000097413	ENSCAFG00845022927	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097419	NA	NA	ENSG00000255921;ENSG00000256482	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000097424	NA	NA	ENSG00000261095;ENSG00000285527;ENSG00000261651	many_to_many	1	many_to_many:1
ENSMUSG00000097428	NA	NA	ENSG00000125462	one_to_one	1	one_to_one:1
ENSMUSG00000097435	NA	NA	ENSG00000225620;ENSG00000226862	one_to_many	1	one_to_many:1
ENSMUSG00000097438	NA	NA	ENSG00000232190;ENSG00000261363	one_to_many	1	one_to_many:1
ENSMUSG00000097440	NA	NA	ENSG00000266495	one_to_one	1	one_to_one:1
ENSMUSG00000097441	NA	NA	ENSG00000259676	one_to_one	1	one_to_one:1
ENSMUSG00000097442	NA	NA	ENSG00000254109	one_to_one	1	one_to_one:1
ENSMUSG00000097446	NA	NA	ENSG00000287047	many_to_one	1	many_to_one:1
ENSMUSG00000097448	NA	NA	ENSG00000273093	many_to_one	1	many_to_one:1
ENSMUSG00000097456	NA	NA	ENSG00000251126;ENSG00000249373;ENSG00000248152	one_to_many	1	one_to_many:1
ENSMUSG00000097462	NA	NA	ENSG00000241158;ENSG00000241684	many_to_many	1	many_to_many:1
ENSMUSG00000097471	NA	NA	ENSG00000287427;ENSG00000232259	one_to_many	1	one_to_many:1
ENSMUSG00000097484	NA	NA	ENSG00000285841;ENSG00000261629;ENSG00000204990	many_to_many	1	many_to_many:1
ENSMUSG00000097491	NA	NA	ENSG00000287169	many_to_one	1	many_to_one:1
ENSMUSG00000097496	NA	NA	ENSG00000256306;ENSG00000287928;ENSG00000277935	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000097509	NA	NA	ENSG00000290058;ENSG00000267475	one_to_many	1	one_to_many:1
ENSMUSG00000097515	NA	NA	ENSG00000203288	one_to_one	1	one_to_one:1
ENSMUSG00000097519	NA	NA	ENSG00000232732	one_to_one	1	one_to_one:1
ENSMUSG00000097520	NA	NA	ENSG00000261439;ENSG00000272372;ENSG00000246379;ENSG00000287866	one_to_many	1	one_to_many:1
ENSMUSG00000097523	NA	NA	ENSG00000277142;ENSG00000261691	one_to_many	1	one_to_many:1
ENSMUSG00000097533	NA	NA	ENSG00000260830	one_to_one	1	one_to_one:1
ENSMUSG00000097534	NA	NA	ENSG00000286292;ENSG00000271646	many_to_many	1	many_to_many:1
ENSMUSG00000097536	NA	NA	ENSG00000289229;ENSG00000273015	one_to_many	1	one_to_many:1
ENSMUSG00000097537	NA	NA	ENSG00000263307	one_to_one	1	one_to_one:1
ENSMUSG00000097546	NA	NA	ENSG00000230046;ENSG00000290864	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000097547	NA	NA	ENSG00000225386	one_to_one	1	one_to_one:1
ENSMUSG00000097548	NA	NA	ENSG00000287131	one_to_one	1	one_to_one:1
ENSMUSG00000097557	NA	NA	ENSG00000289440	one_to_one	1	one_to_one:1
ENSMUSG00000097563	ENSCAFG00845031024	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097573	NA	NA	ENSG00000287133	one_to_one	1	one_to_one:1
ENSMUSG00000097576	NA	NA	ENSG00000272967	one_to_one	1	one_to_one:1
ENSMUSG00000097580	NA	NA	ENSG00000286427	one_to_one	1	one_to_one:1
ENSMUSG00000097585	NA	NA	ENSG00000288809	one_to_one	1	one_to_one:1
ENSMUSG00000097596	ENSCAFG00845030436	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097597	NA	NA	ENSG00000224658	one_to_one	1	one_to_one:1
ENSMUSG00000097601	NA	NA	ENSG00000229569	one_to_one	1	one_to_one:1
ENSMUSG00000097602	NA	NA	ENSG00000229188	many_to_one	1	many_to_one:1
ENSMUSG00000097616	NA	NA	ENSG00000289630	one_to_one	1	one_to_one:1
ENSMUSG00000097621	NA	NA	ENSG00000214145	one_to_one	1	one_to_one:1
ENSMUSG00000097623	NA	NA	ENSG00000289162	one_to_one	1	one_to_one:1
ENSMUSG00000097626	NA	NA	ENSG00000234456;ENSG00000226978;ENSG00000281120;ENSG00000251276	one_to_many	1	one_to_many:1
ENSMUSG00000097640	NA	NA	ENSG00000231160	one_to_one	1	one_to_one:1
ENSMUSG00000097641	NA	NA	ENSG00000285824	one_to_one	1	one_to_one:1
ENSMUSG00000097643	ENSCAFG00845028615	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000097649	NA	NA	ENSG00000287858	one_to_one	1	one_to_one:1
ENSMUSG00000097665	ENSCAFG00845024033	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097673	NA	NA	ENSG00000273117	one_to_one	1	one_to_one:1
ENSMUSG00000097675	NA	NA	ENSG00000255958	one_to_one	1	one_to_one:1
ENSMUSG00000097676	ENSCAFG00845005579	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097680	NA	NA	ENSG00000234678	one_to_one	1	one_to_one:1
ENSMUSG00000097686	NA	NA	ENSG00000290803;ENSG00000251408;ENSG00000287786	one_to_many	1	one_to_many:1
ENSMUSG00000097700	NA	NA	ENSG00000226367;ENSG00000228368;ENSG00000227199;ENSG00000287829	one_to_many	1	one_to_many:1
ENSMUSG00000097701	ENSCAFG00845006429	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097710	NA	NA	ENSG00000249318;ENSG00000248268	one_to_many	1	one_to_many:1
ENSMUSG00000097712	NA	NA	ENSG00000267764;ENSG00000267762	one_to_many	1	one_to_many:1
ENSMUSG00000097716	NA	NA	ENSG00000273293;ENSG00000204934	one_to_many	1	one_to_many:1
ENSMUSG00000097724	NA	NA	ENSG00000286585	one_to_one	1	one_to_one:1
ENSMUSG00000097730	NA	NA	ENSG00000287143	one_to_one	1	one_to_one:1
ENSMUSG00000097735	NA	NA	ENSG00000228322;ENSG00000237009;ENSG00000236724	one_to_many	1	one_to_many:1
ENSMUSG00000097738	ENSCAFG00845000562	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097743	ENSCAFG00845023964	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000097745	NA	NA	ENSG00000233099;ENSG00000287647	one_to_many	1	one_to_many:1
ENSMUSG00000097750	NA	NA	ENSG00000288942	many_to_one	1	many_to_one:1
ENSMUSG00000097752	NA	NA	ENSG00000285278;ENSG00000229950	many_to_many	1	many_to_many:1
ENSMUSG00000097754	NA	NA	ENSG00000288562	one_to_one	1	one_to_one:1
ENSMUSG00000097756	NA	NA	ENSG00000288991	one_to_one	1	one_to_one:1
ENSMUSG00000097761	NA	NA	ENSG00000249604	one_to_one	1	one_to_one:1
ENSMUSG00000097763	NA	NA	ENSG00000286729	one_to_one	1	one_to_one:1
ENSMUSG00000097766	NA	NA	ENSG00000246985	one_to_one	1	one_to_one:1
ENSMUSG00000097767	NA	NA	ENSG00000225783;ENSG00000244625	one_to_many	1	one_to_many:1
ENSMUSG00000097772	NA	NA	ENSG00000251022	one_to_one	1	one_to_one:1
ENSMUSG00000097786	NA	NA	ENSG00000239219;ENSG00000240373	one_to_many	1	one_to_many:1
ENSMUSG00000097787	NA	NA	ENSG00000286401;ENSG00000225303;ENSG00000226200	one_to_many	1	one_to_many:1
ENSMUSG00000097793	NA	NA	ENSG00000255647	one_to_one	1	one_to_one:1
ENSMUSG00000097801	NA	NA	ENSG00000258520	many_to_one	1	many_to_one:1
ENSMUSG00000097804	NA	NA	ENSG00000285744	one_to_one	1	one_to_one:1
ENSMUSG00000097805	NA	NA	ENSG00000286766	one_to_one	1	one_to_one:1
ENSMUSG00000097817	NA	NA	ENSG00000270760	one_to_one	1	one_to_one:1
ENSMUSG00000097823	NA	NA	ENSG00000203307;ENSG00000229588	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000097834	NA	NA	ENSG00000239677	many_to_one	1	many_to_one:1
ENSMUSG00000097840	NA	NA	ENSG00000285454	one_to_one	1	one_to_one:1
ENSMUSG00000097845	NA	NA	ENSG00000198468	one_to_one	1	one_to_one:1
