PCG.Homo_sapiens	conf.Homo_sapiens	PCG.Mus_musculus	conf.Mus_musculus	lncRNA.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens	lncRNA.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	orthology_type.Homo_sapiens-Mus_musculus
ENSG00000118418	lincSS.up	ENSMUSG00000066456	lincSS.up	ENSG00000286042	n.1.1	72980	ENSMUSG00000098747	n.1.1	93787	one_to_one
ENSG00000187140	lincSS.up	ENSMUSG00000067261	lincSS.up	ENSG00000228734	1.1.1	70796	ENSMUSG00000087332	1.1.1	82579	one_to_one
ENSG00000112679	lincSS.up	ENSMUSG00000069255	lincSS.up	ENSG00000205653	n.1.1	85238	ENSMUSG00000086263	1.1.1	35740	one_to_one
ENSG00000182175	lincSS.up	ENSMUSG00000070509	lincSS.up	ENSG00000285663	1.1.1	88058	ENSMUSG00000108530	n.1.1	60316	one_to_one
ENSG00000118690	lincSS.up	ENSMUSG00000071324	lincSS.up	ENSG00000286511	n.1.1	11303	ENSMUSG00000120201	n.1.1	13766	one_to_one
ENSG00000164221	lincSS.up	ENSMUSG00000071855	lincSS.up	ENSG00000289497	n.1.1	67504	ENSMUSG00000118002	n.n.n	45944	one_to_one
ENSG00000088970	lincSS.up	ENSMUSG00000074749	lincSS.up	ENSG00000283405	n.1.1	33444	ENSMUSG00000120393;ENSMUSG00000120392	n.1.1;1.1.1	18289;15687	one_to_many
ENSG00000019485	lincSS.up	ENSMUSG00000075028	lincSS.up	ENSG00000287984	1.1.1	51753	ENSMUSG00000087559	1.1.1	39775	one_to_one
ENSG00000185668	lincSS.up	ENSMUSG00000090125	lincSS.up	ENSG00000284623	1.1.1	82671	ENSMUSG00000073759	1.1.1	82162	one_to_one
ENSG00000231824	lincSS.up	ENSMUSG00000091636	lincSS.up	ENSG00000265091;ENSG00000264575	n.1.1;1.1.1	35373;39221	ENSMUSG00000073374	n.1.1	17694	many_to_one
ENSG00000058729	lincSS.up	ENSMUSG00000116564	lincSS.up	ENSG00000251054	1.1.1	40124	ENSMUSG00000072761	n.1.1	54513	one_to_one
ENSG00000121068	lncgConv	ENSMUSG00000000093	lncgConv	ENSG00000267280	n.n.n	0	ENSMUSG00000069785	1.1.1	4842	one_to_one
ENSG00000125398	lncgConv	ENSMUSG00000000567	lncgConv	ENSG00000288605	n.n.1	0	ENSMUSG00000075437	1.1.1	4971	one_to_one
ENSG00000196700	lncgConv	ENSMUSG00000000823	lncgConv	ENSG00000280213	1.1.1	0	ENSMUSG00000010492	n.n.n	0	one_to_one
ENSG00000105371	lncgConv	ENSMUSG00000001014	lncgConv	ENSG00000267607	1.1.1	0	ENSMUSG00000110790	1.1.1	0	one_to_one
ENSG00000105699	lncgConv	ENSMUSG00000001247	lncgConv	ENSG00000288942	1.1.1	0	ENSMUSG00000097750;ENSMUSG00000090357	n.1.1;1.1.1	0;0	one_to_many
ENSG00000111276	lncgConv	ENSMUSG00000003031	lncgConv	ENSG00000256658	1.1.1	928	ENSMUSG00000107730	1.1.1	3479	one_to_one
ENSG00000079435	lncgConv	ENSMUSG00000003123	lncgConv	ENSG00000213904	n.n.n	0	ENSMUSG00000053714	n.n.n	0	one_to_one
ENSG00000215021	lncgConv	ENSMUSG00000004264	lncgConv	ENSG00000257084;ENSG00000271969	1.1.1;1.1.1	880;0	ENSMUSG00000087327	1.1.1	0	many_to_one
ENSG00000106069	lncgConv	ENSMUSG00000004633	lncgConv	ENSG00000223813	n.n.n	0	ENSMUSG00000073067	n.n.n	0	one_to_one
ENSG00000077009	lncgConv	ENSMUSG00000004939	lncgConv	ENSG00000289254	1.1.1	0	ENSMUSG00000085779	n.1.n	0	one_to_one
ENSG00000159723	lncgConv	ENSMUSG00000005705	lncgConv	ENSG00000270049	n.n.n	0	ENSMUSG00000104168	n.n.1	0	one_to_one
ENSG00000116703	lncgConv	ENSMUSG00000006007	lncgConv	ENSG00000229739	n.n.1	0	ENSMUSG00000099447	1.1.1	0	one_to_one
ENSG00000105974	lncgConv	ENSMUSG00000007655	lncgConv	ENSG00000231210	n.1.1	12306	ENSMUSG00000085264	1.1.1	0	one_to_one
ENSG00000072071	lncgConv	ENSMUSG00000013033	lncgConv	ENSG00000267169	n.1.1	0	ENSMUSG00000074219	n.n.1	0	one_to_one
ENSG00000010818	lncgConv	ENSMUSG00000015501	lncgConv	ENSG00000233138	1.1.1	0	ENSMUSG00000101014	1.1.1	0	one_to_one
ENSG00000113648	lncgConv	ENSMUSG00000015937	lncgConv	ENSG00000224186	n.n.n	0	ENSMUSG00000114493	n.n.1	0	one_to_one
ENSG00000108849	lncgConv	ENSMUSG00000017316	lncgConv	ENSG00000261514	1.1.1	1841	ENSMUSG00000120019	n.1.1	1868	one_to_one
ENSG00000108733	lncgConv	ENSMUSG00000018733	lncgConv	ENSG00000267321	n.n.1	0	ENSMUSG00000093483	n.n.1	0	one_to_one
ENSG00000205060	lncgConv	ENSMUSG00000018999	lncgConv	ENSG00000231098	1.1.1	3277	ENSMUSG00000087356	1.1.1	0	one_to_one
ENSG00000130055	lncgConv	ENSMUSG00000019359	lncgConv	ENSG00000284391	1.1.1	0	ENSMUSG00000085314	1.1.1	0	one_to_one
ENSG00000240771	lncgConv	ENSMUSG00000019467	lncgConv	ENSG00000224713	n.n.n	0	ENSMUSG00000120324	n.1.1	0	one_to_one
ENSG00000196569	lncgConv	ENSMUSG00000019899	lncgConv	ENSG00000226149	n.n.1	0	ENSMUSG00000112751	1.1.1	0	one_to_one
ENSG00000168237	lncgConv	ENSMUSG00000020258	lncgConv	ENSG00000242797	n.n.1	0	ENSMUSG00000086296	n.n.1	0	one_to_one
ENSG00000213246	lncgConv	ENSMUSG00000020485	lncgConv	ENSG00000265148	n.n.n	0	ENSMUSG00000120559	1.1.1	3910	one_to_one
ENSG00000132591	lncgConv	ENSMUSG00000020832	lncgConv	ENSG00000264066	1.1.1	0	ENSMUSG00000120348	1.1.1	1107	one_to_one
ENSG00000100644	lncgConv	ENSMUSG00000021109	lncgConv	ENSG00000258667	n.n.1	0	ENSMUSG00000087700	n.n.1	0	one_to_one
ENSG00000151208	lncgConv	ENSMUSG00000021782	lncgConv	ENSG00000228748	n.n.1	0	ENSMUSG00000118519	1.1.1	0	one_to_one
ENSG00000140030	lncgConv	ENSMUSG00000021886	lncgConv	ENSG00000258826;ENSG00000258407	n.1.1;1.1.1	3370;0	ENSMUSG00000112510	1.1.1	0	many_to_one
ENSG00000128408	lncgConv	ENSMUSG00000022431	lncgConv	ENSG00000232363	1.1.1	3355	ENSMUSG00000115924	n.1.1	4466	one_to_one
ENSG00000100092	lncgConv	ENSMUSG00000022436	lncgConv	ENSG00000233360	1.1.1	0	ENSMUSG00000084864	1.1.1	0	one_to_one
ENSG00000145014	lncgConv	ENSMUSG00000022537	lncgConv	ENSG00000231770	n.n.1	0	ENSMUSG00000120188	1.1.1	0	one_to_one
ENSG00000065534	lncgConv	ENSMUSG00000022836	lncgConv	ENSG00000239523	n.n.n	0	ENSMUSG00000116840	n.1.n	0	one_to_one
ENSG00000157538	lncgConv	ENSMUSG00000022898	lncgConv	ENSG00000242553;ENSG00000230366	1.1.1;n.1.1	0;1684	ENSMUSG00000116589	1.1.1	0	many_to_one
ENSG00000162076	lncgConv	ENSMUSG00000023911	lncgConv	ENSG00000289222	1.1.1	4158	ENSMUSG00000086719	1.1.1	0	one_to_one
ENSG00000162062	lncgConv	ENSMUSG00000024118	lncgConv	ENSG00000259895	1.1.1	0	ENSMUSG00000085185	n.n.n	0	one_to_one
ENSG00000141401	lncgConv	ENSMUSG00000024525	lncgConv	ENSG00000267480	1.1.1	301	ENSMUSG00000046415	n.n.1	0	one_to_one
ENSG00000163818	lncgConv	ENSMUSG00000025245	lncgConv	ENSG00000288720	n.n.n	0	ENSMUSG00000090608	1.1.1	0	one_to_one
ENSG00000125246	lncgConv	ENSMUSG00000025545	lncgConv	ENSG00000286757	n.n.n	0	ENSMUSG00000115263	1.1.1	0	one_to_one
ENSG00000040341	lncgConv	ENSMUSG00000025920	lncgConv	ENSG00000253302	n.1.1	0	ENSMUSG00000100868	1.1.1	0	one_to_one
ENSG00000081721	lncgConv	ENSMUSG00000026659	lncgConv	ENSG00000226889	n.n.n	0	ENSMUSG00000053925	n.n.n	0	one_to_one
ENSG00000166181	lncgConv	ENSMUSG00000027193	lncgConv	ENSG00000254907	1.1.1	0	ENSMUSG00000045464	n.n.n	0	one_to_one
ENSG00000163581	lncgConv	ENSMUSG00000027690	lncgConv	ENSG00000286856	1.1.1	0	ENSMUSG00000091329	n.n.n	0	one_to_one
ENSG00000164099	lncgConv	ENSMUSG00000027978	lncgConv	ENSG00000269893	n.n.1	0	ENSMUSG00000104960	n.1.1	948	one_to_one
ENSG00000117394	lncgConv	ENSMUSG00000028645	lncgConv	ENSG00000288955	1.1.1	0	ENSMUSG00000085505	1.1.1	0	one_to_one
ENSG00000180098	lncgConv	ENSMUSG00000028898	lncgConv	ENSG00000197989	n.n.1	0	ENSMUSG00000086290	n.1.1	312	one_to_one
ENSG00000006377	lncgConv	ENSMUSG00000029754	lncgConv	ENSG00000231764	n.n.1	0	ENSMUSG00000090063	n.n.1	0	one_to_one
ENSG00000181789	lncgConv	ENSMUSG00000030058	lncgConv	ENSG00000286729	1.1.1	0	ENSMUSG00000097763	1.1.1	0	one_to_one
ENSG00000134108	lncgConv	ENSMUSG00000030105	lncgConv	ENSG00000233912	1.1.1	0	ENSMUSG00000120580	n.1.1	0	one_to_one
ENSG00000184979	lncgConv	ENSMUSG00000030107	lncgConv	ENSG00000187979	1.1.1	641	ENSMUSG00000107736	1.1.1	0	one_to_one
ENSG00000134077	lncgConv	ENSMUSG00000030264	lncgConv	ENSG00000206573	n.n.n	0	ENSMUSG00000086429	n.n.n	0	one_to_one
ENSG00000167614	lncgConv	ENSMUSG00000030428	lncgConv	ENSG00000269873;ENSG00000267838	1.1.1;1.1.1	1106;1761	ENSMUSG00000085886	1.1.1	0	many_to_one
ENSG00000102886	lncgConv	ENSMUSG00000030703	lncgConv	ENSG00000250616	n.n.n	0	ENSMUSG00000055323	n.n.1	0	one_to_one
ENSG00000173698	lncgConv	ENSMUSG00000031298	lncgConv	ENSG00000286724	n.n.1	0	ENSMUSG00000087505	1.1.1	0	one_to_one
ENSG00000166747	lncgConv	ENSMUSG00000031731	lncgConv	ENSG00000260612	1.1.1	1008	ENSMUSG00000078143	n.1.1	0	one_to_one
ENSG00000159387	lncgConv	ENSMUSG00000031738	lncgConv	ENSG00000259283	1.1.1	0	ENSMUSG00000110023	1.1.1	0	one_to_one
ENSG00000167460	lncgConv	ENSMUSG00000031799	lncgConv	ENSG00000267373	1.1.1	759	ENSMUSG00000087502	1.1.1	0	one_to_one
ENSG00000110244	lncgConv	ENSMUSG00000032080	lncgConv	ENSG00000285513	1.1.1	0	ENSMUSG00000074373	1.1.1	0	one_to_one
ENSG00000163508	lncgConv	ENSMUSG00000032446	lncgConv	ENSG00000272282	1.1.1	1944	ENSMUSG00000110692	1.1.1	0	one_to_one
ENSG00000154928	lncgConv	ENSMUSG00000032537	lncgConv	ENSG00000240086	n.n.1	0	ENSMUSG00000057710	n.n.1	0	one_to_one
ENSG00000157510	lncgConv	ENSMUSG00000033032	lncgConv	ENSG00000285736	1.1.1	0	ENSMUSG00000098702	n.n.n	0	one_to_one
ENSG00000160285	lncgConv	ENSMUSG00000033105	lncgConv	ENSG00000228404	1.1.1	0	ENSMUSG00000086241	1.1.1	0	one_to_one
ENSG00000165072	lncgConv	ENSMUSG00000033207	lncgConv	ENSG00000268364	n.n.n	0	ENSMUSG00000117837	1.1.1	2247	one_to_one
ENSG00000090857	lncgConv	ENSMUSG00000033624	lncgConv	ENSG00000247228	n.1.1	0	ENSMUSG00000084808	n.1.1	0	one_to_one
ENSG00000135837	lncgConv	ENSMUSG00000033671	lncgConv	ENSG00000261817	1.1.1	2260	ENSMUSG00000102558	1.1.1	0	one_to_one
ENSG00000137802	lncgConv	ENSMUSG00000033902	lncgConv	ENSG00000250379	n.n.1	0	ENSMUSG00000087458	1.1.1	0	one_to_one
ENSG00000166348	lncgConv	ENSMUSG00000034235	lncgConv	ENSG00000221817	n.n.n	0	ENSMUSG00000084925	n.n.1	0	one_to_one
ENSG00000214357	lncgConv	ENSMUSG00000034413	lncgConv	ENSG00000253445	1.1.1	0	ENSMUSG00000118232	1.1.1	3039	one_to_one
ENSG00000136011	lncgConv	ENSMUSG00000035459	lncgConv	ENSG00000257681	n.n.1	0	ENSMUSG00000089959	1.1.1	0	one_to_one
ENSG00000132003	lncgConv	ENSMUSG00000035671	lncgConv	ENSG00000267519	1.1.1	0	ENSMUSG00000097296	1.1.1	1069	one_to_one
ENSG00000165716	lncgConv	ENSMUSG00000036186	lncgConv	ENSG00000233016	n.n.1	0	ENSMUSG00000120369	n.1.1	2683	one_to_one
ENSG00000162931	lncgConv	ENSMUSG00000036964	lncgConv	ENSG00000231563	n.n.1	0	ENSMUSG00000085379	n.n.n	0	one_to_one
ENSG00000167767	lncgConv	ENSMUSG00000037185	lncgConv	ENSG00000258279	n.n.n	0	ENSMUSG00000116114	n.n.1	0	one_to_one
ENSG00000132911	lncgConv	ENSMUSG00000037393	lncgConv	ENSG00000286749	n.1.1	0	ENSMUSG00000086020	1.1.1	0	one_to_one
ENSG00000126746	lncgConv	ENSMUSG00000038346	lncgConv	ENSG00000219410	n.n.1	0	ENSMUSG00000108034	1.1.1	0	one_to_one
ENSG00000188869	lncgConv	ENSMUSG00000038540	lncgConv	ENSG00000259343	n.n.n	0	ENSMUSG00000087088	n.n.n	0	one_to_one
ENSG00000118292	lncgConv	ENSMUSG00000038543	lncgConv	ENSG00000289041	1.1.1	198	ENSMUSG00000080727	n.n.n	0	one_to_one
ENSG00000186628	lncgConv	ENSMUSG00000038663	lncgConv	ENSG00000252690;ENSG00000250988	1.1.1;n.n.1	0;0	ENSMUSG00000097277	n.1.1	1802	many_to_one
ENSG00000121104	lncgConv	ENSMUSG00000038893	lncgConv	ENSG00000250751	1.1.1	0	ENSMUSG00000101258	1.1.1	0	one_to_one
ENSG00000101945	lncgConv	ENSMUSG00000039231	lncgConv	ENSG00000232828	1.1.1	0	ENSMUSG00000087193	n.n.1	0	one_to_one
ENSG00000066933	lncgConv	ENSMUSG00000039585	lncgConv	ENSG00000260037	n.1.1	0	ENSMUSG00000110803	1.1.1	0	one_to_one
ENSG00000088538	lncgConv	ENSMUSG00000039716	lncgConv	ENSG00000288988	1.1.1	0	ENSMUSG00000090207	n.1.1	0	one_to_one
ENSG00000205929	lncgConv	ENSMUSG00000039851	lncgConv	ENSG00000205930	n.n.n	0	ENSMUSG00000085398	1.1.1	0	one_to_one
ENSG00000166199	lncgConv	ENSMUSG00000040174	lncgConv	ENSG00000244926	n.1.1	0	ENSMUSG00000027196	n.n.1	0	one_to_one
ENSG00000146054	lncgConv	ENSMUSG00000040350	lncgConv	ENSG00000250222	n.1.1	0	ENSMUSG00000086245	1.1.1	0	one_to_one
ENSG00000136478	lncgConv	ENSMUSG00000040548	lncgConv	ENSG00000266402	n.1.1	751	ENSMUSG00000120012	n.n.1	0	one_to_one
ENSG00000165338	lncgConv	ENSMUSG00000041180	lncgConv	ENSG00000289228	n.1.1	0	ENSMUSG00000087579	n.n.n	0	one_to_one
ENSG00000165494	lncgConv	ENSMUSG00000041328	lncgConv	ENSG00000247137	n.n.n	0	ENSMUSG00000098066	1.1.1	0	one_to_one
ENSG00000172878	lncgConv	ENSMUSG00000041921	lncgConv	ENSG00000288958	1.1.1	0	ENSMUSG00000084946	n.n.n	0	one_to_one
ENSG00000176393	lncgConv	ENSMUSG00000041926	lncgConv	ENSG00000234678	n.1.1	0	ENSMUSG00000097680	1.1.1	0	one_to_one
ENSG00000189339	lncgConv	ENSMUSG00000042202	lncgConv	ENSG00000272004	1.1.1	0	ENSMUSG00000086682	n.n.n	0	one_to_one
ENSG00000157542	lncgConv	ENSMUSG00000043301	lncgConv	ENSG00000286717	1.1.1	0	ENSMUSG00000116641	n.n.n	0	one_to_one
ENSG00000155659	lncgConv	ENSMUSG00000044206	lncgConv	ENSG00000274536	n.1.1	1312	ENSMUSG00000078122	n.1.1	3542	one_to_one
ENSG00000046604	lncgConv	ENSMUSG00000044393	lncgConv	ENSG00000264859	n.n.n	0	ENSMUSG00000085595	1.1.1	0	one_to_one
ENSG00000160886	lncgConv	ENSMUSG00000044678	lncgConv	ENSG00000253741	n.n.n	0	ENSMUSG00000091709	1.1.1	0	one_to_one
ENSG00000105085	lncgConv	ENSMUSG00000045248	lncgConv	ENSG00000279529	1.1.1	0	ENSMUSG00000097000	n.n.1	0	one_to_one
ENSG00000179165	lncgConv	ENSMUSG00000045378	lncgConv	ENSG00000224666	n.n.1	0	ENSMUSG00000087693	n.n.1	0	one_to_one
ENSG00000178460	lncgConv	ENSMUSG00000046101	lncgConv	ENSG00000245910	n.n.1	0	ENSMUSG00000098234	n.n.n	0	one_to_one
ENSG00000181350	lncgConv	ENSMUSG00000046417	lncgConv	ENSG00000175061	n.n.1	0	ENSMUSG00000086841	n.n.1	0	one_to_one
ENSG00000156853	lncgConv	ENSMUSG00000048921	lncgConv	ENSG00000260167	1.1.1	0	ENSMUSG00000108483	1.1.1	2744	one_to_one
ENSG00000169783	lncgConv	ENSMUSG00000049556	lncgConv	ENSG00000259420	n.1.1	39990	ENSMUSG00000097870	1.1.1	4002	one_to_one
ENSG00000166170	lncgConv	ENSMUSG00000049792	lncgConv	ENSG00000258851	1.1.1	0	ENSMUSG00000112991	1.1.1	3938	one_to_one
ENSG00000174099	lncgConv	ENSMUSG00000051236	lncgConv	ENSG00000250748	n.n.1	0	ENSMUSG00000044544	n.1.1	2210	one_to_one
ENSG00000126778	lncgConv	ENSMUSG00000051367	lncgConv	ENSG00000258952	1.1.1	832	ENSMUSG00000120512	1.1.1	0	one_to_one
ENSG00000185630	lncgConv	ENSMUSG00000052534	lncgConv	ENSG00000289408	n.1.1	3803	ENSMUSG00000093538	1.1.1	0	one_to_one
ENSG00000151778	lncgConv	ENSMUSG00000052584	lncgConv	ENSG00000237361	n.1.1	1826	ENSMUSG00000115092	n.1.1	1833	one_to_one
ENSG00000171914	lncgConv	ENSMUSG00000052698	lncgConv	ENSG00000259370	n.n.1	0	ENSMUSG00000111556	n.1.1	2571	one_to_one
ENSG00000133105	lncgConv	ENSMUSG00000053368	lncgConv	ENSG00000289381	1.1.1	0	ENSMUSG00000107384	1.1.1	0	one_to_one
ENSG00000100888	lncgConv	ENSMUSG00000053754	lncgConv	ENSG00000260830	1.1.1	258	ENSMUSG00000097533	n.n.1	0	one_to_one
ENSG00000080709	lncgConv	ENSMUSG00000054477	lncgConv	ENSG00000246316	n.1.1	0	ENSMUSG00000098284	n.n.1	0	one_to_one
ENSG00000183023	lncgConv	ENSMUSG00000054640	lncgConv	ENSG00000227028	n.n.1	0	ENSMUSG00000117413	1.1.1	0	one_to_one
ENSG00000230561	lncgConv	ENSMUSG00000058925	lncgConv	ENSG00000245937	n.n.n	0	ENSMUSG00000118391	n.n.1	0	one_to_one
ENSG00000165115	lncgConv	ENSMUSG00000060176	lncgConv	ENSG00000226877;ENSG00000231616	n.n.n;n.n.1	0;0	ENSMUSG00000097399	n.1.1	0	many_to_one
ENSG00000105679	lncgConv	ENSMUSG00000061099	lncgConv	ENSG00000236144	n.n.n	0	ENSMUSG00000097320	n.n.1	0	one_to_one
ENSG00000103342	lncgConv	ENSMUSG00000062203	lncgConv	ENSG00000263307	1.1.1	0	ENSMUSG00000097537	n.n.1	0	one_to_one
ENSG00000138378	lncgConv	ENSMUSG00000062939	lncgConv	ENSG00000231858	n.n.1	0	ENSMUSG00000109599	1.1.1	932	one_to_one
ENSG00000148655	lncgConv	ENSMUSG00000063458	lncgConv	ENSG00000269256	1.1.1	0	ENSMUSG00000068680	1.1.1	0	one_to_one
ENSG00000196345	lncgConv	ENSMUSG00000063488	lncgConv	ENSG00000236869	n.n.n	0	ENSMUSG00000097322	n.n.1	0	one_to_one
ENSG00000157017	lncgConv	ENSMUSG00000064177	lncgConv	ENSG00000231177	n.1.1	0	ENSMUSG00000097994	1.1.1	0	one_to_one
ENSG00000177119	lncgConv	ENSMUSG00000064210	lncgConv	ENSG00000257657	n.1.1	0	ENSMUSG00000115049	1.1.1	0	one_to_one
ENSG00000166398	lncgConv	ENSMUSG00000066571	lncgConv	ENSG00000267219	1.1.1	0	ENSMUSG00000085105	n.n.1	0	one_to_one
ENSG00000137558	lncgConv	ENSMUSG00000067780	lncgConv	ENSG00000253706	n.n.1	0	ENSMUSG00000100053	1.1.1	0	one_to_one
ENSG00000167118	lncgConv	ENSMUSG00000069020	lncgConv	ENSG00000207955	1.1.1	0	ENSMUSG00000120522	n.n.1	0	one_to_one
ENSG00000164199	lncgConv	ENSMUSG00000069170	lncgConv	ENSG00000248323	n.n.n	0	ENSMUSG00000097098	n.n.1	0	one_to_one
ENSG00000173821	lncgConv	ENSMUSG00000070327	lncgConv	ENSG00000263069	n.n.n	0	ENSMUSG00000109408	n.n.n	0	one_to_one
ENSG00000176571	lncgConv	ENSMUSG00000073991	lncgConv	ENSG00000253500	n.1.1	0	ENSMUSG00000087402	1.1.1	0	one_to_one
ENSG00000185442	lncgConv	ENSMUSG00000078670	lncgConv	ENSG00000271763	1.1.1	0	ENSMUSG00000074067	n.1.1	31303	one_to_one
ENSG00000101074	lncgConv	ENSMUSG00000078949	lncgConv	ENSG00000226812	n.1.1	0	ENSMUSG00000046840	n.1.n	0	one_to_one
ENSG00000128652	lncgConv	ENSMUSG00000079277	lncgConv	ENSG00000224189	n.n.n	0	ENSMUSG00000075277	n.n.n	0	one_to_one
ENSG00000082126	lncgConv	ENSMUSG00000079550	lncgConv	ENSG00000287133	1.1.1	0	ENSMUSG00000097573	n.1.1	0	one_to_one
ENSG00000085415	lncgConv	ENSMUSG00000079614	lncgConv	ENSG00000266969	1.1.1	0	ENSMUSG00000118134	n.n.1	0	one_to_one
ENSG00000242120	lncgConv	ENSMUSG00000090667	lncgConv	ENSG00000240405	n.n.n	0	ENSMUSG00000107902	1.1.1	0	one_to_one
ENSG00000058729	lncgConv	ENSMUSG00000116564	lncgConv	ENSG00000251513	1.1.1	0	ENSMUSG00000097379	1.1.1	0	one_to_one
ENSG00000067082	lncgDivg	ENSMUSG00000000078	lncgDivg	ENSG00000288755	1.1.1	270	ENSMUSG00000100625	n.1.1	3390	one_to_one
ENSG00000118971	lncgDivg	ENSMUSG00000000184	lncgDivg	ENSG00000290063;ENSG00000255920	1.1.1;n.n.n	0;0	ENSMUSG00000097166	n.1.1	0	many_to_one
ENSG00000148358	lncgDivg	ENSMUSG00000000194	lncgDivg	ENSG00000289226	1.1.1	0	ENSMUSG00000087269;ENSMUSG00000087430	n.n.1;1.1.1	0;0	one_to_many
ENSG00000106689	lncgDivg	ENSMUSG00000000247	lncgDivg	ENSG00000236668;ENSG00000234921	1.1.1;1.1.1	0;0	ENSMUSG00000098383;ENSMUSG00000087539	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000132155	lncgDivg	ENSMUSG00000000441	lncgDivg	ENSG00000290072	1.1.1	109	ENSMUSG00000107994	n.1.1	0	one_to_one
ENSG00000100311	lncgDivg	ENSMUSG00000000489	lncgDivg	ENSG00000284633	n.n.1	0	ENSMUSG00000116125	1.1.1	0	one_to_one
ENSG00000175662	lncgDivg	ENSMUSG00000000538	lncgDivg	ENSG00000197815	1.1.1	0	ENSMUSG00000085132	1.1.1	0	one_to_one
ENSG00000138668	lncgDivg	ENSMUSG00000000568	lncgDivg	ENSG00000272677	n.n.1	0	ENSMUSG00000091623	n.n.1	0	one_to_one
ENSG00000159399	lncgDivg	ENSMUSG00000000628	lncgDivg	ENSG00000272711	1.1.1	140	ENSMUSG00000090293	1.1.1	0	one_to_one
ENSG00000162882	lncgDivg	ENSMUSG00000000673	lncgDivg	ENSG00000288886;ENSG00000289082	n.n.1;1.1.1	0;2733	ENSMUSG00000121087	1.1.1	0	many_to_one
ENSG00000168792	lncgDivg	ENSMUSG00000000686	lncgDivg	ENSG00000264031	1.1.1	0	ENSMUSG00000072673	1.1.1	0	one_to_one
ENSG00000119866	lncgDivg	ENSMUSG00000000861	lncgDivg	ENSG00000233953	1.1.1	0	ENSMUSG00000086612;ENSMUSG00000085516	1.1.1;n.n.1	0;0	one_to_many
ENSG00000068097	lncgDivg	ENSMUSG00000000976	lncgDivg	ENSG00000267416	n.1.1	387	ENSMUSG00000120523	1.1.1	26	one_to_one
ENSG00000072134	lncgDivg	ENSMUSG00000001036	lncgDivg	ENSG00000235397	1.1.1	0	ENSMUSG00000085459	1.1.1	0	one_to_one
ENSG00000108641	lncgDivg	ENSMUSG00000001039	lncgDivg	ENSG00000286799	1.1.1	0	ENSMUSG00000060808	1.1.1	85	one_to_one
ENSG00000126756	lncgDivg	ENSMUSG00000001134	lncgDivg	ENSG00000267064	n.n.1	0	ENSMUSG00000086877	n.n.1	0	one_to_one
ENSG00000168763	lncgDivg	ENSMUSG00000001138	lncgDivg	ENSG00000289135	1.1.1	167	ENSMUSG00000102845	1.1.1	0	one_to_one
ENSG00000089351	lncgDivg	ENSMUSG00000001248	lncgDivg	ENSG00000269303;ENSG00000271032	1.1.1;1.1.1	0;0	ENSMUSG00000097149;ENSMUSG00000100985	1.1.1;n.n.1	0;0	many_to_many_strict
ENSG00000116604	lncgDivg	ENSMUSG00000001419	lncgDivg	ENSG00000288835	1.1.1	2304	ENSMUSG00000120112;ENSMUSG00000120121	1.1.1;1.1.1	176;2904	one_to_many
ENSG00000173638	lncgDivg	ENSMUSG00000001436	lncgDivg	ENSG00000288885	1.1.1	0	ENSMUSG00000112773	1.1.1	2666	one_to_one
ENSG00000108424	lncgDivg	ENSMUSG00000001440	lncgDivg	ENSG00000264558	1.1.1	0	ENSMUSG00000121247;ENSMUSG00000084936	1.1.1;1.1.1	0;0	one_to_many
ENSG00000136352	lncgDivg	ENSMUSG00000001496	lncgDivg	ENSG00000253563	1.1.1	0	ENSMUSG00000098172	n.n.1	0	one_to_one
ENSG00000198807	lncgDivg	ENSMUSG00000001497	lncgDivg	ENSG00000258661	1.1.1	0	ENSMUSG00000089894	1.1.1	0	one_to_one
ENSG00000170561	lncgDivg	ENSMUSG00000001504	lncgDivg	ENSG00000186493;ENSG00000289075	n.1.1;1.1.1	454;4788	ENSMUSG00000093587	1.1.1	181	many_to_one
ENSG00000005884	lncgDivg	ENSMUSG00000001507	lncgDivg	ENSG00000246640	n.1.1	222	ENSMUSG00000120792	1.1.1	146	one_to_one
ENSG00000172349	lncgDivg	ENSMUSG00000001741	lncgDivg	ENSG00000271725	1.1.1	0	ENSMUSG00000085080	1.1.1	0	one_to_one
ENSG00000126247	lncgDivg	ENSMUSG00000001794	lncgDivg	ENSG00000270760	1.1.1	0	ENSMUSG00000097817	n.1.1	0	one_to_one
ENSG00000122545	lncgDivg	ENSMUSG00000001833	lncgDivg	ENSG00000228878	n.n.1	0	ENSMUSG00000120169	1.1.1	0	one_to_one
ENSG00000136247	lncgDivg	ENSMUSG00000001844	lncgDivg	ENSG00000232581	1.1.1	0	ENSMUSG00000089889	n.n.1	0	one_to_one
ENSG00000126883	lncgDivg	ENSMUSG00000001855	lncgDivg	ENSG00000246851;ENSG00000288727;ENSG00000236986	1.1.1;1.1.1;n.n.1	0;0;0	ENSMUSG00000086192	1.1.1	0	many_to_one
ENSG00000169764	lncgDivg	ENSMUSG00000001891	lncgDivg	ENSG00000289943	1.1.1	128	ENSMUSG00000087253	1.1.1	0	one_to_one
