lncRNAid_Mus_musculus	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris
ENSMUSG00000115204	1	many_to_many_DifferentNumber	ENSCAFG00845003313;ENSCAFG00845003324;ENSCAFG00845003337	0	NA	NA	NA	0
ENSMUSG00000079242	1	one_to_one	ENSCAFG00845027295	1	one_to_one	lncgDivg	ENSCAFG00845027295	1
ENSMUSG00000086602	1	one_to_one	ENSCAFG00845026591	0	NA	NA	NA	1
ENSMUSG00000099958	1	one_to_one	ENSCAFG00845013254	0	NA	NA	NA	1
ENSMUSG00000089804	1	one_to_one	ENSCAFG00845029043	0	NA	NA	NA	0
ENSMUSG00000101671	1	many_to_many_DifferentNumber	ENSCAFG00845007422;ENSCAFG00845007429	0	NA	NA	NA	1
ENSMUSG00000022288	1	many_to_many_DifferentNumber	ENSCAFG00845007422;ENSCAFG00845007429	0	NA	NA	NA	1
ENSMUSG00000086125	1	many_to_many_DifferentNumber	ENSCAFG00845007422;ENSCAFG00845007429	0	NA	NA	NA	1
ENSMUSG00000115569	1	many_to_one	ENSCAFG00845028615	0	NA	NA	NA	1
ENSMUSG00000097643	1	many_to_one	ENSCAFG00845028615	1	many_to_one	lncgDivg	ENSCAFG00845028615	1
ENSMUSG00000115699	1	many_to_one	ENSCAFG00845028615	0	NA	NA	NA	1
ENSMUSG00000120309	1	one_to_one	ENSCAFG00845027696	1	one_to_one	lncgSS.up	ENSCAFG00845027696	1
ENSMUSG00000101568	1	many_to_one	ENSCAFG00845008275	0	NA	NA	NA	0
ENSMUSG00000115414	1	many_to_one	ENSCAFG00845008275	0	NA	NA	NA	1
ENSMUSG00000115888	1	one_to_one	ENSCAFG00845021178	0	NA	NA	NA	1
ENSMUSG00000116480	1	one_to_one	ENSCAFG00845020547	1	one_to_one	lncgSS.dw	ENSCAFG00845020547	1
ENSMUSG00000115508	1	one_to_one	ENSCAFG00845008547	1	one_to_one	lncgSS.dw	ENSCAFG00845008547	0
ENSMUSG00000115854	1	one_to_one	ENSCAFG00845007826	1	one_to_one	lncgDivg	ENSCAFG00845007826	1
ENSMUSG00000120185	1	one_to_many	ENSCAFG00845000726;ENSCAFG00845000738	0	NA	NA	NA	0
ENSMUSG00000097068	1	one_to_many	ENSCAFG00845030528;ENSCAFG00845030536;ENSCAFG00845030544;ENSCAFG00845030553;ENSCAFG00845030557;ENSCAFG00845030560;ENSCAFG00845030568;ENSCAFG00845030569;ENSCAFG00845030581	0	NA	NA	NA	1
ENSMUSG00000075555	1	one_to_many	ENSCAFG00845005233;ENSCAFG00845005240;ENSCAFG00845005245;ENSCAFG00845005253;ENSCAFG00845005255	1	one_to_one	lncgDivg	ENSCAFG00845005255	0
ENSMUSG00000120294	1	one_to_many	ENSCAFG00845026881;ENSCAFG00845026901	0	NA	NA	NA	1
ENSMUSG00000121132	1	one_to_one	ENSCAFG00845013999	0	NA	NA	NA	1
ENSMUSG00000116600	1	many_to_one	ENSCAFG00845023583	0	NA	NA	NA	0
ENSMUSG00000116989	1	many_to_one	ENSCAFG00845023583	0	NA	NA	NA	0
ENSMUSG00000120905	1	many_to_one	ENSCAFG00845023583	0	NA	NA	NA	0
ENSMUSG00000116573	1	one_to_one	ENSCAFG00845015643	0	NA	NA	NA	0
ENSMUSG00000116965	1	one_to_one	ENSCAFG00845015654	0	NA	NA	NA	0
ENSMUSG00000075070	1	one_to_one	ENSCAFG00845015227	1	many_to_one	lncgDivg	ENSCAFG00845015227	1
ENSMUSG00000116947	1	many_to_many_sameNumber	ENSCAFG00845027642;ENSCAFG00845027653	0	NA	NA	NA	1
ENSMUSG00000121032	1	many_to_many_sameNumber	ENSCAFG00845027642;ENSCAFG00845027653	0	NA	NA	NA	1
ENSMUSG00000116681	1	many_to_one	ENSCAFG00845027630	0	NA	NA	NA	1
ENSMUSG00000116569	1	many_to_one	ENSCAFG00845027630	0	NA	NA	NA	1
ENSMUSG00000116589	1	one_to_one	ENSCAFG00845028522	1	one_to_one	lncgConv	ENSCAFG00845028522	1
ENSMUSG00000116976	1	one_to_one	ENSCAFG00845020683	0	NA	NA	NA	1
ENSMUSG00000116799	1	many_to_many_sameNumber	ENSCAFG00845018155;ENSCAFG00845018172	0	NA	NA	NA	0
ENSMUSG00000116810	1	many_to_many_sameNumber	ENSCAFG00845018155;ENSCAFG00845018172	0	NA	NA	NA	0
ENSMUSG00000116556	1	many_to_one	ENSCAFG00845018228	0	NA	NA	NA	0
ENSMUSG00000116555	1	many_to_one	ENSCAFG00845018228	0	NA	NA	NA	0
ENSMUSG00000116979	1	many_to_one	ENSCAFG00845018228	0	NA	NA	NA	0
ENSMUSG00000116993	1	many_to_one	ENSCAFG00845018228	0	NA	NA	NA	0
ENSMUSG00000084790	1	one_to_many	ENSCAFG00845002048;ENSCAFG00845002059	1	one_to_one	lncgDivg	ENSCAFG00845002048	1
ENSMUSG00000116525	1	many_to_one	ENSCAFG00845013611	0	NA	NA	NA	0
ENSMUSG00000116426	1	many_to_one	ENSCAFG00845013611	0	NA	NA	NA	0
ENSMUSG00000116469	1	many_to_one	ENSCAFG00845013611	0	NA	NA	NA	0
ENSMUSG00000116123	1	many_to_one	ENSCAFG00845013611	0	NA	NA	NA	0
ENSMUSG00000090257	1	one_to_many	ENSCAFG00845023910;ENSCAFG00845023933	1	one_to_many	lncgConv	ENSCAFG00845023933;ENSCAFG00845023910	1
ENSMUSG00000090203	1	one_to_one	ENSCAFG00845024236	0	NA	NA	NA	1
ENSMUSG00000116197	1	many_to_one	ENSCAFG00845011552	0	NA	NA	NA	0
ENSMUSG00000115968	1	many_to_one	ENSCAFG00845011552	0	NA	NA	NA	0
ENSMUSG00000101565	1	many_to_one	ENSCAFG00845011552	0	NA	NA	NA	0
ENSMUSG00000116520	1	one_to_one	ENSCAFG00845011566	0	NA	NA	NA	0
ENSMUSG00000116546	1	many_to_many_sameNumber	ENSCAFG00845030802;ENSCAFG00845030807	0	NA	NA	NA	1
ENSMUSG00000116737	1	many_to_many_sameNumber	ENSCAFG00845030802;ENSCAFG00845030807	1	one_to_many	lincConv	ENSCAFG00845030802;ENSCAFG00845030807	1
ENSMUSG00000116570	1	many_to_many_sameNumber	ENSCAFG00845030781;ENSCAFG00845030804;ENSCAFG00845030811	0	NA	NA	NA	1
ENSMUSG00000116951	1	many_to_many_sameNumber	ENSCAFG00845030781;ENSCAFG00845030804;ENSCAFG00845030811	1	many_to_many	lincSS.dw	ENSCAFG00845030811;ENSCAFG00845030781;ENSCAFG00845030804	1
ENSMUSG00000116581	1	many_to_many_sameNumber	ENSCAFG00845030781;ENSCAFG00845030804;ENSCAFG00845030811	1	many_to_many	lincSS.dw	ENSCAFG00845030811;ENSCAFG00845030781;ENSCAFG00845030804	1
ENSMUSG00000099429	1	one_to_one	ENSCAFG00845025389	0	NA	NA	NA	1
ENSMUSG00000096960	1	one_to_one	ENSCAFG00845023287	0	NA	NA	NA	1
ENSMUSG00000120156	1	many_to_one	ENSCAFG00845023293	0	NA	NA	NA	1
ENSMUSG00000120515	1	many_to_one	ENSCAFG00845023293	0	NA	NA	NA	1
ENSMUSG00000120214	1	one_to_one	ENSCAFG00845022125	0	NA	NA	NA	1
ENSMUSG00000120080	1	one_to_many	ENSCAFG00845022658;ENSCAFG00845022669;ENSCAFG00845022698	0	NA	NA	NA	1
ENSMUSG00000120744	1	one_to_many	ENSCAFG00845024047;ENSCAFG00845024063	1	one_to_one	lncgSS.dw	ENSCAFG00845024063	1
ENSMUSG00000116733	1	one_to_one	ENSCAFG00845021883	0	NA	NA	NA	1
ENSMUSG00000120082	1	one_to_one	ENSCAFG00845029154	0	NA	NA	NA	1
ENSMUSG00000120962	1	one_to_one	ENSCAFG00845028287	0	NA	NA	NA	0
ENSMUSG00000116763	1	one_to_one	ENSCAFG00845026338	1	one_to_one	lincSS.up	ENSCAFG00845026338	1
ENSMUSG00000084866	1	one_to_one	ENSCAFG00845026718	1	one_to_one	lincSS.up	ENSCAFG00845026718	1
ENSMUSG00000116987	1	one_to_many	ENSCAFG00845026695;ENSCAFG00845026725	1	one_to_one	lincDivg	ENSCAFG00845026725	1
ENSMUSG00000115518	1	many_to_many_DifferentNumber	ENSCAFG00845017653;ENSCAFG00845017701	1	many_to_one	lncgDivg	ENSCAFG00845017653	0
ENSMUSG00000115469	1	many_to_many_DifferentNumber	ENSCAFG00845017653;ENSCAFG00845017701	1	many_to_one	lncgDivg	ENSCAFG00845017653	1
ENSMUSG00000114988	1	many_to_many_DifferentNumber	ENSCAFG00845017653;ENSCAFG00845017701	1	many_to_one	lncgDivg	ENSCAFG00845017653	1
ENSMUSG00000086331	1	many_to_many_DifferentNumber	ENSCAFG00845025710;ENSCAFG00845025720;ENSCAFG00845025747;ENSCAFG00845025769	0	NA	NA	NA	0
ENSMUSG00000116747	1	many_to_many_DifferentNumber	ENSCAFG00845025710;ENSCAFG00845025720;ENSCAFG00845025747;ENSCAFG00845025769	0	NA	NA	NA	0
ENSMUSG00000116608	1	many_to_many_DifferentNumber	ENSCAFG00845025710;ENSCAFG00845025720;ENSCAFG00845025747;ENSCAFG00845025769	0	NA	NA	NA	0
ENSMUSG00000116878	1	one_to_many	ENSCAFG00845025732;ENSCAFG00845025756	0	NA	NA	NA	0
ENSMUSG00000117422	1	one_to_many	ENSCAFG00845027151;ENSCAFG00845027172	0	NA	NA	NA	1
ENSMUSG00000100345	1	many_to_many_sameNumber	ENSCAFG00845027119;ENSCAFG00845027133	0	NA	NA	NA	1
ENSMUSG00000117501	1	many_to_many_sameNumber	ENSCAFG00845027119;ENSCAFG00845027133	1	one_to_many	lincSS.dw	ENSCAFG00845027133;ENSCAFG00845027119	1
ENSMUSG00000117384	1	one_to_one	ENSCAFG00845028119	1	one_to_one	lincConv	ENSCAFG00845028119	0
ENSMUSG00000100847	1	one_to_one	ENSCAFG00845005271	0	NA	NA	NA	0
ENSMUSG00000117361	1	many_to_one	ENSCAFG00845005280	0	NA	NA	NA	0
ENSMUSG00000117414	1	many_to_one	ENSCAFG00845005280	1	one_to_one	lincDivg	ENSCAFG00845005280	0
ENSMUSG00000117486	1	many_to_one	ENSCAFG00845005280	0	NA	NA	NA	0
ENSMUSG00000117545	1	many_to_one	ENSCAFG00845005280	0	NA	NA	NA	0
ENSMUSG00000117019	1	one_to_one	ENSCAFG00845014729	1	one_to_one	lincSS.dw	ENSCAFG00845014729	0
ENSMUSG00000101012	1	many_to_one	ENSCAFG00845014656	1	one_to_one	lincConv	ENSCAFG00845014656	0
ENSMUSG00000117221	1	many_to_one	ENSCAFG00845014656	0	NA	NA	NA	0
ENSMUSG00000092268	1	many_to_one	ENSCAFG00845014656	0	NA	NA	NA	1
ENSMUSG00000120541	1	one_to_many	ENSCAFG00845000183;ENSCAFG00845000186;ENSCAFG00845000192;ENSCAFG00845000198	0	NA	NA	NA	1
ENSMUSG00000073377	1	one_to_one	ENSCAFG00845000171	0	NA	NA	NA	1
ENSMUSG00000117335	1	many_to_one	ENSCAFG00845004593	0	NA	NA	NA	0
ENSMUSG00000117250	1	many_to_one	ENSCAFG00845004593	0	NA	NA	NA	0
ENSMUSG00000117229	1	many_to_one	ENSCAFG00845004593	1	one_to_one	lincConv	ENSCAFG00845004593	0
ENSMUSG00000116874	1	one_to_one	ENSCAFG00845000332	0	NA	NA	NA	0
ENSMUSG00000100572	1	many_to_one	ENSCAFG00845003440	0	NA	NA	NA	1
ENSMUSG00000117069	1	many_to_one	ENSCAFG00845003440	0	NA	NA	NA	1
ENSMUSG00000117437	1	one_to_one	ENSCAFG00845024765	0	NA	NA	NA	1
ENSMUSG00000117292	1	one_to_one	ENSCAFG00845011860	1	one_to_one	lincSS.dw	ENSCAFG00845011860	1
ENSMUSG00000078247	1	one_to_one	ENSCAFG00845002055	0	NA	NA	NA	1
ENSMUSG00000117426	1	many_to_many_DifferentNumber	ENSCAFG00845020477;ENSCAFG00845020563	1	many_to_one	lincDivg	ENSCAFG00845020563	1
ENSMUSG00000117616	1	many_to_many_DifferentNumber	ENSCAFG00845020477;ENSCAFG00845020563	1	many_to_one	lincDivg	ENSCAFG00845020563	1
ENSMUSG00000117394	1	many_to_many_DifferentNumber	ENSCAFG00845020477;ENSCAFG00845020563	0	NA	NA	NA	1
ENSMUSG00000117561	1	many_to_many_DifferentNumber	ENSCAFG00845020477;ENSCAFG00845020563	0	NA	NA	NA	1
ENSMUSG00000117442	1	many_to_many_DifferentNumber	ENSCAFG00845025071;ENSCAFG00845025110	0	NA	NA	NA	0
ENSMUSG00000117611	1	many_to_many_DifferentNumber	ENSCAFG00845025071;ENSCAFG00845025110	0	NA	NA	NA	0
ENSMUSG00000117431	1	many_to_many_DifferentNumber	ENSCAFG00845025071;ENSCAFG00845025110	0	NA	NA	NA	0
ENSMUSG00000117432	1	many_to_many_DifferentNumber	ENSCAFG00845025071;ENSCAFG00845025110	0	NA	NA	NA	0
ENSMUSG00000117571	1	many_to_many_DifferentNumber	ENSCAFG00845025071;ENSCAFG00845025110	0	NA	NA	NA	0
ENSMUSG00000121087	1	many_to_many_DifferentNumber	ENSCAFG00845025071;ENSCAFG00845025110	1	one_to_one	lncgDivg	ENSCAFG00845025071	0
ENSMUSG00000097254	1	many_to_one	ENSCAFG00845025101	0	NA	NA	NA	0
ENSMUSG00000117421	1	many_to_one	ENSCAFG00845025101	0	NA	NA	NA	0
ENSMUSG00000117564	1	many_to_one	ENSCAFG00845025101	0	NA	NA	NA	0
ENSMUSG00000117446	1	many_to_one	ENSCAFG00845025101	0	NA	NA	NA	0
ENSMUSG00000117485	1	many_to_one	ENSCAFG00845025101	0	NA	NA	NA	0
ENSMUSG00000121234	1	many_to_one	ENSCAFG00845025101	0	NA	NA	NA	0
ENSMUSG00000117084	1	many_to_one	ENSCAFG00845006928	0	NA	NA	NA	0
ENSMUSG00000066170	1	many_to_one	ENSCAFG00845006928	0	NA	NA	NA	0
ENSMUSG00000117489	1	one_to_one	ENSCAFG00845011306	0	NA	NA	NA	1
ENSMUSG00000117772	1	one_to_one	ENSCAFG00845018903	1	one_to_one	lncgConv	ENSCAFG00845018903	1
ENSMUSG00000099384	1	one_to_one	ENSCAFG00845002599	0	NA	NA	NA	0
ENSMUSG00000100738	1	many_to_one	ENSCAFG00845027668	0	NA	NA	NA	1
ENSMUSG00000121124	1	many_to_one	ENSCAFG00845027668	0	NA	NA	NA	1
ENSMUSG00000120725	1	many_to_one	ENSCAFG00845027668	0	NA	NA	NA	1
ENSMUSG00000120278	1	many_to_one	ENSCAFG00845027668	0	NA	NA	NA	1
ENSMUSG00000071036	1	many_to_one	ENSCAFG00845027668	0	NA	NA	NA	1
ENSMUSG00000118362	1	one_to_many	ENSCAFG00845008807;ENSCAFG00845008813	1	one_to_one	lncgConv	ENSCAFG00845008813	0
ENSMUSG00000117852	1	one_to_many	ENSCAFG00845001089;ENSCAFG00845001109;ENSCAFG00845001123;ENSCAFG00845001132;ENSCAFG00845001144	0	NA	NA	NA	1
ENSMUSG00000104225	1	one_to_one	ENSCAFG00845003113	0	NA	NA	NA	0
ENSMUSG00000120583	1	one_to_one	ENSCAFG00845004407	0	NA	NA	NA	0
ENSMUSG00000117891	1	one_to_many	ENSCAFG00845004415;ENSCAFG00845004418	0	NA	NA	NA	0
ENSMUSG00000117674	1	one_to_many	ENSCAFG00845019325;ENSCAFG00845019366	1	many_to_many_strict	lncgDivg	ENSCAFG00845019366;ENSCAFG00845019325	1
ENSMUSG00000118013	1	one_to_one	ENSCAFG00845010728	0	NA	NA	NA	1
ENSMUSG00000118028	1	many_to_one	ENSCAFG00845002554	0	NA	NA	NA	0
ENSMUSG00000120532	1	many_to_one	ENSCAFG00845002554	0	NA	NA	NA	0
ENSMUSG00000118373	1	one_to_many	ENSCAFG00845000022;ENSCAFG00845000023	1	one_to_one	lincSS.up	ENSCAFG00845000022	1
ENSMUSG00000118070	1	many_to_many_DifferentNumber	ENSCAFG00845000055;ENSCAFG00845000059;ENSCAFG00845000062	1	many_to_one	lncgDivg	ENSCAFG00845000055	1
ENSMUSG00000120406	1	many_to_many_DifferentNumber	ENSCAFG00845000055;ENSCAFG00845000059;ENSCAFG00845000062	1	many_to_one	lncgDivg	ENSCAFG00845000055	1
ENSMUSG00000118379	1	one_to_one	ENSCAFG00845000057	0	NA	NA	NA	1
ENSMUSG00000098720	1	many_to_one	ENSCAFG00845000262	1	one_to_one	lncgDivg	ENSCAFG00845000262	0
ENSMUSG00000118268	1	many_to_one	ENSCAFG00845000262	0	NA	NA	NA	0
ENSMUSG00000118262	1	many_to_one	ENSCAFG00845000262	0	NA	NA	NA	0
ENSMUSG00000117717	1	many_to_one	ENSCAFG00845000262	0	NA	NA	NA	0
ENSMUSG00000118300	1	many_to_one	ENSCAFG00845000262	0	NA	NA	NA	0
ENSMUSG00000118363	1	many_to_one	ENSCAFG00845000262	0	NA	NA	NA	0
ENSMUSG00000118073	1	many_to_one	ENSCAFG00845000262	0	NA	NA	NA	0
ENSMUSG00000118254	1	many_to_one	ENSCAFG00845000262	0	NA	NA	NA	0
ENSMUSG00000117923	1	many_to_one	ENSCAFG00845000262	0	NA	NA	NA	0
ENSMUSG00000118279	1	many_to_one	ENSCAFG00845000262	0	NA	NA	NA	0
ENSMUSG00000118339	1	many_to_one	ENSCAFG00845000622	1	one_to_many	lncgDivg	ENSCAFG00845000571;ENSCAFG00845000566	0
ENSMUSG00000117976	1	many_to_one	ENSCAFG00845000622	0	NA	NA	NA	0
ENSMUSG00000100430	1	many_to_one	ENSCAFG00845000622	0	NA	NA	NA	0
ENSMUSG00000118333	1	many_to_one	ENSCAFG00845000622	0	NA	NA	NA	0
ENSMUSG00000117993	1	many_to_one	ENSCAFG00845000622	0	NA	NA	NA	0
ENSMUSG00000117715	1	many_to_one	ENSCAFG00845000622	0	NA	NA	NA	0
ENSMUSG00000118060	1	many_to_one	ENSCAFG00845000622	0	NA	NA	NA	0
ENSMUSG00000118175	1	many_to_one	ENSCAFG00845000622	0	NA	NA	NA	0
ENSMUSG00000117658	1	many_to_one	ENSCAFG00845000622	0	NA	NA	NA	0
ENSMUSG00000118200	1	many_to_one	ENSCAFG00845000622	0	NA	NA	NA	0
ENSMUSG00000118024	1	many_to_one	ENSCAFG00845000622	0	NA	NA	NA	0
ENSMUSG00000117536	1	many_to_many_sameNumber	ENSCAFG00845013127;ENSCAFG00845013161	0	NA	NA	NA	0
ENSMUSG00000117608	1	many_to_many_sameNumber	ENSCAFG00845013127;ENSCAFG00845013161	0	NA	NA	NA	0
ENSMUSG00000117450	1	many_to_many_sameNumber	ENSCAFG00845012449;ENSCAFG00845012476;ENSCAFG00845012572	0	NA	NA	NA	1
ENSMUSG00000117645	1	many_to_many_sameNumber	ENSCAFG00845012449;ENSCAFG00845012476;ENSCAFG00845012572	1	one_to_one	lincConv	ENSCAFG00845012449	1
ENSMUSG00000117613	1	many_to_many_sameNumber	ENSCAFG00845012449;ENSCAFG00845012476;ENSCAFG00845012572	1	one_to_many	lincDivg	ENSCAFG00845012572;ENSCAFG00845012476	1
ENSMUSG00000117404	1	many_to_many_DifferentNumber	ENSCAFG00845012440;ENSCAFG00845012444;ENSCAFG00845012457;ENSCAFG00845012467;ENSCAFG00845012482;ENSCAFG00845012579	1	one_to_many	lincSS.up	ENSCAFG00845012467;ENSCAFG00845012457;ENSCAFG00845012482;ENSCAFG00845012579	1
ENSMUSG00000117380	1	many_to_many_DifferentNumber	ENSCAFG00845012440;ENSCAFG00845012444;ENSCAFG00845012457;ENSCAFG00845012467;ENSCAFG00845012482;ENSCAFG00845012579	0	NA	NA	NA	1
ENSMUSG00000119962	1	many_to_many_DifferentNumber	ENSCAFG00845012440;ENSCAFG00845012444;ENSCAFG00845012457;ENSCAFG00845012467;ENSCAFG00845012482;ENSCAFG00845012579	0	NA	NA	NA	1
ENSMUSG00000097746	1	one_to_many	ENSCAFG00845001901;ENSCAFG00845001916	0	NA	NA	NA	0
ENSMUSG00000117521	1	many_to_many_DifferentNumber	ENSCAFG00845011489;ENSCAFG00845011508;ENSCAFG00845011525	1	one_to_many	lincSS.up	ENSCAFG00845011525;ENSCAFG00845011508;ENSCAFG00845011489	1
ENSMUSG00000117579	1	many_to_many_DifferentNumber	ENSCAFG00845011489;ENSCAFG00845011508;ENSCAFG00845011525	0	NA	NA	NA	1
ENSMUSG00000092569	1	one_to_one	ENSCAFG00845016950	0	NA	NA	NA	1
ENSMUSG00000097666	1	one_to_one	ENSCAFG00845003225	0	NA	NA	NA	1
ENSMUSG00000097324	1	many_to_one	ENSCAFG00845009524	1	many_to_one	lincDivg	ENSCAFG00845009524	1
ENSMUSG00000120623	1	many_to_one	ENSCAFG00845009524	1	many_to_one	lincDivg	ENSCAFG00845009524	1
ENSMUSG00000120613	1	one_to_many	ENSCAFG00845004837;ENSCAFG00845004839	0	NA	NA	NA	1
ENSMUSG00000085800	1	one_to_one	ENSCAFG00845011293	0	NA	NA	NA	1
ENSMUSG00000118257	1	many_to_one	ENSCAFG00845017821	0	NA	NA	NA	1
ENSMUSG00000118193	1	many_to_one	ENSCAFG00845017821	0	NA	NA	NA	1
ENSMUSG00000117840	1	many_to_one	ENSCAFG00845001011	0	NA	NA	NA	0
ENSMUSG00000118080	1	many_to_one	ENSCAFG00845001011	0	NA	NA	NA	0
ENSMUSG00000118347	1	many_to_one	ENSCAFG00845001011	0	NA	NA	NA	0
ENSMUSG00000118122	1	many_to_one	ENSCAFG00845001011	0	NA	NA	NA	0
ENSMUSG00000120345	1	many_to_one	ENSCAFG00845001011	1	one_to_one	lncgSS.up	ENSCAFG00845001011	0
ENSMUSG00000117685	1	one_to_many	ENSCAFG00845000805;ENSCAFG00845000810;ENSCAFG00845000819;ENSCAFG00845000824	1	one_to_one	lincDivg	ENSCAFG00845000824	1
ENSMUSG00000097735	1	one_to_many	ENSCAFG00845002801;ENSCAFG00845002804;ENSCAFG00845002809	0	NA	NA	NA	1
ENSMUSG00000089952	1	one_to_many	ENSCAFG00845002795;ENSCAFG00845002807	0	NA	NA	NA	1
ENSMUSG00000117871	1	one_to_one	ENSCAFG00845030961	0	NA	NA	NA	1
ENSMUSG00000118366	1	one_to_one	ENSCAFG00845028836	1	one_to_one	lncgSS.dw	ENSCAFG00845028836	0
ENSMUSG00000064032	1	one_to_one	ENSCAFG00845011323	0	NA	NA	NA	0
ENSMUSG00000117703	1	one_to_many	ENSCAFG00845023217;ENSCAFG00845023244	0	NA	NA	NA	1
ENSMUSG00000117941	1	many_to_many_sameNumber	ENSCAFG00845010755;ENSCAFG00845010764	0	NA	NA	NA	1
ENSMUSG00000118367	1	many_to_many_sameNumber	ENSCAFG00845010755;ENSCAFG00845010764	0	NA	NA	NA	1
ENSMUSG00000117814	1	one_to_one	ENSCAFG00845026552	0	NA	NA	NA	1
ENSMUSG00000118293	1	many_to_many_sameNumber	ENSCAFG00845000051;ENSCAFG00845000053;ENSCAFG00845000054	0	NA	NA	NA	1
ENSMUSG00000118047	1	many_to_many_sameNumber	ENSCAFG00845000051;ENSCAFG00845000053;ENSCAFG00845000054	0	NA	NA	NA	1
ENSMUSG00000118090	1	many_to_many_sameNumber	ENSCAFG00845000051;ENSCAFG00845000053;ENSCAFG00845000054	1	one_to_one	lincSS.up	ENSCAFG00845000051	1
ENSMUSG00000118086	1	one_to_one	ENSCAFG00845000049	0	NA	NA	NA	1
ENSMUSG00000097591	1	one_to_one	ENSCAFG00845029995	0	NA	NA	NA	1
ENSMUSG00000097779	1	many_to_one	ENSCAFG00845028492	0	NA	NA	NA	0
ENSMUSG00000117768	1	many_to_one	ENSCAFG00845028492	0	NA	NA	NA	0
ENSMUSG00000120446	1	many_to_one	ENSCAFG00845028492	0	NA	NA	NA	0
ENSMUSG00000086938	1	one_to_one	ENSCAFG00845017164	0	NA	NA	NA	0
ENSMUSG00000120425	1	one_to_one	ENSCAFG00845001860	1	one_to_one	lncgSS.dw	ENSCAFG00845001860	0
ENSMUSG00000108414	1	one_to_one	ENSCAFG00845007466	0	NA	NA	NA	1
ENSMUSG00000117911	1	many_to_many_DifferentNumber	ENSCAFG00845018236;ENSCAFG00845018257;ENSCAFG00845018273;ENSCAFG00845018293;ENSCAFG00845018305	1	one_to_many	lincSS.dw	ENSCAFG00845018305;ENSCAFG00845018236;ENSCAFG00845018293;ENSCAFG00845018273;ENSCAFG00845018257	1
ENSMUSG00000117823	1	many_to_many_DifferentNumber	ENSCAFG00845018236;ENSCAFG00845018257;ENSCAFG00845018273;ENSCAFG00845018293;ENSCAFG00845018305	0	NA	NA	NA	1
ENSMUSG00000097683	1	one_to_many	ENSCAFG00845018224;ENSCAFG00845018250	0	NA	NA	NA	1
ENSMUSG00000118352	0	NA	NA	1	one_to_one	lincConv	ENSCAFG00845001172	0
ENSMUSG00000110467	0	NA	NA	1	one_to_one	lincConv	ENSCAFG00845001708	0
ENSMUSG00000085892	0	NA	NA	1	one_to_many	lincConv	ENSCAFG00845004462;ENSCAFG00845004493;ENSCAFG00845004486;ENSCAFG00845004470	1
ENSMUSG00000114787	0	NA	NA	1	one_to_many	lincConv	ENSCAFG00845005320;ENSCAFG00845005325;ENSCAFG00845005315	1
ENSMUSG00000097082	0	NA	NA	1	one_to_many	lincConv	ENSCAFG00845005712;ENSCAFG00845027451	0
ENSMUSG00000101700	0	NA	NA	1	one_to_one	lincConv	ENSCAFG00845005912	1
ENSMUSG00000093535	0	NA	NA	1	one_to_one	lincConv	ENSCAFG00845016439	0
ENSMUSG00000111146	0	NA	NA	1	one_to_one	lincConv	ENSCAFG00845020052	0
ENSMUSG00000101608	0	NA	NA	1	one_to_many	lincConv	ENSCAFG00845021980;ENSCAFG00845021968	0
ENSMUSG00000087647	0	NA	NA	1	many_to_one	lincConv	ENSCAFG00845022177	0
ENSMUSG00000085740	0	NA	NA	1	many_to_one	lincConv	ENSCAFG00845022177	0
ENSMUSG00000098206	0	NA	NA	1	many_to_one	lincConv	ENSCAFG00845022979	0
ENSMUSG00000098243	0	NA	NA	1	many_to_one	lincConv	ENSCAFG00845022979	0
ENSMUSG00000120706	0	NA	NA	1	one_to_one	lincConv	ENSCAFG00845023947	0
ENSMUSG00000084802	0	NA	NA	1	one_to_one	lincConv	ENSCAFG00845028611	1
ENSMUSG00000106334	0	NA	NA	1	one_to_one	lincConv	ENSCAFG00845029051	1
ENSMUSG00000120726	0	NA	NA	1	one_to_one	lincConv	ENSCAFG00845028902	1
ENSMUSG00000117890	0	NA	NA	1	one_to_one	lincConv	ENSCAFG00845030508	1
ENSMUSG00000110634	0	NA	NA	1	one_to_one	lincDivg	ENSCAFG00845001405	1
ENSMUSG00000100711	0	NA	NA	1	many_to_many	lincDivg	ENSCAFG00845001870;ENSCAFG00845001772;ENSCAFG00845001811;ENSCAFG00845001817;ENSCAFG00845001849;ENSCAFG00845001792;ENSCAFG00845001779;ENSCAFG00845001857	0
ENSMUSG00000100182	0	NA	NA	1	many_to_many	lincDivg	ENSCAFG00845001870;ENSCAFG00845001772;ENSCAFG00845001811;ENSCAFG00845001817;ENSCAFG00845001849;ENSCAFG00845001792;ENSCAFG00845001779;ENSCAFG00845001857	0
ENSMUSG00000118020	0	NA	NA	1	one_to_one	lincDivg	ENSCAFG00845002310	1
ENSMUSG00000108311	0	NA	NA	1	many_to_many_strict	lincDivg	ENSCAFG00845002719;ENSCAFG00845002714;ENSCAFG00845002709	0
