lncRNAid_Canis_lupus_familiaris	isTable_1_Mus_musculus	orthology_type_synteny_Mus_musculus	lncRNA_synteny_id_Mus_musculus	isTable_2_Mus_musculus	orthology_type_configuration_Mus_musculus	configuration_type_configuration_Mus_musculus	lncRNA_configuration_id_Mus_musculus	isTable_3_Mus_musculus
ENSCAFG00845013292	1	one_to_many	ENSMUSG00000110382;ENSMUSG00000120585	0	NA	NA	NA	0
ENSCAFG00845015225	1	one_to_many	ENSMUSG00000085895;ENSMUSG00000120599;ENSMUSG00000120044	1	one_to_one	lncgSS.up	ENSMUSG00000120599	0
ENSCAFG00845015237	1	one_to_many	ENSMUSG00000087238;ENSMUSG00000087464;ENSMUSG00000066060	1	one_to_one	lncgDivg	ENSMUSG00000086683	0
ENSCAFG00845022473	1	many_to_one	ENSMUSG00000053420	1	one_to_one	lincDivg	ENSMUSG00000053420	0
ENSCAFG00845022478	1	many_to_one	ENSMUSG00000053420	0	NA	NA	NA	0
ENSCAFG00845022495	1	many_to_one	ENSMUSG00000053420	0	NA	NA	NA	0
ENSCAFG00845022505	1	many_to_one	ENSMUSG00000053420	0	NA	NA	NA	0
ENSCAFG00845024382	1	many_to_one	ENSMUSG00000087641	0	NA	NA	NA	1
ENSCAFG00845024399	1	many_to_one	ENSMUSG00000087641	0	NA	NA	NA	1
ENSCAFG00845024421	1	many_to_one	ENSMUSG00000087641	0	NA	NA	NA	1
ENSCAFG00845024430	1	many_to_one	ENSMUSG00000087641	0	NA	NA	NA	1
ENSCAFG00845024483	1	many_to_one	ENSMUSG00000087641	0	NA	NA	NA	0
ENSCAFG00845024372	1	many_to_one	ENSMUSG00000059027	0	NA	NA	NA	1
ENSCAFG00845024410	1	many_to_one	ENSMUSG00000059027	0	NA	NA	NA	1
ENSCAFG00845024435	1	many_to_one	ENSMUSG00000059027	0	NA	NA	NA	1
ENSCAFG00845024448	1	many_to_one	ENSMUSG00000059027	0	NA	NA	NA	1
ENSCAFG00845024460	1	many_to_one	ENSMUSG00000059027	0	NA	NA	NA	1
ENSCAFG00845027308	1	many_to_many_DifferentNumber	ENSMUSG00000085749;ENSMUSG00000086876;ENSMUSG00000087228	0	NA	NA	NA	1
ENSCAFG00845027333	1	many_to_many_DifferentNumber	ENSMUSG00000085749;ENSMUSG00000086876;ENSMUSG00000087228	0	NA	NA	NA	1
ENSCAFG00845027348	1	many_to_many_DifferentNumber	ENSMUSG00000085749;ENSMUSG00000086876;ENSMUSG00000087228	0	NA	NA	NA	1
ENSCAFG00845027362	1	many_to_many_DifferentNumber	ENSMUSG00000085749;ENSMUSG00000086876;ENSMUSG00000087228	0	NA	NA	NA	1
ENSCAFG00845027380	1	many_to_many_DifferentNumber	ENSMUSG00000085749;ENSMUSG00000086876;ENSMUSG00000087228	0	NA	NA	NA	1
ENSCAFG00845027392	1	many_to_many_DifferentNumber	ENSMUSG00000085749;ENSMUSG00000086876;ENSMUSG00000087228	0	NA	NA	NA	1
ENSCAFG00845030192	1	one_to_one	ENSMUSG00000073759	0	NA	NA	NA	1
ENSCAFG00845030198	1	many_to_many_DifferentNumber	ENSMUSG00000086087;ENSMUSG00000086955;ENSMUSG00000086978;ENSMUSG00000098760;ENSMUSG00000084757	0	NA	NA	NA	0
ENSCAFG00845030208	1	many_to_many_DifferentNumber	ENSMUSG00000086087;ENSMUSG00000086955;ENSMUSG00000086978;ENSMUSG00000098760;ENSMUSG00000084757	1	one_to_one	lncgDivg	ENSMUSG00000098760	1
ENSCAFG00845030647	1	one_to_one	ENSMUSG00000087011	0	NA	NA	NA	1
ENSCAFG00845005652	1	many_to_one	ENSMUSG00000054945	1	one_to_one	lncgDivg	ENSMUSG00000054945	1
ENSCAFG00845005677	1	many_to_one	ENSMUSG00000054945	0	NA	NA	NA	1
ENSCAFG00845005681	1	many_to_one	ENSMUSG00000054945	0	NA	NA	NA	1
ENSCAFG00845005685	1	many_to_one	ENSMUSG00000054945	0	NA	NA	NA	1
ENSCAFG00845007422	1	many_to_many_DifferentNumber	ENSMUSG00000101671;ENSMUSG00000022288;ENSMUSG00000086125	0	NA	NA	NA	1
ENSCAFG00845007429	1	many_to_many_DifferentNumber	ENSMUSG00000101671;ENSMUSG00000022288;ENSMUSG00000086125	0	NA	NA	NA	1
ENSCAFG00845008275	1	one_to_many	ENSMUSG00000101568;ENSMUSG00000115414	0	NA	NA	NA	1
ENSCAFG00845008547	1	one_to_one	ENSMUSG00000115508	1	one_to_one	lncgSS.dw	ENSMUSG00000115508	0
ENSCAFG00845010957	1	one_to_many	ENSMUSG00000116294;ENSMUSG00000069996	1	one_to_one	lincSS.up	ENSMUSG00000069996	1
ENSCAFG00845011426	1	one_to_one	ENSMUSG00000121172	0	NA	NA	NA	0
ENSCAFG00845012013	1	one_to_one	ENSMUSG00000106754	0	NA	NA	NA	1
ENSCAFG00845013254	1	one_to_one	ENSMUSG00000099958	0	NA	NA	NA	1
ENSCAFG00845014519	1	one_to_one	ENSMUSG00000107266	0	NA	NA	NA	0
ENSCAFG00845029043	1	one_to_one	ENSMUSG00000089804	0	NA	NA	NA	0
ENSCAFG00845010162	1	one_to_many	ENSMUSG00000115257;ENSMUSG00000120850	1	one_to_one	lncgSS.dw	ENSMUSG00000120850	1
ENSCAFG00845010226	1	one_to_many	ENSMUSG00000100274;ENSMUSG00000115639	1	one_to_many	lncgSS.dw	ENSMUSG00000100274;ENSMUSG00000115639	0
ENSCAFG00845021486	1	one_to_many	ENSMUSG00000115601;ENSMUSG00000115229	0	NA	NA	NA	0
ENSCAFG00845023404	1	one_to_one	ENSMUSG00000115550	0	NA	NA	NA	0
ENSCAFG00845027820	1	one_to_many	ENSMUSG00000115727;ENSMUSG00000115424	0	NA	NA	NA	0
ENSCAFG00845028123	1	one_to_many	ENSMUSG00000109371;ENSMUSG00000109062;ENSMUSG00000109215;ENSMUSG00000109064	0	NA	NA	NA	0
ENSCAFG00845028200	1	one_to_one	ENSMUSG00000109183	0	NA	NA	NA	0
ENSCAFG00845028421	1	one_to_many	ENSMUSG00000115796;ENSMUSG00000110080	0	NA	NA	NA	0
ENSCAFG00845006696	1	one_to_one	ENSMUSG00000121496	0	NA	NA	NA	1
ENSCAFG00845007260	1	one_to_one	ENSMUSG00000029837	0	NA	NA	NA	1
ENSCAFG00845012921	1	many_to_one	ENSMUSG00000120915	1	many_to_one	lncgDivg	ENSMUSG00000120915	1
ENSCAFG00845012942	1	many_to_one	ENSMUSG00000120915	1	many_to_one	lncgDivg	ENSMUSG00000120915	1
ENSCAFG00845012982	1	one_to_one	ENSMUSG00000110367	0	NA	NA	NA	1
ENSCAFG00845013297	1	many_to_one	ENSMUSG00000097726	0	NA	NA	NA	1
ENSCAFG00845013302	1	many_to_one	ENSMUSG00000097726	0	NA	NA	NA	1
ENSCAFG00845013258	1	many_to_one	ENSMUSG00000119967	0	NA	NA	NA	1
ENSCAFG00845013272	1	many_to_one	ENSMUSG00000119967	0	NA	NA	NA	1
ENSCAFG00845013315	1	many_to_one	ENSMUSG00000119967	0	NA	NA	NA	1
ENSCAFG00845014131	1	many_to_one	ENSMUSG00000121133	0	NA	NA	NA	1
ENSCAFG00845014138	1	many_to_one	ENSMUSG00000121133	0	NA	NA	NA	1
ENSCAFG00845015446	1	one_to_many	ENSMUSG00000109751;ENSMUSG00000110374;ENSMUSG00000109759	1	one_to_one	lincDivg	ENSMUSG00000109759	0
ENSCAFG00845022836	1	one_to_one	ENSMUSG00000086279	0	NA	NA	NA	1
ENSCAFG00845022855	1	one_to_one	ENSMUSG00000120575	0	NA	NA	NA	1
ENSCAFG00845022968	1	one_to_many	ENSMUSG00000110179;ENSMUSG00000110035	1	one_to_one	lincDivg	ENSMUSG00000110035	1
ENSCAFG00845023011	1	one_to_one	ENSMUSG00000109612	1	one_to_one	lincSS.up	ENSMUSG00000109612	1
ENSCAFG00845031023	1	many_to_many_sameNumber	ENSMUSG00000097406;ENSMUSG00000097484	0	NA	NA	NA	0
ENSCAFG00845031026	1	many_to_many_sameNumber	ENSMUSG00000097406;ENSMUSG00000097484	0	NA	NA	NA	0
ENSCAFG00845031021	1	many_to_one	ENSMUSG00000097563	0	NA	NA	NA	0
ENSCAFG00845031024	1	many_to_one	ENSMUSG00000097563	1	one_to_one	lncgSS.dw	ENSMUSG00000097563	0
ENSCAFG00845031055	1	one_to_one	ENSMUSG00000085058	1	one_to_one	lncgDivg	ENSMUSG00000085058	1
ENSCAFG00845031087	1	one_to_one	ENSMUSG00000120732	0	NA	NA	NA	1
ENSCAFG00845005399	1	many_to_one	ENSMUSG00000085985	0	NA	NA	NA	1
ENSCAFG00845005407	1	many_to_one	ENSMUSG00000085985	0	NA	NA	NA	1
ENSCAFG00845005413	1	many_to_one	ENSMUSG00000085985	0	NA	NA	NA	1
ENSCAFG00845007002	1	one_to_one	ENSMUSG00000098977	0	NA	NA	NA	1
ENSCAFG00845008346	1	one_to_one	ENSMUSG00000085463	1	one_to_one	lincSS.dw	ENSMUSG00000085463	1
ENSCAFG00845009975	1	one_to_many	ENSMUSG00000120888;ENSMUSG00000078706	0	NA	NA	NA	1
ENSCAFG00845010677	1	one_to_one	ENSMUSG00000085501	0	NA	NA	NA	1
ENSCAFG00845010832	1	one_to_many	ENSMUSG00000086750;ENSMUSG00000075389;ENSMUSG00000043993	1	one_to_one	lincSS.up	ENSMUSG00000075389	1
ENSCAFG00845010811	1	many_to_many_DifferentNumber	ENSMUSG00000085636;ENSMUSG00000120866	0	NA	NA	NA	1
ENSCAFG00845010820	1	many_to_many_DifferentNumber	ENSMUSG00000085636;ENSMUSG00000120866	1	many_to_one	lincDivg	ENSMUSG00000120866	1
ENSCAFG00845010842	1	many_to_many_DifferentNumber	ENSMUSG00000085636;ENSMUSG00000120866	1	many_to_one	lincDivg	ENSMUSG00000120866	1
ENSCAFG00845012067	1	one_to_one	ENSMUSG00000120033	1	one_to_one	lincConv	ENSMUSG00000120033	1
ENSCAFG00845012720	1	one_to_one	ENSMUSG00000093673	0	NA	NA	NA	1
ENSCAFG00845014061	1	many_to_one	ENSMUSG00000084887	0	NA	NA	NA	1
ENSCAFG00845014075	1	many_to_one	ENSMUSG00000084887	0	NA	NA	NA	1
ENSCAFG00845014038	1	many_to_one	ENSMUSG00000085059	0	NA	NA	NA	1
ENSCAFG00845014051	1	many_to_one	ENSMUSG00000085059	0	NA	NA	NA	1
ENSCAFG00845014054	1	many_to_one	ENSMUSG00000085059	0	NA	NA	NA	1
ENSCAFG00845014089	1	many_to_one	ENSMUSG00000085059	0	NA	NA	NA	1
ENSCAFG00845014095	1	many_to_one	ENSMUSG00000085059	0	NA	NA	NA	1
ENSCAFG00845014100	1	many_to_one	ENSMUSG00000085059	0	NA	NA	NA	1
ENSCAFG00845014107	1	many_to_one	ENSMUSG00000085059	0	NA	NA	NA	1
ENSCAFG00845014702	1	one_to_one	ENSMUSG00000120190	1	one_to_one	lncgDivg	ENSMUSG00000120190	1
ENSCAFG00845015466	1	one_to_many	ENSMUSG00000086050;ENSMUSG00000110653	0	NA	NA	NA	1
ENSCAFG00845015860	1	one_to_many	ENSMUSG00000087057;ENSMUSG00000086902;ENSMUSG00000120993	1	one_to_one	lincConv	ENSMUSG00000086902	1
ENSCAFG00845015799	1	many_to_many_sameNumber	ENSMUSG00000085104;ENSMUSG00000086859	1	many_to_many_strict	lincSS.up	ENSMUSG00000086859;ENSMUSG00000085104	1
ENSCAFG00845015826	1	many_to_many_sameNumber	ENSMUSG00000085104;ENSMUSG00000086859	1	many_to_many_strict	lincSS.up	ENSMUSG00000086859;ENSMUSG00000085104	1
ENSCAFG00845017031	1	one_to_one	ENSMUSG00000020812	1	one_to_one	lncgConv	ENSMUSG00000020812	1
ENSCAFG00845017931	1	one_to_one	ENSMUSG00000086994	0	NA	NA	NA	1
ENSCAFG00845019964	1	one_to_one	ENSMUSG00000086192	0	NA	NA	NA	1
ENSCAFG00845020376	1	one_to_one	ENSMUSG00000120559	1	one_to_one	lncgConv	ENSMUSG00000120559	1
ENSCAFG00845022560	1	one_to_one	ENSMUSG00000120012	1	one_to_one	lncgConv	ENSMUSG00000120012	0
ENSCAFG00845023898	1	one_to_one	ENSMUSG00000084930	0	NA	NA	NA	1
ENSCAFG00845028199	1	one_to_one	ENSMUSG00000084916	1	one_to_one	lncgSS.dw	ENSMUSG00000084916	0
ENSCAFG00845028462	1	many_to_one	ENSMUSG00000086761	0	NA	NA	NA	0
ENSCAFG00845028477	1	many_to_one	ENSMUSG00000086761	1	one_to_one	lncgDivg	ENSMUSG00000086268	0
ENSCAFG00845028861	1	one_to_one	ENSMUSG00000120006	0	NA	NA	NA	0
ENSCAFG00845029034	1	one_to_one	ENSMUSG00000087211	0	NA	NA	NA	1
ENSCAFG00845006233	1	one_to_many	ENSMUSG00000108025;ENSMUSG00000107022	0	NA	NA	NA	0
ENSCAFG00845006549	1	many_to_one	ENSMUSG00000113386	0	NA	NA	NA	0
ENSCAFG00845006556	1	many_to_one	ENSMUSG00000113386	1	one_to_one	lncgSS.up	ENSMUSG00000113386	0
ENSCAFG00845014606	1	one_to_one	ENSMUSG00000087356	0	NA	NA	NA	1
ENSCAFG00845017601	1	one_to_many	ENSMUSG00000108175;ENSMUSG00000108255	1	one_to_many	lncgDivg	ENSMUSG00000108255;ENSMUSG00000108175	0
ENSCAFG00845019142	1	one_to_one	ENSMUSG00000085470	0	NA	NA	NA	1
ENSCAFG00845019635	1	one_to_one	ENSMUSG00000084861	0	NA	NA	NA	0
ENSCAFG00845021189	1	one_to_one	ENSMUSG00000120672	1	one_to_one	lincDivg	ENSMUSG00000120672	1
ENSCAFG00845027005	1	one_to_many	ENSMUSG00000113608;ENSMUSG00000112967	0	NA	NA	NA	1
ENSCAFG00845028162	1	one_to_many	ENSMUSG00000113507;ENSMUSG00000101067	0	NA	NA	NA	1
ENSCAFG00845028167	1	one_to_many	ENSMUSG00000113064;ENSMUSG00000114052;ENSMUSG00000113764	0	NA	NA	NA	1
ENSCAFG00845028651	1	one_to_many	ENSMUSG00000111275;ENSMUSG00000111866;ENSMUSG00000111751	1	one_to_one	lncgDivg	ENSMUSG00000111275	1
ENSCAFG00845007440	1	one_to_one	ENSMUSG00000097548	0	NA	NA	NA	0
ENSCAFG00845009523	1	one_to_many	ENSMUSG00000107614;ENSMUSG00000107929	0	NA	NA	NA	0
ENSCAFG00845011421	1	many_to_one	ENSMUSG00000068180	0	NA	NA	NA	1
ENSCAFG00845011425	1	many_to_one	ENSMUSG00000068180	0	NA	NA	NA	1
ENSCAFG00845011510	1	one_to_one	ENSMUSG00000087114	1	one_to_one	lncgDivg	ENSMUSG00000087114	1
ENSCAFG00845012291	1	many_to_one	ENSMUSG00000107496	0	NA	NA	NA	1
ENSCAFG00845012300	1	many_to_one	ENSMUSG00000107496	0	NA	NA	NA	1
ENSCAFG00845012319	1	many_to_one	ENSMUSG00000107496	0	NA	NA	NA	1
ENSCAFG00845012707	1	many_to_many_DifferentNumber	ENSMUSG00000097462;ENSMUSG00000079462;ENSMUSG00000048636	0	NA	NA	NA	1
ENSCAFG00845012740	1	many_to_many_DifferentNumber	ENSMUSG00000097462;ENSMUSG00000079462;ENSMUSG00000048636	0	NA	NA	NA	1
ENSCAFG00845012865	1	many_to_many_DifferentNumber	ENSMUSG00000108237;ENSMUSG00000085067	0	NA	NA	NA	0
ENSCAFG00845012884	1	many_to_many_DifferentNumber	ENSMUSG00000108237;ENSMUSG00000085067	0	NA	NA	NA	0
ENSCAFG00845012891	1	many_to_many_DifferentNumber	ENSMUSG00000108237;ENSMUSG00000085067	0	NA	NA	NA	0
ENSCAFG00845012902	1	many_to_many_DifferentNumber	ENSMUSG00000108237;ENSMUSG00000085067	0	NA	NA	NA	0
ENSCAFG00845012918	1	many_to_many_DifferentNumber	ENSMUSG00000108237;ENSMUSG00000085067	0	NA	NA	NA	0
ENSCAFG00845012934	1	many_to_many_DifferentNumber	ENSMUSG00000108237;ENSMUSG00000085067	0	NA	NA	NA	0
ENSCAFG00845012947	1	many_to_many_DifferentNumber	ENSMUSG00000108237;ENSMUSG00000085067	0	NA	NA	NA	0
ENSCAFG00845012953	1	many_to_many_DifferentNumber	ENSMUSG00000108237;ENSMUSG00000085067	0	NA	NA	NA	0
ENSCAFG00845019682	1	one_to_one	ENSMUSG00000084950	1	one_to_one	lncgDivg	ENSMUSG00000084950	1
ENSCAFG00845020492	1	one_to_one	ENSMUSG00000090570	0	NA	NA	NA	1
ENSCAFG00845022376	1	many_to_one	ENSMUSG00000107999	1	one_to_one	lncgDivg	ENSMUSG00000107999	1
ENSCAFG00845022394	1	many_to_one	ENSMUSG00000107999	0	NA	NA	NA	1
ENSCAFG00845022401	1	many_to_one	ENSMUSG00000107999	0	NA	NA	NA	1
ENSCAFG00845022412	1	many_to_one	ENSMUSG00000107999	0	NA	NA	NA	1
ENSCAFG00845022425	1	many_to_one	ENSMUSG00000107999	0	NA	NA	NA	1
ENSCAFG00845022433	1	many_to_one	ENSMUSG00000107999	0	NA	NA	NA	1
ENSCAFG00845022446	1	many_to_one	ENSMUSG00000107999	0	NA	NA	NA	1
ENSCAFG00845022456	1	many_to_one	ENSMUSG00000107999	0	NA	NA	NA	1
ENSCAFG00845026073	1	one_to_one	ENSMUSG00000087317	0	NA	NA	NA	0
ENSCAFG00845026817	1	one_to_many	ENSMUSG00000120667;ENSMUSG00000097296	1	one_to_one	lincDivg	ENSMUSG00000120667	1
ENSCAFG00845026801	1	one_to_many	ENSMUSG00000120131;ENSMUSG00000097120;ENSMUSG00000120586;ENSMUSG00000120746;ENSMUSG00000120429	0	NA	NA	NA	1
ENSCAFG00845027201	1	one_to_many	ENSMUSG00000114595;ENSMUSG00000114760;ENSMUSG00000114704;ENSMUSG00000114815	1	one_to_one	lincDivg	ENSMUSG00000114815	1
ENSCAFG00845027164	1	one_to_many	ENSMUSG00000114570;ENSMUSG00000114774;ENSMUSG00000114424	1	one_to_many	lincSS.up	ENSMUSG00000114570;ENSMUSG00000114774	1
ENSCAFG00845005798	1	one_to_one	ENSMUSG00000108967	1	one_to_one	lincConv	ENSMUSG00000108967	1
ENSCAFG00845005789	1	many_to_one	ENSMUSG00000120825	0	NA	NA	NA	1
ENSCAFG00845005809	1	many_to_one	ENSMUSG00000120825	0	NA	NA	NA	1
ENSCAFG00845015375	1	many_to_one	ENSMUSG00000120825	0	NA	NA	NA	1
ENSCAFG00845015392	1	many_to_one	ENSMUSG00000120825	0	NA	NA	NA	1
ENSCAFG00845015418	1	many_to_one	ENSMUSG00000120825	0	NA	NA	NA	1
ENSCAFG00845005862	1	one_to_one	ENSMUSG00000075027	1	one_to_one	lncgDivg	ENSMUSG00000075027	0
ENSCAFG00845005873	1	one_to_many	ENSMUSG00000087559;ENSMUSG00000121187	1	one_to_one	lincSS.up	ENSMUSG00000087559	0
ENSCAFG00845005963	1	one_to_one	ENSMUSG00000085852	0	NA	NA	NA	0
ENSCAFG00845007466	1	one_to_one	ENSMUSG00000108414	0	NA	NA	NA	1
ENSCAFG00845011323	1	one_to_one	ENSMUSG00000064032	0	NA	NA	NA	1
ENSCAFG00845014571	1	one_to_one	ENSMUSG00000073778	1	one_to_one	lncgConv	ENSMUSG00000073778	0
ENSCAFG00845015156	1	one_to_one	ENSMUSG00000108977	0	NA	NA	NA	0
ENSCAFG00845017164	1	one_to_one	ENSMUSG00000086938	0	NA	NA	NA	0
ENSCAFG00845018111	1	one_to_one	ENSMUSG00000113410	0	NA	NA	NA	0
ENSCAFG00845018119	1	one_to_many	ENSMUSG00000097806;ENSMUSG00000097684	0	NA	NA	NA	0
ENSCAFG00845018566	1	many_to_many_sameNumber	ENSMUSG00000113338;ENSMUSG00000114057	1	one_to_one	lincSS.up	ENSMUSG00000114057	1
ENSCAFG00845018607	1	many_to_many_sameNumber	ENSMUSG00000113338;ENSMUSG00000114057	0	NA	NA	NA	1
ENSCAFG00845018557	1	one_to_one	ENSMUSG00000113960	0	NA	NA	NA	1
ENSCAFG00845019172	1	one_to_one	ENSMUSG00000085471	0	NA	NA	NA	0
ENSCAFG00845019583	1	one_to_one	ENSMUSG00000113100	0	NA	NA	NA	0
ENSCAFG00845019577	1	one_to_one	ENSMUSG00000113030	1	one_to_one	lncgSS.dw	ENSMUSG00000113030	0
ENSCAFG00845019697	1	many_to_one	ENSMUSG00000087069	0	NA	NA	NA	0
ENSCAFG00845019711	1	many_to_one	ENSMUSG00000087069	0	NA	NA	NA	0
ENSCAFG00845019718	1	many_to_one	ENSMUSG00000087069	0	NA	NA	NA	0
ENSCAFG00845020642	1	one_to_one	ENSMUSG00000087465	1	one_to_one	lncgDivg	ENSMUSG00000087465	0
ENSCAFG00845021588	1	one_to_one	ENSMUSG00000120441	0	NA	NA	NA	1
ENSCAFG00845023213	1	one_to_one	ENSMUSG00000121264	0	NA	NA	NA	0
ENSCAFG00845023533	1	one_to_one	ENSMUSG00000086957	0	NA	NA	NA	1
ENSCAFG00845024951	1	many_to_one	ENSMUSG00000120340	0	NA	NA	NA	0
ENSCAFG00845024960	1	many_to_one	ENSMUSG00000120340	0	NA	NA	NA	0
ENSCAFG00845026828	1	many_to_one	ENSMUSG00000112865	0	NA	NA	NA	1
ENSCAFG00845026860	1	many_to_one	ENSMUSG00000112865	0	NA	NA	NA	1
ENSCAFG00845026871	1	many_to_one	ENSMUSG00000112865	0	NA	NA	NA	1
ENSCAFG00845026882	1	many_to_one	ENSMUSG00000112865	0	NA	NA	NA	1
ENSCAFG00845027325	1	one_to_one	ENSMUSG00000052125	0	NA	NA	NA	1
ENSCAFG00845027513	1	one_to_many	ENSMUSG00000079143;ENSMUSG00000085664	1	one_to_one	lncgConv	ENSMUSG00000085664	1
ENSCAFG00845028639	1	many_to_many_sameNumber	ENSMUSG00000106269;ENSMUSG00000120367	1	one_to_one	lncgSS.up	ENSMUSG00000120367	0
ENSCAFG00845028654	1	many_to_many_sameNumber	ENSMUSG00000106269;ENSMUSG00000120367	0	NA	NA	NA	0
ENSCAFG00845006024	1	one_to_one	ENSMUSG00000120632	0	NA	NA	NA	1
ENSCAFG00845006200	1	one_to_many	ENSMUSG00000052248;ENSMUSG00000100135;ENSMUSG00000085591;ENSMUSG00000086202;ENSMUSG00000086710;ENSMUSG00000120385;ENSMUSG00000120320	0	NA	NA	NA	0
ENSCAFG00845009784	1	many_to_one	ENSMUSG00000086447	0	NA	NA	NA	0
ENSCAFG00845009801	1	many_to_one	ENSMUSG00000086447	0	NA	NA	NA	0
ENSCAFG00845020143	1	one_to_one	ENSMUSG00000109876	0	NA	NA	NA	0
ENSCAFG00845023328	1	one_to_one	ENSMUSG00000100799	0	NA	NA	NA	0
ENSCAFG00845027194	1	one_to_one	ENSMUSG00000098447	1	one_to_one	lncgDivg	ENSMUSG00000098447	1
ENSCAFG00845019292	1	one_to_one	ENSMUSG00000110814	1	one_to_one	lincDivg	ENSMUSG00000110814	1
ENSCAFG00845019279	1	one_to_one	ENSMUSG00000111598	0	NA	NA	NA	1
ENSCAFG00845019344	1	one_to_one	ENSMUSG00000120680	0	NA	NA	NA	1
ENSCAFG00845019456	1	many_to_one	ENSMUSG00000101648	0	NA	NA	NA	1
ENSCAFG00845019465	1	many_to_one	ENSMUSG00000101648	0	NA	NA	NA	1
ENSCAFG00845019479	1	many_to_one	ENSMUSG00000101648	0	NA	NA	NA	1
ENSCAFG00845019507	1	many_to_one	ENSMUSG00000101648	0	NA	NA	NA	1
ENSCAFG00845019401	1	many_to_one	ENSMUSG00000120943	0	NA	NA	NA	1
ENSCAFG00845019411	1	many_to_one	ENSMUSG00000120943	0	NA	NA	NA	1
ENSCAFG00845019422	1	many_to_one	ENSMUSG00000120943	0	NA	NA	NA	1
ENSCAFG00845019436	1	many_to_one	ENSMUSG00000120943	0	NA	NA	NA	1
ENSCAFG00845019499	1	many_to_one	ENSMUSG00000120943	0	NA	NA	NA	1
ENSCAFG00845029305	1	one_to_one	ENSMUSG00000101595	0	NA	NA	NA	1
ENSCAFG00845021917	1	one_to_one	ENSMUSG00000052724	1	one_to_one	lncgDivg	ENSMUSG00000052724	0
ENSCAFG00845025640	1	one_to_one	ENSMUSG00000111054	0	NA	NA	NA	1
ENSCAFG00845026398	1	many_to_many_DifferentNumber	ENSMUSG00000114907;ENSMUSG00000114513;ENSMUSG00000114586;ENSMUSG00000097547	0	NA	NA	NA	0
ENSCAFG00845026408	1	many_to_many_DifferentNumber	ENSMUSG00000114907;ENSMUSG00000114513;ENSMUSG00000114586;ENSMUSG00000097547	0	NA	NA	NA	0
ENSCAFG00845026418	1	many_to_many_DifferentNumber	ENSMUSG00000114907;ENSMUSG00000114513;ENSMUSG00000114586;ENSMUSG00000097547	0	NA	NA	NA	0
ENSCAFG00845026427	1	many_to_many_DifferentNumber	ENSMUSG00000114907;ENSMUSG00000114513;ENSMUSG00000114586;ENSMUSG00000097547	0	NA	NA	NA	0
ENSCAFG00845026432	1	many_to_many_DifferentNumber	ENSMUSG00000114907;ENSMUSG00000114513;ENSMUSG00000114586;ENSMUSG00000097547	0	NA	NA	NA	0
ENSCAFG00845026444	1	many_to_many_DifferentNumber	ENSMUSG00000114907;ENSMUSG00000114513;ENSMUSG00000114586;ENSMUSG00000097547	0	NA	NA	NA	0
ENSCAFG00845026455	1	many_to_many_DifferentNumber	ENSMUSG00000114907;ENSMUSG00000114513;ENSMUSG00000114586;ENSMUSG00000097547	0	NA	NA	NA	0
ENSCAFG00845026468	1	many_to_many_DifferentNumber	ENSMUSG00000114907;ENSMUSG00000114513;ENSMUSG00000114586;ENSMUSG00000097547	0	NA	NA	NA	0
ENSCAFG00845026317	1	many_to_many_sameNumber	ENSMUSG00000114390;ENSMUSG00000114794	0	NA	NA	NA	0
ENSCAFG00845026502	1	many_to_many_sameNumber	ENSMUSG00000114390;ENSMUSG00000114794	0	NA	NA	NA	0
ENSCAFG00845027655	1	one_to_one	ENSMUSG00000087167	0	NA	NA	NA	1
ENSCAFG00845027948	1	one_to_many	ENSMUSG00000102097;ENSMUSG00000101581	0	NA	NA	NA	1
ENSCAFG00845029133	1	many_to_one	ENSMUSG00000099599	0	NA	NA	NA	0
ENSCAFG00845029142	1	many_to_one	ENSMUSG00000099599	0	NA	NA	NA	0
ENSCAFG00845029247	1	one_to_one	ENSMUSG00000089709	0	NA	NA	NA	1
ENSCAFG00845029779	1	one_to_one	ENSMUSG00000086236	0	NA	NA	NA	1
ENSCAFG00845006282	1	one_to_one	ENSMUSG00000109278	0	NA	NA	NA	0
ENSCAFG00845006471	1	one_to_one	ENSMUSG00000109327	0	NA	NA	NA	1
ENSCAFG00845011442	1	one_to_one	ENSMUSG00000121235	1	one_to_one	lncgDivg	ENSMUSG00000121235	1
ENSCAFG00845011946	1	one_to_one	ENSMUSG00000098066	0	NA	NA	NA	0
ENSCAFG00845018009	1	many_to_one	ENSMUSG00000109604	1	many_to_one	lncgDivg	ENSMUSG00000109604	0
ENSCAFG00845018023	1	many_to_one	ENSMUSG00000109604	1	many_to_one	lncgDivg	ENSMUSG00000109604	0
ENSCAFG00845018038	1	many_to_one	ENSMUSG00000109604	0	NA	NA	NA	0
ENSCAFG00845018069	1	many_to_one	ENSMUSG00000109604	0	NA	NA	NA	0
ENSCAFG00845018052	1	one_to_one	ENSMUSG00000093410	0	NA	NA	NA	0
ENSCAFG00845018582	1	one_to_one	ENSMUSG00000086758	0	NA	NA	NA	0
ENSCAFG00845018649	1	many_to_one	ENSMUSG00000087544	1	many_to_one	lincConv	ENSMUSG00000087544	0
ENSCAFG00845018665	1	many_to_one	ENSMUSG00000087544	1	many_to_one	lincConv	ENSMUSG00000087544	0
ENSCAFG00845019161	1	one_to_one	ENSMUSG00000111555	0	NA	NA	NA	1
