lncRNAid_Mus_musculus	isTable_1_Homo_sapiens	orthology_type_synteny_Homo_sapiens	lncRNA_synteny_id_Homo_sapiens	isTable_2_Homo_sapiens	orthology_type_configuration_Homo_sapiens	configuration_type_configuration_Homo_sapiens	lncRNA_configuration_id_Homo_sapiens	isTable_3_Homo_sapiens	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris	sumIsTable	sumIsTable_1	sumIsTable_2	sumIsTable_3
ENSMUSG00000086311	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086312	1	many_to_one	ENSG00000226272	1	many_to_one	lncgDivg	ENSG00000226272	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000086313	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086315	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000086319	1	many_to_many_DifferentNumber	ENSG00000197176;ENSG00000258379;ENSG00000258869;ENSG00000259119;ENSG00000288034;ENSG00000259026;ENSG00000246223;ENSG00000259097	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086320	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000086321	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086324	1	one_to_one	ENSG00000287207	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086326	0	NA	NA	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845002477	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000086327	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000266947	1	0	NA	NA	0	NA	NA	NA	0	2	0	1	1
ENSMUSG00000086328	1	many_to_one	ENSG00000259434	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086329	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086330	1	many_to_many_sameNumber	ENSG00000225442;ENSG00000263624	1	many_to_many	lncgDivg	ENSG00000225442;ENSG00000287910;ENSG00000263624	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086331	1	many_to_many_sameNumber	ENSG00000272657;ENSG00000214955;ENSG00000227456	0	NA	NA	NA	1	1	many_to_many_DifferentNumber	ENSCAFG00845025710;ENSCAFG00845025720;ENSCAFG00845025747;ENSCAFG00845025769	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000086333	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086336	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086337	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086339	1	many_to_many_DifferentNumber	ENSG00000224605;ENSG00000224944;ENSG00000285961;ENSG00000261038;ENSG00000288101;ENSG00000220908	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086340	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000086341	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086342	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000086346	1	many_to_one	ENSG00000226825	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086347	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086348	0	NA	NA	1	many_to_one	lincDivg	ENSG00000234948	1	0	NA	NA	0	NA	NA	NA	0	2	0	1	1
ENSMUSG00000086349	0	NA	NA	1	many_to_many_strict	lincDivg	ENSG00000237220;ENSG00000224048	1	0	NA	NA	1	many_to_many_strict	lincDivg	ENSCAFG00845008214;ENSCAFG00845008226	1	4	0	2	2
ENSMUSG00000086350	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000287601	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000086352	1	one_to_one	ENSG00000256695	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086353	1	many_to_many_DifferentNumber	ENSG00000234940;ENSG00000268580;ENSG00000235435;ENSG00000225107;ENSG00000226218;ENSG00000287115	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086354	1	one_to_many	ENSG00000287149;ENSG00000270956;ENSG00000270277;ENSG00000271011;ENSG00000270574;ENSG00000271141;ENSG00000271401;ENSG00000267784	1	one_to_many	lncgDivg	ENSG00000270277;ENSG00000271141;ENSG00000267784;ENSG00000270574;ENSG00000270956;ENSG00000271401;ENSG00000271011	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086355	1	one_to_one	ENSG00000231193	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086356	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086358	1	one_to_one	ENSG00000286958	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086359	1	many_to_many_DifferentNumber	ENSG00000233852;ENSG00000266744;ENSG00000236088	1	many_to_one	lncgDivg	ENSG00000236088	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086360	1	many_to_one	ENSG00000246790	1	one_to_one	lncgDivg	ENSG00000246790	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086363	1	one_to_many	ENSG00000286368;ENSG00000280989;ENSG00000283480;ENSG00000287404;ENSG00000233848;ENSG00000227089;ENSG00000231754	1	one_to_many	lincDivg	ENSG00000280989;ENSG00000231754	0	1	one_to_many	ENSCAFG00845017101;ENSCAFG00845017123;ENSCAFG00845017130	1	one_to_many	lincDivg	ENSCAFG00845017101;ENSCAFG00845017123	0	4	2	2	0
ENSMUSG00000086364	1	many_to_many_DifferentNumber	ENSG00000235201;ENSG00000284977;ENSG00000289735;ENSG00000289736	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086366	1	many_to_one	ENSG00000289410	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086368	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086369	1	one_to_many	ENSG00000203620;ENSG00000269967	1	one_to_one	lincSS.up	ENSG00000203620	0	1	one_to_many	ENSCAFG00845005106;ENSCAFG00845005113	0	NA	NA	NA	1	4	2	1	1
ENSMUSG00000086370	0	NA	NA	1	one_to_many	lincDivg	ENSG00000271533;ENSG00000230590	1	0	NA	NA	1	one_to_one	lincDivg	ENSCAFG00845029920	1	4	0	2	2
ENSMUSG00000086371	1	many_to_one	ENSG00000234323	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086372	1	one_to_many	ENSG00000259087;ENSG00000289903	1	one_to_one	lncgDivg	ENSG00000259087	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086375	1	many_to_many_DifferentNumber	ENSG00000254066;ENSG00000253331;ENSG00000285549;ENSG00000253236;ENSG00000285590;ENSG00000254130	1	many_to_many	lncgDivg	ENSG00000253947;ENSG00000253713;ENSG00000254365;ENSG00000253925;ENSG00000254187;ENSG00000253527;ENSG00000253660;ENSG00000253469;ENSG00000254297	1	0	NA	NA	1	many_to_one	lncgDivg	ENSCAFG00845004019	1	5	1	2	2
ENSMUSG00000086379	1	many_to_many_DifferentNumber	ENSG00000276688;ENSG00000230563;ENSG00000266908;ENSG00000235820	1	one_to_many	lincConv	ENSG00000235820;ENSG00000230563	0	1	many_to_many_sameNumber	ENSCAFG00845028074;ENSCAFG00845028099	1	one_to_one	lincConv	ENSCAFG00845028099	0	4	2	2	0
ENSMUSG00000086381	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086384	1	many_to_one	ENSG00000233625	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000086385	1	one_to_one	ENSG00000284928	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086386	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086387	1	one_to_many	ENSG00000259268;ENSG00000276651	1	one_to_one	lncgDivg	ENSG00000276651	0	1	one_to_one	ENSCAFG00845020991	0	NA	NA	NA	1	4	2	1	1
ENSMUSG00000086389	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086390	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086391	1	one_to_one	ENSG00000226122	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000086392	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000243368	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000086395	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086396	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086401	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086402	1	many_to_many_DifferentNumber	ENSG00000248727;ENSG00000249697;ENSG00000225940;ENSG00000234553;ENSG00000289709	0	NA	NA	NA	1	1	many_to_many_DifferentNumber	ENSCAFG00845028636;ENSCAFG00845028645	0	NA	NA	NA	1	4	2	0	2
ENSMUSG00000086404	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086407	1	one_to_one	ENSG00000286444	1	one_to_one	lncgDivg	ENSG00000286444	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000086408	1	many_to_many_DifferentNumber	ENSG00000234714;ENSG00000237843	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086410	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000086411	1	one_to_one	ENSG00000234693	1	one_to_one	lncgDivg	ENSG00000234693	1	1	one_to_one	ENSCAFG00845026607	0	NA	NA	NA	1	5	2	1	2
ENSMUSG00000086413	1	one_to_many	ENSG00000237153;ENSG00000231756;ENSG00000230694;ENSG00000234779	1	one_to_one	lincDivg	ENSG00000237153	1	1	one_to_one	ENSCAFG00845013280	0	NA	NA	NA	1	5	2	1	2
ENSMUSG00000086416	1	one_to_many	ENSG00000259488;ENSG00000259235;ENSG00000259385	0	NA	NA	NA	1	1	one_to_many	ENSCAFG00845020165;ENSCAFG00845020189;ENSCAFG00845020205	0	NA	NA	NA	1	4	2	0	2
ENSMUSG00000086418	1	many_to_many_DifferentNumber	ENSG00000286951;ENSG00000289188	1	many_to_one	lncgDivg	ENSG00000286951	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086421	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086423	1	one_to_one	ENSG00000224707	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086424	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086425	1	one_to_one	ENSG00000236403	1	one_to_one	lincDivg	ENSG00000236403	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086426	1	one_to_one	ENSG00000237863	1	one_to_one	lncgDivg	ENSG00000237863	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000086427	1	one_to_one	ENSG00000240990	1	one_to_one	lncgDivg	ENSG00000240990	0	0	NA	NA	0	NA	NA	NA	1	3	1	1	1
ENSMUSG00000086428	1	many_to_one	ENSG00000272476	1	one_to_one	lncgDivg	ENSG00000272476	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086429	0	NA	NA	1	one_to_one	lncgConv	ENSG00000206573	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000086430	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000289266	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000086433	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086434	1	many_to_one	ENSG00000272476	1	one_to_one	lncgDivg	ENSG00000225174	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000086438	1	many_to_many_DifferentNumber	ENSG00000230027;ENSG00000225605	1	one_to_one	lncgDivg	ENSG00000225605	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086441	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086442	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086443	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086444	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086445	1	many_to_many_DifferentNumber	ENSG00000273474;ENSG00000225112;ENSG00000234091;ENSG00000229751;ENSG00000235410;ENSG00000285671	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086446	1	many_to_many_DifferentNumber	ENSG00000242048;ENSG00000239911;ENSG00000290095	1	many_to_many	lncgDivg	ENSG00000290095;ENSG00000239911;ENSG00000242048	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000086447	0	NA	NA	0	NA	NA	NA	0	1	one_to_many	ENSCAFG00845009784;ENSCAFG00845009801	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086448	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086449	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086450	0	NA	NA	1	many_to_many	lncgDivg	ENSG00000225181;ENSG00000287062;ENSG00000235914;ENSG00000286546;ENSG00000237832	0	0	NA	NA	0	NA	NA	NA	1	2	0	1	1
ENSMUSG00000086451	1	many_to_one	ENSG00000251298	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086453	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086454	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086455	1	many_to_one	ENSG00000253872	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086459	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086460	1	many_to_many_sameNumber	ENSG00000254226;ENSG00000286749	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845005079	0	NA	NA	NA	1	4	2	0	2
ENSMUSG00000086462	1	many_to_one	ENSG00000259434	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086464	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086468	1	many_to_many_DifferentNumber	ENSG00000230749;ENSG00000237179;ENSG00000236780;ENSG00000232688	1	one_to_one	lncgDivg	ENSG00000236780	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000086470	1	one_to_one	ENSG00000227531	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000086472	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086474	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000086475	1	many_to_one	ENSG00000254186	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086478	1	many_to_one	ENSG00000229876	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000086479	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086480	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086482	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000086483	1	one_to_many	ENSG00000266993;ENSG00000272175	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086484	1	many_to_many_sameNumber	ENSG00000288537;ENSG00000228392	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086485	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086486	1	one_to_one	ENSG00000278291	1	one_to_one	lncgDivg	ENSG00000277020	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000086487	1	many_to_many_sameNumber	ENSG00000265000;ENSG00000287457	1	many_to_many_strict	lncgDivg	ENSG00000265000;ENSG00000287457	1	0	NA	NA	0	NA	NA	NA	0	3	1	1	1
ENSMUSG00000086490	1	one_to_one	ENSG00000273098	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086491	1	many_to_many_sameNumber	ENSG00000213994;ENSG00000289934	1	many_to_one	lincSS.dw	ENSG00000289934	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086493	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086494	1	many_to_many_DifferentNumber	ENSG00000232643;ENSG00000122043	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086495	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086496	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086498	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086499	0	NA	NA	1	many_to_one	lncgDivg	ENSG00000259125	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000086500	1	one_to_many	ENSG00000227352;ENSG00000285856	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086502	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000086503	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086504	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086505	0	NA	NA	1	one_to_many	lncgDivg	ENSG00000203335;ENSG00000270114;ENSG00000286461;ENSG00000287744;ENSG00000233363;ENSG00000236408	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000086506	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000086507	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000230113	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000086509	1	many_to_many_DifferentNumber	ENSG00000258197;ENSG00000233492;ENSG00000289590;ENSG00000279082	1	many_to_many_strict	lncgDivg	ENSG00000289590;ENSG00000258197	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000086512	1	one_to_many	ENSG00000261402;ENSG00000286685	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086517	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000227145	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000086522	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086523	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086526	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086527	1	one_to_one	ENSG00000280007	1	one_to_one	lncgDivg	ENSG00000280007	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000086528	1	one_to_many	ENSG00000254003;ENSG00000228113	1	one_to_one	lncgDivg	ENSG00000254003	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086529	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086531	1	many_to_many_DifferentNumber	ENSG00000286954;ENSG00000235743;ENSG00000290589	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086533	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086536	1	many_to_many_sameNumber	ENSG00000225442;ENSG00000263624	1	many_to_many	lncgDivg	ENSG00000225442;ENSG00000287910;ENSG00000263624	1	0	NA	NA	0	NA	NA	NA	0	3	1	1	1
ENSMUSG00000086537	1	many_to_many_DifferentNumber	ENSG00000268649;ENSG00000268333;ENSG00000235590	1	one_to_many	lncgDivg	ENSG00000268333;ENSG00000225806;ENSG00000235590;ENSG00000270951	1	0	NA	NA	0	NA	NA	NA	0	3	1	1	1
ENSMUSG00000086539	1	one_to_one	ENSG00000259673	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086541	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000248690	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000086542	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086544	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086546	1	many_to_many_DifferentNumber	ENSG00000236449;ENSG00000226853	1	many_to_one	lncgDivg	ENSG00000226853	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000086547	1	many_to_many_sameNumber	ENSG00000262343;ENSG00000262585	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086548	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086549	1	one_to_many	ENSG00000285812;ENSG00000223823;ENSG00000272141	1	one_to_one	lncgSS.up	ENSG00000272141	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086550	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000086552	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086554	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000229444	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000086555	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000229854	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000086556	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086558	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086559	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086560	0	NA	NA	1	many_to_many_strict	lncgDivg	ENSG00000286502;ENSG00000204011	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000086563	1	many_to_many_sameNumber	ENSG00000230725;ENSG00000286472	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000086565	1	many_to_one	ENSG00000177133	1	many_to_many_strict	lncgDivg	ENSG00000286518;ENSG00000272235;ENSG00000287828;ENSG00000177133;ENSG00000226286	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000086569	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086573	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000086575	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086576	0	NA	NA	0	NA	NA	NA	1	1	many_to_many_sameNumber	ENSCAFG00845019586;ENSCAFG00845019618;ENSCAFG00845019650;ENSCAFG00845019794	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086578	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000086582	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000240889	1	0	NA	NA	0	NA	NA	NA	0	2	0	1	1
ENSMUSG00000086584	1	one_to_many	ENSG00000285741;ENSG00000229403;ENSG00000286987;ENSG00000286908;ENSG00000287039;ENSG00000288798	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000086585	1	many_to_one	ENSG00000243818	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000086586	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000264044	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000086588	1	many_to_many_sameNumber	ENSG00000285535;ENSG00000267263;ENSG00000286534;ENSG00000267665;ENSG00000267506	1	many_to_many	lincSS.dw	ENSG00000285535;ENSG00000286534;ENSG00000267506;ENSG00000267665	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
