PCG.Canis_lupus_familiaris	lncRNA.Canis_lupus_familiaris	conf.Canis_lupus_familiaris	class.Canis_lupus_familiaris	distance.Canis_lupus_familiaris	PCG.Homo_sapiens	lncRNA.Homo_sapiens	conf.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens
ENSCAFG00845028965	ENSCAFG00845028831	lincDivg	1.1.1	6069	ENSG00000147481	ENSG00000253484	lincDivg	1.1.1	88845
ENSCAFG00845028965	ENSCAFG00845028807	lincDivg	1.1.1	39239	ENSG00000147481	ENSG00000253484	lincDivg	1.1.1	88845
ENSCAFG00845028965	ENSCAFG00845028793	lincDivg	1.1.1	56480	ENSG00000147481	ENSG00000253484	lincDivg	1.1.1	88845
ENSCAFG00845028965	ENSCAFG00845028825	lincDivg	1.1.1	25639	ENSG00000147481	ENSG00000253484	lincDivg	1.1.1	88845
ENSCAFG00845028965	ENSCAFG00845028784	lincDivg	1.1.1	70734	ENSG00000147481	ENSG00000253484	lincDivg	1.1.1	88845
ENSCAFG00845028983	ENSCAFG00845028960	lncgSS.up	n.1.1	1146	ENSG00000157551	ENSG00000198054	lncgSS.up	n.1.1	0
ENSCAFG00845029008	ENSCAFG00845028986	lncgDivg	1.1.1	3505	ENSG00000122547	ENSG00000229679	lncgDivg	1.1.1	0
ENSCAFG00845029017	ENSCAFG00845029043	lincSS.up	1.1.1	8991	ENSG00000120963	ENSG00000253679	lincSS.up	1.1.1	55348
ENSCAFG00845029017	ENSCAFG00845029043	lincSS.up	1.1.1	8991	ENSG00000120963	ENSG00000287479	lincSS.up	1.1.1	69232
ENSCAFG00845029019	ENSCAFG00845029152	lincDivg	n.1.1	14645	ENSG00000061936	ENSG00000256424	lincDivg	1.1.1	49258
ENSCAFG00845029019	ENSCAFG00845029152	lincDivg	n.1.1	14645	ENSG00000061936	ENSG00000256258	lincDivg	1.1.1	87878
ENSCAFG00845029058	ENSCAFG00845029020	lncgDivg	1.1.1	1244	ENSG00000140481	ENSG00000277749	lncgDivg	1.1.1	0
ENSCAFG00845029066	ENSCAFG00845029078	lincDivg	1.1.1	90377	ENSG00000169067	ENSG00000249436	lincDivg	n.1.1	91216
ENSCAFG00845029113	ENSCAFG00845029145	lncgDivg	1.1.1	24	ENSG00000148680	ENSG00000289580	lncgDivg	n.1.1	0
ENSCAFG00845029146	ENSCAFG00845029119	lncgSS.up	1.1.1	224	ENSG00000163714	ENSG00000241570	lncgSS.up	n.n.n	0
ENSCAFG00845029239	ENSCAFG00845029247	lncgSS.dw	1.1.1	447	ENSG00000175040	ENSG00000241679	lncgSS.dw	n.n.1	0
ENSCAFG00845029309	ENSCAFG00845029182	lincSS.dw	1.1.1	49769	ENSG00000111452	ENSG00000204603	lincSS.dw	n.1.1	23542
ENSCAFG00845029330	ENSCAFG00845029373	lncgDivg	1.1.1	863	ENSG00000138138	ENSG00000290782	lncgDivg	n.n.1	0
ENSCAFG00845029408	ENSCAFG00845029487	lincSS.dw	1.1.1	40993	ENSG00000091656	ENSG00000253416	lincSS.dw	1.1.1	37310
ENSCAFG00845029501	ENSCAFG00845029460	lncgSS.dw	1.1.1	527	ENSG00000153250	ENSG00000285373	lncgSS.dw	n.1.1	271
ENSCAFG00845029509	ENSCAFG00845029475	lncgDivg	1.1.1	69	ENSG00000198162	ENSG00000271427	lncgDivg	1.1.1	1976
ENSCAFG00845029531	ENSCAFG00845029547	lncgSS.dw	1.1.1	2208	ENSG00000171033	ENSG00000260398	lncgSS.dw	1.1.1	685
ENSCAFG00845029549	ENSCAFG00845029510	lincSS.up	1.1.1	11995	ENSG00000179361	ENSG00000261775	lincSS.up	1.1.1	24247
ENSCAFG00845029599	ENSCAFG00845029407	lncgDivg	n.1.1	123	ENSG00000149970	ENSG00000283380	lncgDivg	n.1.1	0
ENSCAFG00845029599	ENSCAFG00845029407	lncgDivg	n.1.1	123	ENSG00000149970	ENSG00000288832	lncgDivg	1.1.1	0
ENSCAFG00845029625	ENSCAFG00845029601	lncgConv	1.1.1	435	ENSG00000164099	ENSG00000269893	lncgConv	n.n.1	0
ENSCAFG00845029643	ENSCAFG00845029620	lncgDivg	1.1.1	659	ENSG00000090661	ENSG00000271717	lncgDivg	1.1.1	0
ENSCAFG00845029693	ENSCAFG00845029702	lncgDivg	1.1.1	136	ENSG00000100109	ENSG00000261188	lncgDivg	n.n.1	0
ENSCAFG00845029700	ENSCAFG00845029687	lncgDivg	1.1.1	21	ENSG00000163607	ENSG00000272844	lncgDivg	1.1.1	0
ENSCAFG00845029704	ENSCAFG00845029719	lncgConv	1.1.1	1405	ENSG00000168427	ENSG00000279484	lncgConv	n.n.1	0
ENSCAFG00845029711	ENSCAFG00845029682	lncgDivg	1.1.1	455	ENSG00000185942	ENSG00000285971	lncgDivg	1.1.1	0
ENSCAFG00845029711	ENSCAFG00845029682	lncgDivg	1.1.1	455	ENSG00000185942	ENSG00000287105	lncgDivg	1.1.1	0
ENSCAFG00845029711	ENSCAFG00845029682	lncgDivg	1.1.1	455	ENSG00000185942	ENSG00000254050	lncgDivg	1.1.1	0
ENSCAFG00845029718	ENSCAFG00845005873	lincSS.up	1.1.1	28403	ENSG00000019485	ENSG00000287984	lincSS.up	1.1.1	51753
ENSCAFG00845029791	ENSCAFG00845029810	lncgDivg	1.1.1	132	ENSG00000137563	ENSG00000253121	lncgDivg	1.1.1	0
ENSCAFG00845029791	ENSCAFG00845029816	lncgDivg	1.1.1	2584	ENSG00000137563	ENSG00000253121	lncgDivg	1.1.1	0
ENSCAFG00845029867	ENSCAFG00845029891	lncgConv	1.1.1	2062	ENSG00000151532	ENSG00000285676	lncgConv	n.n.1	0
ENSCAFG00845029867	ENSCAFG00845029885	lncgSS.dw	1.1.1	2060	ENSG00000151532	ENSG00000260917	lncgSS.dw	1.1.1	4746
ENSCAFG00845029957	ENSCAFG00845029920	lincDivg	n.1.1	11907	ENSG00000187969	ENSG00000271533	lincDivg	1.1.1	90520
ENSCAFG00845029957	ENSCAFG00845029920	lincDivg	n.1.1	11907	ENSG00000187969	ENSG00000230590	lincDivg	n.1.1	10606
ENSCAFG00845030032	ENSCAFG00845030054	lncgSS.dw	1.1.1	1102	ENSG00000182240	ENSG00000224388	lncgSS.dw	1.1.1	0
ENSCAFG00845030101	ENSCAFG00845030113	lincConv	1.1.1	5689	ENSG00000174013	ENSG00000286661	lincConv	1.1.1	9490
ENSCAFG00845030131	ENSCAFG00845030117	lincDivg	1.1.1	9384	ENSG00000174004	ENSG00000232065	lincDivg	1.1.1	6994
ENSCAFG00845030187	ENSCAFG00845030252	lincConv	1.1.1	97404	ENSG00000065802	ENSG00000225493	lincConv	1.1.1	58440
ENSCAFG00845030221	ENSCAFG00845030208	lncgDivg	n.1.1	62912	ENSG00000185668	ENSG00000224592	lncgDivg	n.1.1	521
ENSCAFG00845030270	ENSCAFG00845030254	lincDivg	1.1.1	72938	ENSG00000139174	ENSG00000257114	lincDivg	n.1.1	96840
ENSCAFG00845030270	ENSCAFG00845030254	lincDivg	1.1.1	72938	ENSG00000139174	ENSG00000257164	lincDivg	n.1.1	56228
ENSCAFG00845030270	ENSCAFG00845030257	lincSS.up	1.1.1	94063	ENSG00000139174	ENSG00000257510	lincSS.up	n.1.1	24866
ENSCAFG00845030270	ENSCAFG00845030262	lincSS.up	1.1.1	40483	ENSG00000139174	ENSG00000257510	lincSS.up	n.1.1	24866
ENSCAFG00845030375	ENSCAFG00845030545	lncgConv	1.1.1	1368	ENSG00000151067	ENSG00000256150	lncgConv	n.1.n	0
ENSCAFG00845030375	ENSCAFG00845030542	lncgSS.dw	1.1.1	1365	ENSG00000151067	ENSG00000256721	lncgSS.dw	1.1.1	0
ENSCAFG00845030375	ENSCAFG00845030542	lncgSS.dw	1.1.1	1365	ENSG00000151067	ENSG00000203593	lncgSS.dw	1.1.1	0
ENSCAFG00845030375	ENSCAFG00845030542	lncgSS.dw	1.1.1	1365	ENSG00000151067	ENSG00000256837	lncgSS.dw	1.1.1	0
ENSCAFG00845030505	ENSCAFG00845030524	lncgDivg	1.1.1	2248	ENSG00000165966	ENSG00000257228	lncgDivg	n.n.1	0
ENSCAFG00845030657	ENSCAFG00845030678	lncgDivg	1.1.1	2768	ENSG00000144504	ENSG00000287049	lncgDivg	1.1.1	0
ENSCAFG00845030681	ENSCAFG00845030688	lincSS.up	1.1.1	7711	ENSG00000118971	ENSG00000289105	lincSS.up	1.1.1	60948
ENSCAFG00845030708	ENSCAFG00845030744	lncgDivg	1.1.1	4648	ENSG00000138606	ENSG00000259519	lncgDivg	1.1.1	0
ENSCAFG00845030708	ENSCAFG00845030742	lncgSS.up	1.1.1	2258	ENSG00000138606	ENSG00000259932	lncgSS.up	1.1.1	0
ENSCAFG00845030708	ENSCAFG00845030742	lncgSS.up	1.1.1	2258	ENSG00000138606	ENSG00000260035	lncgSS.up	1.1.1	0
ENSCAFG00845030859	ENSCAFG00845030880	lincSS.dw	1.1.1	16899	ENSG00000165832	ENSG00000236799	lincSS.dw	1.1.1	16981
ENSCAFG00845030859	ENSCAFG00845030878	lincSS.dw	1.1.1	6255	ENSG00000165832	ENSG00000236799	lincSS.dw	1.1.1	16981
ENSCAFG00845031029	ENSCAFG00845031023	lincConv	1.1.1	5199	ENSG00000261115	ENSG00000261797	lincConv	1.1.1	32318
ENSCAFG00845031062	ENSCAFG00845031055	lncgDivg	1.1.1	2201	ENSG00000146966	ENSG00000285904	lncgDivg	1.1.1	0
