PCG.Mus_musculus	lncRNA.Mus_musculus	conf.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	PCG.Homo_sapiens	lncRNA.Homo_sapiens	conf.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens
ENSMUSG00000024922	ENSMUSG00000117861	lncgDivg	1.1.1	0	ENSG00000172818	ENSG00000255120	lncgDivg	n.n.1	0
ENSMUSG00000024927	ENSMUSG00000120141	lncgDivg	1.1.1	113	ENSG00000173039	ENSG00000285533	lncgDivg	n.n.1	0
ENSMUSG00000024941	ENSMUSG00000092341	lincSS.up	n.1.1	24270	ENSG00000142186	ENSG00000251562	lincSS.up	n.1.1	18561
ENSMUSG00000024941	ENSMUSG00000092341	lincSS.up	n.1.1	24270	ENSG00000142186	ENSG00000286756	lincSS.up	n.1.1	36181
ENSMUSG00000024942	ENSMUSG00000097404	lncgDivg	1.1.1	0	ENSG00000014216	ENSG00000254614	lncgDivg	n.1.1	0
ENSMUSG00000024998	ENSMUSG00000101079	lncgDivg	1.1.1	0	ENSG00000138193	ENSG00000232913	lncgDivg	n.1.1	0
ENSMUSG00000024998	ENSMUSG00000101079	lncgDivg	1.1.1	0	ENSG00000138193	ENSG00000268894	lncgDivg	n.1.1	0
ENSMUSG00000024998	ENSMUSG00000101079	lncgDivg	1.1.1	0	ENSG00000138193	ENSG00000228553	lncgDivg	1.1.1	0
ENSMUSG00000024998	ENSMUSG00000101079	lncgDivg	1.1.1	0	ENSG00000138193	ENSG00000273450	lncgDivg	1.1.1	0
ENSMUSG00000025025	ENSMUSG00000118369	lncgDivg	n.1.1	0	ENSG00000119950	ENSG00000228417	lncgDivg	1.1.1	0
ENSMUSG00000025060	ENSMUSG00000086121	lncgDivg	1.1.1	0	ENSG00000065613	ENSG00000289745	lncgDivg	n.1.1	265
ENSMUSG00000025060	ENSMUSG00000118206	lncgDivg	1.1.1	0	ENSG00000065613	ENSG00000289745	lncgDivg	n.1.1	265
ENSMUSG00000025085	ENSMUSG00000117684	lncgDivg	1.1.1	0	ENSG00000099204	ENSG00000228484	lncgDivg	n.n.1	0
ENSMUSG00000025086	ENSMUSG00000118178	lincSS.dw	1.1.1	31252	ENSG00000165832	ENSG00000236799	lincSS.dw	1.1.1	16981
ENSMUSG00000025086	ENSMUSG00000117655	lincSS.dw	n.1.1	17559	ENSG00000165832	ENSG00000236799	lincSS.dw	1.1.1	16981
ENSMUSG00000025094	ENSMUSG00000101630	lncgDivg	1.1.1	0	ENSG00000165646	ENSG00000277879	lncgDivg	1.1.1	0
ENSMUSG00000025094	ENSMUSG00000101630	lncgDivg	1.1.1	0	ENSG00000165646	ENSG00000225936	lncgDivg	n.n.1	0
ENSMUSG00000025102	ENSMUSG00000109485	lncgDivg	1.1.1	0	ENSG00000169609	ENSG00000288850	lncgDivg	1.1.1	116
ENSMUSG00000025130	ENSMUSG00000120443	lncgDivg	1.1.1	140	ENSG00000185624	ENSG00000262831	lncgDivg	1.1.1	0
ENSMUSG00000025162	ENSMUSG00000100629	lncgDivg	1.1.1	0	ENSG00000141551	ENSG00000287737	lncgDivg	n.1.1	131
ENSMUSG00000025162	ENSMUSG00000100629	lncgDivg	1.1.1	0	ENSG00000141551	ENSG00000275888	lncgDivg	1.1.1	0
ENSMUSG00000025162	ENSMUSG00000120010	lncgDivg	1.1.1	88	ENSG00000141551	ENSG00000287737	lncgDivg	n.1.1	131
ENSMUSG00000025162	ENSMUSG00000120010	lncgDivg	1.1.1	88	ENSG00000141551	ENSG00000275888	lncgDivg	1.1.1	0
ENSMUSG00000025188	ENSMUSG00000090235	lncgDivg	n.1.1	0	ENSG00000107521	ENSG00000287261	lncgDivg	n.1.1	0
ENSMUSG00000025190	ENSMUSG00000118221	lncgDivg	1.1.1	3707	ENSG00000120053	ENSG00000224934	lncgDivg	n.1.1	1009
ENSMUSG00000025195	ENSMUSG00000118000	lncgDivg	1.1.1	0	ENSG00000107554	ENSG00000227695	lncgDivg	n.1.1	0
ENSMUSG00000025213	ENSMUSG00000120787	lncgDivg	1.1.1	56	ENSG00000107821	ENSG00000288844	lncgDivg	1.1.1	0
ENSMUSG00000025213	ENSMUSG00000120787	lncgDivg	1.1.1	56	ENSG00000107821	ENSG00000273162	lncgDivg	1.1.1	984
ENSMUSG00000025217	ENSMUSG00000100417	lincDivg	n.1.1	25299	ENSG00000166167	ENSG00000230967	lincDivg	1.1.1	30639
ENSMUSG00000025217	ENSMUSG00000102057	lincSS.up	1.1.1	45305	ENSG00000166167	ENSG00000225208	lincSS.up	1.1.1	42528
ENSMUSG00000025236	ENSMUSG00000110789	lincDivg	1.1.1	56487	ENSG00000159322	ENSG00000285729	lincDivg	1.1.1	72508
ENSMUSG00000025245	ENSMUSG00000090608	lncgConv	1.1.1	0	ENSG00000163818	ENSG00000288720	lncgConv	n.n.n	0
ENSMUSG00000025255	ENSMUSG00000086224	lncgDivg	n.1.1	0	ENSG00000091656	ENSG00000253661	lncgDivg	n.n.1	0
ENSMUSG00000025314	ENSMUSG00000085471	lncgDivg	n.1.1	0	ENSG00000149177	ENSG00000254879	lncgDivg	1.1.1	0
ENSMUSG00000025340	ENSMUSG00000119946	lncgDivg	1.1.1	17	ENSG00000154710	ENSG00000272831	lncgDivg	1.1.1	0
ENSMUSG00000025366	ENSMUSG00000100548	lncgDivg	n.n.n	0	ENSG00000139641	ENSG00000258317	lncgDivg	n.1.n	0
ENSMUSG00000025371	ENSMUSG00000120604	lncgDivg	1.1.1	0	ENSG00000176108	ENSG00000263218	lncgDivg	n.1.1	0
ENSMUSG00000025372	ENSMUSG00000085207	lncgDivg	n.1.1	140	ENSG00000175866	ENSG00000226137	lncgDivg	n.1.1	241
ENSMUSG00000025423	ENSMUSG00000119947	lncgDivg	1.1.1	40	ENSG00000078043	ENSG00000289168	lncgDivg	n.1.1	0
ENSMUSG00000025425	ENSMUSG00000073532	lncgDivg	n.1.1	0	ENSG00000101638	ENSG00000270112	lncgDivg	n.n.1	0
ENSMUSG00000025436	ENSMUSG00000120565	lincDivg	1.1.1	27118	ENSG00000166896	ENSG00000245651	lincDivg	n.n.n	11120
ENSMUSG00000025544	ENSMUSG00000115121	lincDivg	n.1.1	15812	ENSG00000125304	ENSG00000285448	lincDivg	1.1.1	13609
ENSMUSG00000025544	ENSMUSG00000085615	lncgDivg	n.1.1	55	ENSG00000125304	ENSG00000203441	lncgDivg	1.1.1	0
ENSMUSG00000025544	ENSMUSG00000085615	lncgDivg	n.1.1	55	ENSG00000125304	ENSG00000280734	lncgDivg	n.n.1	0
ENSMUSG00000025545	ENSMUSG00000115263	lncgConv	1.1.1	0	ENSG00000125246	ENSG00000286757	lncgConv	n.n.n	0
ENSMUSG00000025545	ENSMUSG00000100585	lncgDivg	1.1.1	0	ENSG00000125246	ENSG00000227659	lncgDivg	1.1.1	0
ENSMUSG00000025545	ENSMUSG00000100585	lncgDivg	1.1.1	0	ENSG00000125246	ENSG00000288581	lncgDivg	1.1.1	0
ENSMUSG00000025545	ENSMUSG00000100585	lncgDivg	1.1.1	0	ENSG00000125246	ENSG00000234303	lncgDivg	n.1.1	0
ENSMUSG00000025551	ENSMUSG00000099994	lncgDivg	1.1.1	0	ENSG00000102466	ENSG00000272143	lncgDivg	1.1.1	0
ENSMUSG00000025551	ENSMUSG00000099994	lncgDivg	1.1.1	0	ENSG00000102466	ENSG00000234445	lncgDivg	n.1.1	0
ENSMUSG00000025551	ENSMUSG00000099994	lncgDivg	1.1.1	0	ENSG00000102466	ENSG00000276012	lncgDivg	1.1.1	0
ENSMUSG00000025551	ENSMUSG00000101445	lncgDivg	1.1.1	0	ENSG00000102466	ENSG00000272143	lncgDivg	1.1.1	0
ENSMUSG00000025551	ENSMUSG00000101445	lncgDivg	1.1.1	0	ENSG00000102466	ENSG00000234445	lncgDivg	n.1.1	0
ENSMUSG00000025551	ENSMUSG00000101445	lncgDivg	1.1.1	0	ENSG00000102466	ENSG00000276012	lncgDivg	1.1.1	0
ENSMUSG00000025555	ENSMUSG00000085133	lncgSS.dw	1.1.1	0	ENSG00000152767	ENSG00000269189	lncgSS.dw	1.1.1	0
ENSMUSG00000025576	ENSMUSG00000085059	lncgDivg	1.1.1	0	ENSG00000167281	ENSG00000266711	lncgDivg	1.1.1	0
ENSMUSG00000025576	ENSMUSG00000084887	lncgSS.up	1.1.1	0	ENSG00000167281	ENSG00000263278	lncgSS.up	n.1.1	0
ENSMUSG00000025582	ENSMUSG00000087675	lncgDivg	1.1.1	877	ENSG00000171246	ENSG00000290024	lncgDivg	1.1.1	0
ENSMUSG00000025583	ENSMUSG00000085081	lncgDivg	1.1.1	0	ENSG00000141564	ENSG00000262313	lncgDivg	1.1.1	0
ENSMUSG00000025583	ENSMUSG00000085081	lncgDivg	1.1.1	0	ENSG00000141564	ENSG00000287403	lncgDivg	1.1.1	0
ENSMUSG00000025583	ENSMUSG00000085081	lncgDivg	1.1.1	0	ENSG00000141564	ENSG00000262662	lncgDivg	1.1.1	0
ENSMUSG00000025583	ENSMUSG00000085081	lncgDivg	1.1.1	0	ENSG00000141564	ENSG00000262833	lncgDivg	1.1.1	0
ENSMUSG00000025607	ENSMUSG00000121179	lncgDivg	1.1.1	0	ENSG00000158623	ENSG00000270953	lncgDivg	1.1.1	0
ENSMUSG00000025607	ENSMUSG00000121179	lncgDivg	1.1.1	0	ENSG00000158623	ENSG00000286214	lncgDivg	1.1.1	0
ENSMUSG00000025609	ENSMUSG00000086212	lncgDivg	n.1.1	0	ENSG00000128585	ENSG00000231721	lncgDivg	n.n.n	0
ENSMUSG00000025609	ENSMUSG00000086212	lncgDivg	n.1.1	0	ENSG00000128585	ENSG00000236753	lncgDivg	n.n.1	0
ENSMUSG00000025613	ENSMUSG00000093606	lncgDivg	n.1.1	119	ENSG00000156261	ENSG00000286018	lncgDivg	1.1.1	0
ENSMUSG00000025746	ENSMUSG00000105439	lncgDivg	n.1.1	4316	ENSG00000136244	ENSG00000179428	lncgDivg	1.1.1	0
ENSMUSG00000025774	ENSMUSG00000109887	lincSS.dw	n.1.1	56135	ENSG00000124812	ENSG00000226707	lincSS.dw	1.1.1	9475
ENSMUSG00000025776	ENSMUSG00000085125	lncgDivg	n.1.1	0	ENSG00000121005	ENSG00000254238	lncgDivg	1.1.1	0
ENSMUSG00000025812	ENSMUSG00000120963	lncgDivg	1.1.1	0	ENSG00000148498	ENSG00000226386	lncgDivg	1.1.1	442
ENSMUSG00000025856	ENSMUSG00000075585	lncgDivg	n.1.1	0	ENSG00000197461	ENSG00000223855	lncgDivg	n.1.1	2183
ENSMUSG00000025862	ENSMUSG00000120132	lncgDivg	1.1.1	280	ENSG00000101972	ENSG00000232412	lncgDivg	1.1.1	0
ENSMUSG00000025876	ENSMUSG00000085896	lincSS.up	1.1.1	34932	ENSG00000113763	ENSG00000248859	lincSS.up	1.1.1	66648
ENSMUSG00000025876	ENSMUSG00000100728	lincSS.up	1.1.1	61398	ENSG00000113763	ENSG00000248859	lincSS.up	1.1.1	66648
ENSMUSG00000025902	ENSMUSG00000104328	lincSS.up	1.1.1	85775	ENSG00000164736	ENSG00000286471	lincSS.up	1.1.1	63065
ENSMUSG00000025907	ENSMUSG00000090031	lncgDivg	n.n.1	0	ENSG00000023287	ENSG00000271555	lncgDivg	1.1.1	0
ENSMUSG00000025907	ENSMUSG00000090031	lncgDivg	n.n.1	0	ENSG00000023287	ENSG00000288818	lncgDivg	1.1.1	0
ENSMUSG00000025920	ENSMUSG00000100868	lncgConv	1.1.1	0	ENSG00000040341	ENSG00000253302	lncgConv	n.1.1	0
ENSMUSG00000025920	ENSMUSG00000089982	lncgDivg	n.1.1	0	ENSG00000040341	ENSG00000254538	lncgDivg	n.1.1	0
ENSMUSG00000025956	ENSMUSG00000100437	lincDivg	1.1.1	32693	ENSG00000144401	ENSG00000224137	lincDivg	n.n.n	36447
ENSMUSG00000025959	ENSMUSG00000101895	lincSS.up	1.1.1	63709	ENSG00000118263	ENSG00000240440	lincSS.up	1.1.1	61443
ENSMUSG00000025959	ENSMUSG00000101895	lincSS.up	1.1.1	63709	ENSG00000118263	ENSG00000234902	lincSS.up	n.1.1	12861
ENSMUSG00000025959	ENSMUSG00000086836	lncgDivg	1.1.1	0	ENSG00000118263	ENSG00000229647	lncgDivg	n.n.1	0
ENSMUSG00000025959	ENSMUSG00000086836	lncgDivg	1.1.1	0	ENSG00000118263	ENSG00000224342	lncgDivg	1.1.1	0
ENSMUSG00000025969	ENSMUSG00000100811	lncgDivg	1.1.1	0	ENSG00000118257	ENSG00000225216	lncgDivg	n.1.1	0
ENSMUSG00000025978	ENSMUSG00000097649	lncgDivg	n.1.1	0	ENSG00000162944	ENSG00000287858	lncgDivg	1.1.1	0
ENSMUSG00000025997	ENSMUSG00000099804	lincConv	1.1.1	87130	ENSG00000030419	ENSG00000223373	lincConv	1.1.1	79882
ENSMUSG00000025997	ENSMUSG00000100354	lincSS.dw	1.1.1	37426	ENSG00000030419	ENSG00000286965	lincSS.dw	1.1.1	62171
ENSMUSG00000025997	ENSMUSG00000099954	lncgSS.up	1.1.1	0	ENSG00000030419	ENSG00000236193	lncgSS.up	1.1.1	3379
ENSMUSG00000025997	ENSMUSG00000100815	lncgSS.up	1.1.1	0	ENSG00000030419	ENSG00000236193	lncgSS.up	1.1.1	3379
ENSMUSG00000026078	ENSMUSG00000104188	lincConv	1.1.1	51410	ENSG00000115539	ENSG00000287832	lincConv	1.1.1	65705
ENSMUSG00000026078	ENSMUSG00000104188	lincConv	1.1.1	51410	ENSG00000115539	ENSG00000234169	lincConv	1.1.1	93153
ENSMUSG00000026082	ENSMUSG00000102716	lncgDivg	1.1.1	2282	ENSG00000135945	ENSG00000273306	lncgDivg	1.1.1	0
ENSMUSG00000026107	ENSMUSG00000120049	lncgDivg	1.1.1	153	ENSG00000173559	ENSG00000288900	lncgDivg	1.1.1	205
ENSMUSG00000026131	ENSMUSG00000096992	lncgDivg	n.1.1	0	ENSG00000151914	ENSG00000231441	lncgDivg	n.n.1	0
ENSMUSG00000026142	ENSMUSG00000100786	lncgDivg	1.1.1	0	ENSG00000144468	ENSG00000290086	lncgDivg	1.1.1	0
ENSMUSG00000026158	ENSMUSG00000097970	lincConv	1.1.1	74489	ENSG00000119900	ENSG00000233237	lincConv	n.1.1	34368
ENSMUSG00000026158	ENSMUSG00000100775	lincConv	1.1.1	72349	ENSG00000119900	ENSG00000233237	lincConv	n.1.1	34368
ENSMUSG00000026181	ENSMUSG00000116823	lncgDivg	1.1.1	0	ENSG00000100034	ENSG00000224086	lncgDivg	n.n.n	0
ENSMUSG00000026193	ENSMUSG00000073652	lncgDivg	n.n.1	0	ENSG00000115414	ENSG00000230695	lncgDivg	n.1.1	180
ENSMUSG00000026204	ENSMUSG00000101840	lncgDivg	1.1.1	0	ENSG00000054356	ENSG00000230432	lncgDivg	1.1.1	0
ENSMUSG00000026235	ENSMUSG00000120831	lincDivg	1.1.1	7236	ENSG00000116106	ENSG00000234446	lincDivg	n.1.1	35122
ENSMUSG00000026235	ENSMUSG00000101849	lncgDivg	1.1.1	192	ENSG00000116106	ENSG00000272944	lncgDivg	1.1.1	0
ENSMUSG00000026238	ENSMUSG00000119944	lncgDivg	1.1.1	464	ENSG00000187514	ENSG00000289018	lncgDivg	1.1.1	0
ENSMUSG00000026238	ENSMUSG00000120832	lncgDivg	1.1.1	1443	ENSG00000187514	ENSG00000289018	lncgDivg	1.1.1	0
ENSMUSG00000026260	ENSMUSG00000120000	lincConv	n.1.1	45377	ENSG00000130414	ENSG00000220256	lincConv	n.1.1	67686
ENSMUSG00000026277	ENSMUSG00000100927	lncgDivg	1.1.1	0	ENSG00000115694	ENSG00000289555	lncgDivg	1.1.1	0
ENSMUSG00000026283	ENSMUSG00000121025	lncgDivg	1.1.1	174	ENSG00000168395	ENSG00000235351	lncgDivg	1.1.1	0
ENSMUSG00000026295	ENSMUSG00000100908	lincSS.dw	1.1.1	33245	ENSG00000072080	ENSG00000226442	lincSS.dw	1.1.1	31947
ENSMUSG00000026301	ENSMUSG00000100850	lncgDivg	1.1.1	227	ENSG00000132321	ENSG00000232893	lncgDivg	1.1.1	0
ENSMUSG00000026301	ENSMUSG00000100850	lncgDivg	1.1.1	227	ENSG00000132321	ENSG00000270540	lncgDivg	1.1.1	0
ENSMUSG00000026315	ENSMUSG00000086161	lincSS.dw	1.1.1	76524	ENSG00000166401	ENSG00000267134	lincSS.dw	n.1.1	21776
ENSMUSG00000026335	ENSMUSG00000100711	lincDivg	1.1.1	78002	ENSG00000145730	ENSG00000250682	lincDivg	n.1.1	82216
ENSMUSG00000026335	ENSMUSG00000100182	lincDivg	n.1.1	35783	ENSG00000145730	ENSG00000250682	lincDivg	n.1.1	82216
ENSMUSG00000026339	ENSMUSG00000085857	lncgDivg	1.1.1	0	ENSG00000125633	ENSG00000272895	lncgDivg	1.1.1	0
ENSMUSG00000026339	ENSMUSG00000085857	lncgDivg	1.1.1	0	ENSG00000125633	ENSG00000235066	lncgDivg	n.n.1	0
ENSMUSG00000026341	ENSMUSG00000102063	lincDivg	1.1.1	8840	ENSG00000115091	ENSG00000244063	lincDivg	1.1.1	58944
ENSMUSG00000026341	ENSMUSG00000121266	lncgDivg	1.1.1	279	ENSG00000115091	ENSG00000270019	lncgDivg	1.1.1	296
ENSMUSG00000026341	ENSMUSG00000121266	lncgDivg	1.1.1	279	ENSG00000115091	ENSG00000228857	lncgDivg	n.n.1	0
ENSMUSG00000026395	ENSMUSG00000098206	lincConv	1.1.1	92943	ENSG00000081237	ENSG00000229989	lincConv	n.1.1	20385
ENSMUSG00000026395	ENSMUSG00000098243	lincConv	n.1.1	53083	ENSG00000081237	ENSG00000229989	lincConv	n.1.1	20385
ENSMUSG00000026404	ENSMUSG00000097403	lncgDivg	n.1.1	0	ENSG00000118197	ENSG00000260088	lncgDivg	1.1.1	0
ENSMUSG00000026442	ENSMUSG00000101126	lncgDivg	1.1.1	0	ENSG00000163531	ENSG00000287197	lncgDivg	1.1.1	0
ENSMUSG00000026452	ENSMUSG00000097435	lncgDivg	1.1.1	157	ENSG00000143858	ENSG00000225620	lncgDivg	1.1.1	0
ENSMUSG00000026452	ENSMUSG00000097435	lncgDivg	1.1.1	157	ENSG00000143858	ENSG00000226862	lncgDivg	1.1.1	0
ENSMUSG00000026483	ENSMUSG00000100357	lincDivg	1.1.1	20243	ENSG00000135842	ENSG00000260976	lincDivg	1.1.1	25202
ENSMUSG00000026494	ENSMUSG00000089713	lncgDivg	1.1.1	0	ENSG00000162849	ENSG00000231612	lncgDivg	1.1.1	0
ENSMUSG00000026494	ENSMUSG00000089713	lncgDivg	1.1.1	0	ENSG00000162849	ENSG00000232192	lncgDivg	1.1.1	0
ENSMUSG00000026494	ENSMUSG00000089713	lncgDivg	1.1.1	0	ENSG00000162849	ENSG00000238224	lncgDivg	1.1.1	0
ENSMUSG00000026500	ENSMUSG00000086350	lncgDivg	n.1.1	581	ENSG00000203667	ENSG00000287601	lncgDivg	1.1.1	605
ENSMUSG00000026558	ENSMUSG00000103139	lncgDivg	1.1.1	0	ENSG00000143179	ENSG00000236364	lncgDivg	n.1.1	0
ENSMUSG00000026558	ENSMUSG00000102909	lncgDivg	n.n.1	0	ENSG00000143179	ENSG00000236364	lncgDivg	n.1.1	0
ENSMUSG00000026565	ENSMUSG00000097196	lncgDivg	1.1.1	282	ENSG00000143190	ENSG00000272205	lncgDivg	1.1.1	288
ENSMUSG00000026567	ENSMUSG00000103583	lncgDivg	1.1.1	0	ENSG00000143199	ENSG00000232194	lncgDivg	1.1.1	0
ENSMUSG00000026574	ENSMUSG00000102897	lincDivg	1.1.1	98411	ENSG00000143196	ENSG00000225826	lincDivg	n.1.1	54806
ENSMUSG00000026574	ENSMUSG00000102163	lincDivg	n.1.1	84103	ENSG00000143196	ENSG00000225826	lincDivg	n.1.1	54806
ENSMUSG00000026574	ENSMUSG00000102761	lincSS.up	1.1.1	83873	ENSG00000143196	ENSG00000235736	lincSS.up	1.1.1	34159
ENSMUSG00000026576	ENSMUSG00000097281	lincDivg	1.1.1	44954	ENSG00000143153	ENSG00000203601	lincDivg	1.1.1	18692
ENSMUSG00000026594	ENSMUSG00000101768	lincSS.up	1.1.1	33134	ENSG00000116191	ENSG00000273384	lincSS.up	1.1.1	72883
ENSMUSG00000026594	ENSMUSG00000101905	lncgDivg	1.1.1	212	ENSG00000116191	ENSG00000273062	lncgDivg	1.1.1	0
ENSMUSG00000026611	ENSMUSG00000089730	lncgDivg	1.1.1	0	ENSG00000162814	ENSG00000234070	lncgDivg	1.1.1	0
ENSMUSG00000026620	ENSMUSG00000103478	lincDivg	1.1.1	86532	ENSG00000116141	ENSG00000231529	lincDivg	1.1.1	40578
ENSMUSG00000026620	ENSMUSG00000104461	lincDivg	1.1.1	92421	ENSG00000116141	ENSG00000231529	lincDivg	1.1.1	40578
ENSMUSG00000026622	ENSMUSG00000102840	lncgDivg	1.1.1	0	ENSG00000117650	ENSG00000231057	lncgDivg	n.1.1	10892
ENSMUSG00000026628	ENSMUSG00000073478	lincDivg	n.1.1	6365	ENSG00000162772	ENSG00000260805	lincDivg	1.1.1	5603
ENSMUSG00000026630	ENSMUSG00000102777	lincSS.dw	1.1.1	23712	ENSG00000123685	ENSG00000237980	lincSS.dw	n.1.1	20779
ENSMUSG00000026640	ENSMUSG00000121086	lncgDivg	1.1.1	0	ENSG00000076356	ENSG00000287220	lncgDivg	1.1.1	0
ENSMUSG00000026646	ENSMUSG00000085043	lncgDivg	1.1.1	0	ENSG00000152455	ENSG00000272853	lncgDivg	1.1.1	93
ENSMUSG00000026655	ENSMUSG00000085205	lncgDivg	1.1.1	0	ENSG00000065809	ENSG00000236495	lncgDivg	n.1.1	0
ENSMUSG00000026657	ENSMUSG00000087355	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000229751	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000087355	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000235410	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000087355	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000225112	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000087355	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000273474	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000087355	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000234091	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000087355	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000285671	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086018	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000229751	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086018	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000235410	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086018	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000225112	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086018	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000273474	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086018	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000234091	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086018	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000285671	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086874	lncgDivg	1.1.1	0	ENSG00000151474	ENSG00000229751	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086874	lncgDivg	1.1.1	0	ENSG00000151474	ENSG00000235410	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086874	lncgDivg	1.1.1	0	ENSG00000151474	ENSG00000225112	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086874	lncgDivg	1.1.1	0	ENSG00000151474	ENSG00000273474	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086874	lncgDivg	1.1.1	0	ENSG00000151474	ENSG00000234091	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000086874	lncgDivg	1.1.1	0	ENSG00000151474	ENSG00000285671	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000084859	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000229751	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000084859	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000235410	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000084859	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000225112	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000084859	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000273474	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000084859	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000234091	lncgDivg	1.1.1	0
ENSMUSG00000026657	ENSMUSG00000084859	lncgDivg	n.1.1	0	ENSG00000151474	ENSG00000285671	lncgDivg	1.1.1	0
ENSMUSG00000026659	ENSMUSG00000053925	lncgConv	n.n.n	0	ENSG00000081721	ENSG00000226889	lncgConv	n.n.n	0
ENSMUSG00000026670	ENSMUSG00000104266	lncgDivg	1.1.1	223	ENSG00000117143	ENSG00000259788	lncgDivg	1.1.1	414
ENSMUSG00000026672	ENSMUSG00000086430	lncgDivg	1.1.1	0	ENSG00000123240	ENSG00000289266	lncgDivg	1.1.1	0
ENSMUSG00000026718	ENSMUSG00000086657	lncgDivg	n.1.1	164	ENSG00000136738	ENSG00000229190	lncgDivg	1.1.1	0
ENSMUSG00000026718	ENSMUSG00000086657	lncgDivg	n.1.1	164	ENSG00000136738	ENSG00000260589	lncgDivg	1.1.1	273
ENSMUSG00000026721	ENSMUSG00000104302	lncgDivg	1.1.1	0	ENSG00000152061	ENSG00000227373	lncgDivg	n.n.1	0
ENSMUSG00000026721	ENSMUSG00000104302	lncgDivg	1.1.1	0	ENSG00000152061	ENSG00000229531	lncgDivg	n.1.1	0
ENSMUSG00000026743	ENSMUSG00000121261	lncgSS.dw	1.1.1	0	ENSG00000078403	ENSG00000286881	lncgSS.dw	1.1.1	0
ENSMUSG00000026743	ENSMUSG00000121261	lncgSS.dw	1.1.1	0	ENSG00000078403	ENSG00000289528	lncgSS.dw	1.1.1	0
ENSMUSG00000026765	ENSMUSG00000085357	lncgDivg	1.1.1	0	ENSG00000150556	ENSG00000286335	lncgDivg	1.1.1	0
ENSMUSG00000026766	ENSMUSG00000085862	lncgDivg	n.1.1	104	ENSG00000168288	ENSG00000231969	lncgDivg	n.n.1	0
ENSMUSG00000026773	ENSMUSG00000102329	lncgDivg	1.1.1	0	ENSG00000170525	ENSG00000213994	lncgDivg	1.1.1	0
ENSMUSG00000026778	ENSMUSG00000102196	lincConv	1.1.1	14150	ENSG00000065675	ENSG00000212743	lincConv	1.1.1	74381
ENSMUSG00000026778	ENSMUSG00000102674	lincConv	1.1.1	37144	ENSG00000065675	ENSG00000212743	lincConv	1.1.1	74381
ENSMUSG00000026778	ENSMUSG00000120676	lincConv	n.1.1	24218	ENSG00000065675	ENSG00000212743	lincConv	1.1.1	74381
ENSMUSG00000026778	ENSMUSG00000086006	lincSS.dw	n.1.1	38209	ENSG00000065675	ENSG00000289934	lincSS.dw	1.1.1	44060
ENSMUSG00000026778	ENSMUSG00000086491	lincSS.dw	1.1.1	83781	ENSG00000065675	ENSG00000289934	lincSS.dw	1.1.1	44060
ENSMUSG00000026797	ENSMUSG00000085397	lncgDivg	1.1.1	0	ENSG00000136854	ENSG00000279571	lncgDivg	1.1.1	0
